variant,subset,n,k,p,lo,hi,inference
scenario=ampscale_0.7_ratio_g=1.7_ratio_rg=0.8_phase_draw=0_amp_scale=0.7_dominant_dropped=False_cadence_code=0,arm_b_median_window_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ampscale_0.7_ratio_g=1.7_ratio_rg=0.8_phase_draw=0_amp_scale=0.7_dominant_dropped=False_cadence_code=0,nominal_on_ampscale_0.7_targets_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ampscale_1.3_ratio_g=1.7_ratio_rg=0.8_phase_draw=0_amp_scale=1.3_dominant_dropped=False_cadence_code=0,arm_b_median_window_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ampscale_1.3_ratio_g=1.7_ratio_rg=0.8_phase_draw=0_amp_scale=1.3_dominant_dropped=False_cadence_code=0,nominal_on_ampscale_1.3_targets_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=cadence_alt_ratio_g=1.7_ratio_rg=0.8_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=1,arm_b_median_window_common,3,1,0.3333333333333333,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=cadence_alt_ratio_g=1.7_ratio_rg=0.8_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=1,nominal_on_cadence_alt_targets_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=dropout_ratio_g=1.7_ratio_rg=0.8_phase_draw=0_amp_scale=1.0_dominant_dropped=True_cadence_code=0,arm_b_median_window_common,3,3,1.0,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=dropout_ratio_g=1.7_ratio_rg=0.8_phase_draw=0_amp_scale=1.0_dominant_dropped=True_cadence_code=0,nominal_on_dropout_targets_common,3,3,1.0,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g1r1_ratio_g=1.4_ratio_rg=0.7_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,arm_b_median_window_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g1r1_ratio_g=1.4_ratio_rg=0.7_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,nominal_on_ladder_g1r1_targets_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g1r2_ratio_g=1.4_ratio_rg=0.8_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,arm_b_median_window_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g1r2_ratio_g=1.4_ratio_rg=0.8_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,nominal_on_ladder_g1r2_targets_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g1r3_ratio_g=1.4_ratio_rg=0.9_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,arm_b_median_window_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g1r3_ratio_g=1.4_ratio_rg=0.9_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,nominal_on_ladder_g1r3_targets_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g2r1_ratio_g=1.7_ratio_rg=0.7_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,arm_b_median_window_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g2r1_ratio_g=1.7_ratio_rg=0.7_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,nominal_on_ladder_g2r1_targets_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g2r3_ratio_g=1.7_ratio_rg=0.9_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,arm_b_median_window_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g2r3_ratio_g=1.7_ratio_rg=0.9_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,nominal_on_ladder_g2r3_targets_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g3r1_ratio_g=2.1_ratio_rg=0.7_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,arm_b_median_window_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g3r1_ratio_g=2.1_ratio_rg=0.7_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,nominal_on_ladder_g3r1_targets_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g3r2_ratio_g=2.1_ratio_rg=0.8_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,arm_b_median_window_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g3r2_ratio_g=2.1_ratio_rg=0.8_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,nominal_on_ladder_g3r2_targets_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g3r3_ratio_g=2.1_ratio_rg=0.9_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,arm_b_median_window_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=ladder_g3r3_ratio_g=2.1_ratio_rg=0.9_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,nominal_on_ladder_g3r3_targets_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=nominal_ratio_g=1.7_ratio_rg=0.8_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,arm_b_median_window,10,7,0.7,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=phase_1_ratio_g=1.7_ratio_rg=0.8_phase_draw=1_amp_scale=1.0_dominant_dropped=False_cadence_code=0,arm_b_median_window_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=phase_1_ratio_g=1.7_ratio_rg=0.8_phase_draw=1_amp_scale=1.0_dominant_dropped=False_cadence_code=0,nominal_on_phase_1_targets_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=phase_2_ratio_g=1.7_ratio_rg=0.8_phase_draw=2_amp_scale=1.0_dominant_dropped=False_cadence_code=0,arm_b_median_window_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=phase_2_ratio_g=1.7_ratio_rg=0.8_phase_draw=2_amp_scale=1.0_dominant_dropped=False_cadence_code=0,nominal_on_phase_2_targets_common,3,2,0.6666666666666666,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=redilution_ratio_g=1.7_ratio_rg=0.8_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,arm_b_median_window_common,2,1,0.5,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
scenario=redilution_ratio_g=1.7_ratio_rg=0.8_phase_draw=0_amp_scale=1.0_dominant_dropped=False_cadence_code=0,nominal_on_redilution_targets_common,2,2,1.0,,,descriptive counts; inference lives in d2_scenario_contrasts.csv
