oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
529113100005394,44835606,2458202.8607730018,58202.356064799998,15.8907452,0.0174155794,0,zg,218.52802500000001,15.138271700000001,0.677999973,-0.023,20180325356065,529,0xd,0x1,20.9699993,26.1218128,0.0357292853,-0.0368409008,2.72904981e-05,30,1.14499998,1
529113100005394,45136546,2458205.8702852945,58205.365463000002,15.886097,0.0174151398,0,zg,218.52802679999999,15.138261399999999,0.703999996,0.00400000019,20180328365451,529,0xd,0x1,20.1000004,25.9964466,0.0424709693,-0.0424797237,5.8022164e-05,30,1.10899997,1
529113100005394,45140065,2458205.9054832659,58205.400659699997,15.9054279,0.017417483,0,zg,218.52801049999999,15.1382447,0.693000019,-0.00499999989,20180328400278,529,0xd,0x1,19.7299995,25.991972,0.0489570461,-0.0371904932,0.000106994317,30,1.07700002,1
529113100005394,45440913,2458208.9140568827,58208.4091319,15.8812475,0.0174147598,0,zg,218.52800490000001,15.138258799999999,0.228,-0.00600000005,20180331409109,529,0xd,0x1,18.6800003,25.6800404,0.0532748438,-0.00369936158,0.000676738913,30,1.079,1
529113100005394,45739068,2458211.8956958698,58211.390682899997,15.8744469,0.0174143612,0,zg,218.52802360000001,15.138278,0.898000002,-0.00200000009,20180403390671,529,0xd,0x1,19.7299995,26.1312199,0.0464668125,0.00433086744,9.51224647e-05,30,1.07700002,1
529113100005394,45742111,2458211.9261249006,58211.421111099997,15.9032516,0.0174171571,0,zg,218.52802199999999,15.138298600000001,0.898000002,0.00200000009,20180403420799,529,0xd,0x1,19.3099995,26.1340961,0.0454357862,-0.0126347728,0.000139854426,30,1.09500003,1
529113100005394,47531365,2458229.8189266454,58229.313657400002,15.8888311,0.0174153931,0,zg,218.52801869999999,15.1382789,1.028,0.0149999997,20180421313611,529,0xd,0x1,21.2999992,26.1553116,0.0334403776,-0.0930934548,2.096768e-05,30,1.09099996,1
529113100005394,47825243,2458232.757696311,58232.252430599998,15.8667431,0.0174141061,0,zg,218.5280137,15.138263800000001,0.519999981,0.00300000003,20180424252431,529,0xd,0x1,19.7600002,25.6388912,0.04313986,-0.0694589391,9.1750604e-05,30,1.21000004,1
529113100005394,48131414,2458235.8193920087,58235.3141435,15.8897524,0.0174154844,0,zg,218.52802639999999,15.1382589,0.722000003,0.00800000038,20180427314132,529,0xd,0x1,20.3099995,26.1348057,0.0427649319,-0.0311861262,6.26989859e-05,30,1.079,1
529113100005394,48228856,2458236.7938049319,58236.288564800001,15.8932924,0.0174158569,0,zg,218.52802349999999,15.1382624,0.833999991,-0.023,20180428288565,529,0xd,0x1,19.7700005,26.0824623,0.0395553745,-0.0244969875,7.95887026e-05,30,1.09800005,2
