oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
757109200003802,44829547,2458202.7989827697,58202.295474500002,16.5437279,0.015291201,0,zg,208.2917554,48.672412299999998,0.615999997,-0.00100000005,20180325295440,757,0x9,0x2,21,26.2571774,0.0331019051,-0.0701430514,3.28174901e-05,30,1.13499999,2
757109200003802,44834936,2458202.852871439,58202.349363399997,16.5524254,0.0153265689,0,zg,208.29179099999999,48.672424300000003,0.442999989,-0.00400000019,20180325349340,757,0x9,0x2,21.2900009,26.2613754,0.0303676799,-0.0591559783,2.64374557e-05,30,1.04799998,1
757109200003802,44835081,2458202.8543182332,58202.350810199998,16.5523777,0.0153263761,0,zg,208.29178959999999,48.672417899999999,0.582000017,-0.0149999997,20180325350775,757,0x9,0x2,21.2700005,26.2701893,0.0320539027,-0.0576117188,2.94659894e-05,30,1.046,2
757109200003802,44835984,2458202.8633574937,58202.359849499997,16.4768314,0.0150333904,0,zg,208.29177619999999,48.6724131,0.737999976,0.0130000003,20180325359850,757,0x9,0x2,21.2600002,26.259346,0.0298252515,-0.0385033898,2.57655829e-05,30,1.03999996,2
757109200003802,44934633,2458203.8498339066,58203.346331000001,16.5334091,0.0152497971,0,zg,208.29177609999999,48.672404700000001,0.927999973,-0.0209999997,20180326346319,757,0x9,0x2,20.9599991,26.2914295,0.0346808471,-0.0890482962,3.71061979e-05,30,1.04799998,2
757109200003802,44936282,2458203.866326917,58203.362824099997,16.5426979,0.0152870398,0,zg,208.29178239999999,48.672405400000002,1.204,-0.0480000004,20180326362789,757,0x9,0x2,20.9599991,26.2730179,0.0308531579,-0.078145884,2.92104542e-05,30,1.03600001,2
757109200003802,44938747,2458203.8909795783,58203.387476900003,16.5648708,0.0153779462,0,zg,208.29179690000001,48.672416400000003,0.245000005,-0.00499999989,20180326387454,757,0x9,0x2,21.0100002,26.2435932,0.0319464803,-0.0333513618,3.01144883e-05,30,1.03199995,2
757109200003802,44940891,2458203.9124145559,58203.408911999999,16.5514793,0.0153226983,0,zg,208.2918085,48.672405699999999,0.40200001,0.0120000001,20180326408912,757,0x9,0x2,21.1599998,26.2684422,0.0351627357,-0.053468056,3.55851043e-05,30,1.03900003,2
757109200003802,45030359,2458204.8070965381,58204.303599500003,16.485302,0.0150646698,0,zg,208.29174889999999,48.672404100000001,0.904999971,0.00400000019,20180327303553,757,0x9,0x2,20.2399998,26.2736683,0.0369718671,-0.0972294882,6.93612456e-05,30,1.10500002,2
757109200003802,45032622,2458204.8297237977,58204.326226899997,16.5143242,0.0151748089,0,zg,208.29179909999999,48.672384700000002,0.845000029,-0.00600000005,20180327326204,757,0x9,0x2,20.4699993,26.2854347,0.0371165536,-0.086130999,5.15527136e-05,30,1.06700003,2
757109200003802,45033853,2458204.8420269187,58204.338530100002,16.5649643,0.015378329,0,zg,208.2918458,48.672386799999998,0.488000005,0.00400000019,20180327338495,757,0x9,0x2,19.9400005,26.2692928,0.0432800055,-0.0619784221,0.000110079505,30,1.05299997,2
757109200003802,45035946,2458204.8629642832,58204.359467599999,16.4819221,0.0150521481,0,zg,208.29180270000001,48.672417099999997,0.811999977,-0.0170000009,20180327359456,757,0x9,0x2,20.5499992,26.2819424,0.0405980162,-0.0736440644,5.87497998e-05,30,1.03699994,2
757109200003802,45039402,2458204.8975242563,58204.394027800001,16.5076332,0.0151490094,0,zg,208.2918311,48.672400699999997,1.05299997,-0.0260000005,20180327394028,757,0x9,0x2,20.6399994,26.2755451,0.0408655964,-0.0643436313,5.299646e-05,30,1.03400004,2
