oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
605109400001826,54747616,2458301.9728228194,58301.476169000001,17.1654587,0.019316975,0,zg,42.206441099999999,26.725607100000001,1.74199998,0.0670000017,20180702476157,605,0x9,0x4,19.9699993,26.09795,0.0501397438,-0.0494986027,9.49291643e-05,30,1.74600005,1
605109400001826,55046596,2458304.9628467434,58304.465960599999,17.0904713,0.0187290907,0,zg,42.206418399999997,26.725642100000002,0.505999982,0.00600000005,20180705465949,605,0x9,0x4,20.25,26.1383419,0.0425775126,-0.0870722383,5.58992797e-05,30,1.773,1
605109400001826,55946687,2458313.964508465,58313.466874999998,17.083147,0.0186739936,0,zg,42.206512400000001,26.725606899999999,0.601000011,0.0170000009,20180714466840,605,0x9,0x4,20.9300003,25.9451694,0.0379715413,-0.0143131837,2.59309654e-05,30,1.49800003,1
605109400001826,56944577,2458323.9443044038,58323.445775499997,17.0815392,0.0186619516,0,zg,42.206504799999998,26.725669199999999,0.666999996,0.00100000005,20180724445764,605,0x9,0x4,20.9799995,26.1111794,0.0337306187,-0.00376253901,2.15695691e-05,30,1.44700003,1
605109400001826,57546634,2458329.9654354439,58329.466342599997,17.0957966,0.0187694021,0,zg,42.206518799999998,26.7256912,1.28600001,-0.0860000029,20180730466319,605,0x9,0x4,19.9899998,26.1444416,0.0364785641,-0.00751818903,5.08346675e-05,30,1.22399998,1
605109400001826,58248688,2458336.9866507449,58336.486886600003,17.0605659,0.0185066499,0,zg,42.206501000000003,26.725671599999998,0.926999986,-0.0370000005,20180806486875,605,0x9,0x4,20.5599995,26.2531776,0.0360593013,-0.0183082987,2.74940958e-05,30,1.09000003,1
605109400001826,58648734,2458340.9874995025,58340.487349499999,17.1030006,0.0188242793,0,zg,42.206469499999997,26.725676199999999,1.21300006,-0.0419999994,20180810487350,605,0x9,0x4,20.9300003,25.9629269,0.0337866805,-0.0218713228,2.15238015e-05,30,1.06500006,1
605109400001826,58942121,2458343.9216484376,58343.421215299997,17.0950947,0.018764073,0,zg,42.206490199999998,26.725619600000002,0.880999982,-0.0170000009,20180813421204,605,0x9,0x4,21.3899994,26.1325493,0.0302841011,-0.0315790661,1.45695658e-05,30,1.25899994,1
605109400001826,59246876,2458346.969488197,58346.468761600001,17.0852127,0.0186894853,0,zg,42.206468999999998,26.7256182,0.933000028,0.0540000014,20180816468750,605,0x9,0x4,21.3500004,26.0905285,0.0306582395,-0.0220760107,1.46449265e-05,30,1.07000005,1
605109400001826,59545385,2458349.9548667078,58349.453854200001,17.084549,0.0186845083,0,zg,42.206504099999997,26.725598900000001,1.48699999,0.0579999983,20180819453843,605,0x9,0x4,21.7299995,26.2145233,0.0270275921,-0.0405935422,1.11872723e-05,30,1.08500004,1
605109400001826,59844231,2458352.9436113406,58352.442314799999,17.079977,0.0186502635,0,zg,42.206476500000001,26.725590499999999,1.06700003,0.0700000003,20180822442315,605,0x9,0x4,21.5799999,26.1981487,0.0283226892,-0.0319688953,1.20775503e-05,30,1.09300005,1
605109400001826,60938932,2458363.8916356764,58363.389328700003,17.0917034,0.0187383927,0,zg,42.2064843,26.725706500000001,0.81400001,-0.0120000001,20180902389329,605,0x9,0x4,20.0799999,26.2118301,0.0379688032,-0.0120257223,4.79181908e-05,30,1.15699995,1
605109400001826,60940593,2458363.9082459733,58363.4059375,17.1277161,0.0190155897,0,zg,42.2065117,26.725657500000001,0.448000014,-0.00100000005,20180902405926,605,0x9,0x4,20.1700001,26.2239857,0.0396953523,-0.0206949711,4.94580891e-05,30,1.10599995,1
605109400001826,61043459,2458364.9369951277,58364.434594899998,17.125042,0.0189946629,0,zg,42.2064618,26.725684099999999,0.952000022,0.0250000004,20180903434583,605,0x9,0x4,20.2399998,26.2112656,0.038142167,-0.0183724407,3.77899196e-05,30,1.04100001,1
605109400001826,61145714,2458365.9596319627,58365.4571412,17.1064262,0.0188505184,0,zg,42.206492400000002,26.7255863,0.462000012,0.0329999998,20180904457141,605,0x9,0x4,21.4200001,26.268549,0.0296504479,-0.0457001776,1.32809664e-05,30,1.01499999,1
605109400001826,61244356,2458366.9461422334,58366.4435648,17.0969543,0.0187781919,0,zg,42.206479899999998,26.725611199999999,1.05799997,0.0560000017,20180905443507,605,0x9,0x4,21.3899994,26.2700291,0.0314612575,-0.0389947481,1.53142937e-05,30,1.023,1
605109400001826,61547521,2458369.9780594152,58369.4752199,17.1047745,0.0188378505,0,zg,42.206479600000002,26.725571800000001,0.893999994,-0.0240000002,20180908475197,605,0x9,0x4,22.0400009,26.2728977,0.0244171303,-0.067241028,8.71194425e-06,30,1.00899994,1
605109400001826,61842123,2458372.9243257791,58372.421238399998,17.0687981,0.0185672194,0,zg,42.2064837,26.725581200000001,0.442000002,-0.023,20180911421157,605,0x9,0x4,21.8600006,26.3085842,0.0253127627,-0.075737685,9.41348753e-06,30,1.02999997,1
605109400001826,61843678,2458372.9398710728,58372.4367824,17.0889034,0.0187172536,0,zg,42.206476500000001,26.725577600000001,1.648,-0.104999997,20180911436782,605,0x9,0x4,21.9200001,26.3098335,0.0258662924,-0.0739643723,9.90860281e-06,30,1.01499999,1
605109400001826,62043700,2458374.9402550654,58374.437002300001,17.0977726,0.0187844094,0,zg,42.206479700000003,26.725574000000002,0.917999983,-0.0700000003,20180913436991,605,0x9,0x4,21.8799992,26.3167114,0.0263879243,-0.0798249766,1.02468639e-05,30,1.01199996,1
605109400001826,62142994,2458375.9332749913,58375.429942100003,17.0836983,0.0186781231,0,zg,42.206484699999997,26.7255818,0.839999974,0.00700000022,20180914429884,605,0x9,0x4,21.7299995,26.2807102,0.0246765744,-0.0453454964,8.87807073e-06,30,1.01499999,1
605109400001826,62444875,2458378.9523207927,58378.448750000003,17.105442,0.0188429672,0,zg,42.206483300000002,26.725581699999999,1.08200002,-0.0149999997,20180917448750,605,0x9,0x4,21.7800007,26.2955494,0.0245329477,-0.0607083738,9.08522179e-06,30,1.00800002,1
605109400001826,62447674,2458378.9803206562,58378.476747699999,17.0898361,0.0187242944,0,zg,42.206483300000002,26.7255708,1.54999995,-0.0370000005,20180917476736,605,0x9,0x4,21.6499996,26.3268967,0.0255336035,-0.0934329405,9.72066482e-06,30,1.02600002,1
