oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
317115200003107,45021456,2458204.7199279135,58204.214560200002,17.2558994,0.0247624684,0,zg,162.54393830000001,-14.076947000000001,0.666999996,0.0199999996,20180327214491,317,0xf,0x2,19.3799992,26.1911144,0.0449678861,-0.0553174689,0.000159421485,30,1.69099998,1
317115200003107,45027914,2458204.7845095806,58204.279143500004,17.2400703,0.0245343428,0,zg,162.54395959999999,-14.0768842,0.349999994,0.0340000018,20180327279144,317,0xf,0x2,19.8400002,26.2229385,0.0384644233,-0.0635140836,7.72620187e-05,30,1.57700002,1
317115200003107,45328391,2458207.7891945709,58207.283911999999,17.0927067,0.0225751754,0,zg,162.54399330000001,-14.076888500000001,0.279000014,0.023,20180330283912,317,0xf,0x2,19.2999992,26.2023754,0.0368311293,-0.0418976098,0.000110587876,30,1.59500003,1
317115200003107,45329666,2458207.8019488836,58207.2966667,17.0999489,0.0226648226,0,zg,162.54399649999999,-14.076893099999999,0.381000012,0.00700000022,20180330296655,317,0xf,0x2,19.2999992,26.2126942,0.0389408134,-0.054902941,0.000128401283,30,1.62699997,1
317115200003107,45627962,2458210.7848153533,58210.279629600001,17.180191,0.0237032156,0,zg,162.54404339999999,-14.076882899999999,0.34799999,-0.0219999999,20180402279630,317,0xf,0x2,19.3099995,25.9087811,0.0441020876,-0.0426222682,0.000172783664,30,1.60300004,1
317115200003107,45630618,2458210.8113654251,58210.306180599997,17.1421738,0.0232007839,0,zg,162.54403160000001,-14.076905099999999,0.996999979,-0.0500000007,20180402306146,317,0xf,0x2,19.3299999,25.9355888,0.0455468148,-0.037446104,0.000172424217,30,1.69599998,1
317115200003107,47516236,2458229.6666442896,58229.162361100003,17.181736,0.02372404,0,zg,162.5440183,-14.076826799999999,0.63499999,0.0359999985,20180421162350,317,0xf,0x2,20.2199993,26.1736469,0.0387749858,-0.0698078945,5.09897036e-05,30,1.62899995,1
317115200003107,48120906,2458235.7129608295,58235.209062499998,17.1901493,0.0238380246,0,zg,162.54402959999999,-14.076886500000001,1.06700003,-0.00300000003,20180427209039,317,0xf,0x2,19.5599995,26.2078209,0.0373645462,-0.0232574157,8.74046455e-05,30,1.59800005,1
317115200003107,49019065,2458244.6939152568,58244.190659699998,17.1700745,0.023567643,0,zg,162.5439902,-14.076864199999999,0.91900003,-0.0120000001,20180506190648,317,0xf,0x2,20.9200001,26.1536274,0.0375440046,-0.0900992677,3.33900425e-05,30,1.61600006,1
317115200003107,68850245,2458443.0006405194,58442.502453699999,17.2379723,0.0245043766,0,zg,162.54395640000001,-14.0769199,0.685000002,0.0160000008,20181120502454,317,0xf,0x2,21.1000004,25.8189125,0.0421871766,-0.0513768718,4.04342027e-05,30,2.32200003,1
317115200003107,71444343,2458468.9440384982,58468.443437499998,16.9982834,0.0214648694,0,zg,162.5439591,-14.0769193,0.947000027,-0.0410000011,20181216443438,317,0xf,0x2,21.3400002,26.1558304,0.0300950129,-0.0600462146,1.91022009e-05,30,2.13800001,3
317115200003107,71847487,2458472.9758536802,58472.474872699997,17.2161751,0.0241967272,0,zg,162.54396800000001,-14.076922700000001,0.647000015,-0.0120000001,20181220474873,317,0xf,0x2,20.2900009,26.2148418,0.0421456546,-0.0459475592,5.40437686e-05,30,1.75800002,1
317115200003107,71847578,2458472.9767680671,58472.475787000003,17.224432,0.0243124813,0,zg,162.5439672,-14.0769077,1.04299998,-0.0289999992,20181220475787,317,0xf,0x2,20.1499996,26.2171345,0.045177158,-0.0344050676,6.92096946e-05,30,1.75300002,3
317115200003107,72254454,2458477.0459089666,58476.544548600003,17.2214966,0.0242712256,0,zg,162.54397019999999,-14.0769191,0.703000009,-0.0219999999,20181224544537,317,0xf,0x2,20.2199993,26.2007504,0.0399827994,-0.0353963599,5.54753278e-05,30,1.62600005,1
317115200003107,73345944,2458487.9617873048,58487.459444400003,16.9975357,0.0214565024,0,zg,162.54396460000001,-14.0769102,1.24199998,-0.0209999997,20190104458819,317,0xf,0x2,21.0100002,26.2515182,0.0345094949,-0.0991517901,2.63794318e-05,30,1.65199995,1
317115200003107,73346219,2458487.9645422441,58487.462199100002,17.0176678,0.0216841511,0,zg,162.54397520000001,-14.076912800000001,0.630999982,0.00899999961,20190104462188,317,0xf,0x2,21.3099995,26.2497578,0.0318754949,-0.0931164399,2.08713118e-05,30,1.64499998,3
317115200003107,73850348,2458493.0062558609,58492.503483799999,17.0473709,0.0220287088,0,zg,162.543969,-14.0768538,0.421000004,-0.00200000009,20190109503484,317,0xf,0x2,20.5499992,25.7699699,0.0395717956,-0.0197156891,4.1658368e-05,30,1.59300005,3
317115200003107,73850439,2458493.0071702343,58492.504398099998,17.0899582,0.02254132,0,zg,162.54396389999999,-14.0769117,1.32700002,-0.0610000007,20190109504387,317,0xf,0x2,20.7999992,25.6947765,0.0373294614,-0.0308671761,3.47689056e-05,30,1.59500003,1
317115200003107,73952348,2458494.0263402197,58493.523483800003,17.1945572,0.0238981117,0,zg,162.54401590000001,-14.076928000000001,2.023,-0.0610000007,20190110523472,317,0xf,0x2,21.2800007,26.2365475,0.0318941623,-0.102854371,2.1285894e-05,30,1.66100001,3
317115200003107,74047858,2458494.9815226435,58494.478587999998,17.2083092,0.024087321,0,zg,162.54397829999999,-14.076914500000001,0.67900002,0.0250000004,20190111478588,317,0xf,0x2,21.5,26.1876526,0.0296654496,-0.0642362162,1.81116593e-05,30,1.57099998,3
317115200003107,75246006,2458506.9639113164,58506.460069399996,17.2167873,0.0242052693,0,zg,162.54396560000001,-14.0770328,1.29100001,0.0379999988,20190123460058,317,0xf,0x2,19.1200008,26.2254467,0.037765976,-0.0454011373,0.000172604938,30,1.58399999,3
317115200003107,75246310,2458506.96694403,58506.463101900001,17.2077827,0.0240800418,0,zg,162.54395840000001,-14.0769704,0.722000003,-0.00499999989,20190123463067,317,0xf,0x2,19.0300007,26.2063198,0.0474978648,-0.0121967699,0.000262562477,30,1.58899999,1
317115200003107,75346076,2458507.9646747569,58507.460763900002,17.067791,0.0222717356,0,zg,162.543936,-14.0768986,0.256000012,0.294,20190124460752,317,0xf,0x2,18.6299992,26.2470322,0.0400674753,-0.0866219476,0.000443066674,30,1.59000003,3
317115200003107,75452333,2458509.0273160553,58508.5233333,17.2252617,0.0243241657,0,zg,162.5439896,-14.076953100000001,0.739000022,0.00100000005,20190125523333,317,0xf,0x2,19.3299999,26.1465855,0.0458485782,-0.0357058086,0.00017295772,30,1.92999995,3
317115200003107,75551761,2458510.0216645747,58509.517615700002,17.2324219,0.0244254004,0,zg,162.54391150000001,-14.076941700000001,0.626999974,0.0439999998,20190126517604,317,0xf,0x2,19.0599995,26.1375904,0.0500298813,-0.030638488,0.000267449155,30,1.90199995,1
317115200003107,75551851,2458510.0225674356,58509.518518500001,17.2071018,0.0240706,0,zg,162.5439284,-14.0768807,0.907999992,0.135000005,20190126518518,317,0xf,0x2,19.3700008,26.1401291,0.0409947261,-0.0375126787,0.000138278425,30,1.91100001,3
317115200003107,79331415,2458547.819693903,58547.314155100001,17.0318146,0.0218469538,0,zg,162.54397399999999,-14.0769058,0.723999977,0.00400000019,20190305313970,317,0xf,0x2,21.2000008,26.2000523,0.0322234444,-0.0682478324,2.22340441e-05,30,1.57799995,1
317115200003107,80327579,2458557.7813583072,58557.2757986,17.0573349,0.0221466701,0,zg,162.54394310000001,-14.076886,0.486999989,-0.00700000022,20190315275799,317,0xf,0x2,20.2800007,26.1798344,0.0397568084,-0.034236934,4.80986528e-05,30,1.59599996,1
