source_id,wdj_name,wd_class,known_roster,in_core,n_variants,ls_complete,blind_status,best_pass,best_frequency_per_day,best_period_days,best_period_seconds,basis,best_band_fap,zg_fap,zr_fap,zg_amplitude_mmag,zr_amplitude_mmag,zg_alias,zr_alias,low_zg_a95_mmag,low_zr_a95_mmag,high_zg_a95_mmag,high_zr_a95_mmag,low_pass_available,high_pass_available,low_unavailable_reason,high_unavailable_reason,n_exp_zg,n_exp_zr,baseline_days,bootstrap_fap,bootstrap_exceedances,bootstrap_resamples,bootstrap_resolution,selection_stratum
4235280071072332672,WDJ195629.23-010232.67,unclassified,False,True,4,True,candidate,low,0.6934779471961398,1.4420069218396718,124589.39804694764,zg,3.872624202595691e-149,3.659284341643515e-27,3.872624202595691e-149,48.730513196345726,34.29632711446315,False,True,24.83476840279219,19.152507170298733,,2.409019810596054,True,True,,,70,401,790.9407966290601,,,,,candidate_low_strong
3170192017754631296,WDJ073213.72+180821.70,unclassified,False,True,4,True,candidate,low,0.000976763446405,1023.7893357705672,88455398.610577,zg,1.708497523354557e-100,1.708497523354557e-100,7.964679933554808e-66,38.10118686078612,35.68654772124001,False,True,8.588802933867488,8.360997701857178,3.3661404459233224,4.91214775721344,True,True,,,770,1706,2764.231206580531,,,,,candidate_low_strong
4285547303161689728,WDJ184032.36+055732.97,unclassified,False,True,4,True,candidate,low,1.9688889292732283,0.5079006667832339,43882.6176100714,zr,5.895387397479743e-31,0.0712164113917825,5.895387397479743e-31,5.15910816253271,30.276866727667343,True,False,3.844360463442388,12.991926767565127,1.0491690637644095,4.212197595769754,True,True,,,629,1141,2763.690688234288,,,,,candidate_low_strong
955946028012712320,WDJ061748.70+375851.15,unclassified,False,True,4,True,candidate,low,2.0019011586622883,0.4995251617058959,43158.97397138941,zr,1.705622392016665e-25,4.249503199566238e-07,1.705622392016665e-25,11.556663828684076,20.309521889038063,True,False,6.6764661515561645,9.384035815872307,1.3356258413056188,4.48490631269211,True,True,,,421,838,2744.341285896022,,,,,candidate_low_strong
838295294542456448,WDJ112431.42+503331.63,unclassified,False,True,4,True,candidate,low,0.0027112718372271,368.8305931812152,31866963.25085699,zr,2.849356643698054e-18,1.0,2.849356643698054e-18,2.740118187032247,8.052359070066586,True,False,3.876821692504075,3.663679054041293,2.4770425234991897,2.305102570496384,True,True,,,1342,1571,2766.229448859114,,,,,candidate_low_strong
3453072170325688960,WDJ061531.25+362032.28,unclassified,False,True,4,True,candidate,low,4.021295506153182,0.2486760792560136,21485.61324771957,zr,0.0003060138101339,1.0,0.0003060138101339,2.6043649743679014,7.042953753959127,False,False,5.27069876257328,5.966912640209939,1.5088198469313123,3.654367580222038,True,True,,,417,1177,2763.238857476972,,,,,candidate_low_marginal
2260805780286092032,WDJ180115.37+721848.76,unclassified,False,True,4,True,candidate,low,2.004852911296153,0.4987897088936526,43095.43084841158,zg,0.0003270601376747,0.0003270601376747,1.0,4.602729209586191,1.0657027639230652,False,False,3.176878608175118,2.9210979884116632,1.6408223719260884,1.4367290595446596,True,True,,,1399,1374,2771.7245333511382,,,,,candidate_low_marginal
1555179177955997440,WDJ125526.34+475719.25,unclassified,False,False,2,True,candidate,low,16.021971890297152,0.0624142900041908,5392.594656362087,zr,0.0003582900494399,1.0,0.0003582900494399,0.532884754016386,5.937960551410548,False,False,3.457093436755692,4.014643963034948,1.9175426130244533,2.648046472291731,True,True,,,934,900,2658.86123703653,,,,,candidate_low_marginal
1991219307415277184,WDJ232521.78+504153.41,unclassified,False,True,4,True,candidate,low,2.40916947155134,0.4150808034920302,35862.98142171141,zr,0.0003717797484773,1.0,0.0003717797484773,1.057358217982841,3.147736605601105,False,False,3.664378106092279,2.5541636795677487,1.3412508378042551,1.2105720773009427,True,True,,,722,1208,2723.760232514702,,,,,candidate_low_marginal
1110291480292939136,WDJ074629.95+703005.78,unclassified,False,True,4,True,candidate,low,11.096681379469246,0.090117032813988,7786.111635128566,zg,0.0005098506165417,0.0005098506165417,1.0,44.19736015823808,17.008483594706142,False,False,42.001310045856776,39.10320722079376,8.160819850584867,7.12551736706947,True,True,,,654,702,2761.203908827156,,,,,candidate_low_marginal
6046892947212837376,WDJ164929.73-243310.07,unclassified,False,True,4,True,candidate,high,118.8771244690076,0.0084120473511344,726.8008911380196,zr,1.0630156820012257e-17,1.0,1.0630156820012257e-17,1.3763784323992918,14.499947422783046,False,False,18.334330532504023,10.461136441710028,3.5267290657409545,4.595352056036924,True,True,,,198,505,2659.8055264884606,,,,,candidate_high_strong
1819329248736952704,WDJ203804.29+234059.97,unclassified,False,True,4,True,candidate,high,141.57039409104803,0.0070636237641386,610.2970932215788,zr,1.884076901354872e-17,1.0,1.884076901354872e-17,1.0126321701872243,13.596487302743451,False,False,12.515982666775368,9.652169911160923,2.590905529239192,5.389786909967193,True,True,,,602,1251,2763.7518995502032,,,,,candidate_high_strong
868275776880649856,WDJ073935.24+244505.20,unclassified,False,True,4,True,candidate,high,113.37844891689711,0.0088200183505153,762.0495854845263,zr,1.1347343825823594e-16,1.0,1.1347343825823594e-16,0.7978157133203224,13.970604121225437,False,False,14.722783160550462,6.748421809522135,4.858769295855548,5.541543783334396,True,True,,,366,1469,2764.16857748013,,,,,candidate_high_strong
4162484086261832960,WDJ173125.54-124709.55,unclassified,False,True,4,True,candidate,high,115.70500837463116,0.0086426682305936,746.7265351232937,zr,1.0705603667878025e-15,1.0,1.0705603667878025e-15,0.5934188633003845,16.565642600855607,False,False,15.018189429816177,10.11934856780086,6.07280306391358,6.72751624277804,True,True,,,642,1461,2746.6166184842587,,,,,candidate_high_strong
2913182102474677632,WDJ060645.07-235534.45,unclassified,False,True,4,True,candidate,high,92.22372181454372,0.0108431971766541,936.8522360629204,zr,1.580722199248318e-15,1.0,1.580722199248318e-15,1.907409354118136,17.62192473960011,False,False,20.89770072575457,10.550708036593232,6.493711809231616,6.507648710359036,True,True,,,189,755,2583.000389205292,,,,,candidate_high_strong
2023651155237935360,WDJ190917.16+245241.05,unclassified,False,True,4,True,candidate,high,104.1790671200864,0.0095988573102436,829.341271605047,zr,0.000528503488451,1.0,0.000528503488451,0.5534475582990622,6.634686523508475,False,False,10.503490102713249,8.72740282571877,1.4106206479210006,4.00790862817417,True,True,,,551,1135,2765.649538774044,,,,,candidate_high_marginal
370046960520651008,WDJ011817.61+384249.43,unclassified,False,True,4,True,candidate,high,1164.5721973040445,0.0008586844184628,74.19033375518825,zr,0.0005674094550078,1.0,0.0005674094550078,3.1796201211278774,11.88478229051185,False,False,15.974532791700303,20.551699315794657,12.612726283369732,8.819877603952635,True,True,,,89,120,2498.070623442065,,,,,candidate_high_marginal
537563127588521600,WDJ000506.82+731309.38,unclassified,False,False,2,True,candidate,high,446.6320860283594,0.0022389793104486,193.44781242275985,zr,0.000647786221059,1.0,0.000647786221059,0.0325868032899994,2.5805410389336543,False,False,4.179645482061977,3.32475457424664,1.7110734923328763,1.8901613554190784,True,True,,,532,637,2469.648506360594,,,,,candidate_high_marginal
1974423541446133248,WDJ215309.86+461902.53,unclassified,False,True,4,True,candidate,high,93.6213804938753,0.0106813208128822,922.8661182330278,zr,0.0007225917233066,1.0,0.0007225917233066,1.10574368884903,6.6553027014139685,False,False,10.872022763718116,8.08796388672981,1.909719575818444,3.843800574838345,True,True,,,693,945,2733.852713775821,,,,,candidate_high_marginal
1350121285870820352,WDJ174356.73+443852.18,unclassified,False,True,4,True,candidate,high,1157.7472053846902,0.0008637464166175,74.62769039575566,zr,0.0009881811790283,1.0,0.0009881811790283,3.65191616082987,9.276415627156942,False,False,40.282524924478295,24.877091256538016,7.561796978402414,7.358206623201923,True,True,,,46,65,2178.925150392577,,,,,candidate_high_marginal
