sid,class_label,arm,scenario,best_status,best_pass,best_frequency_per_day,baseline_days
9500000000000000014,arm_ctrl,ctrl,control,confirmed,low,1.1204779241718448,2766.230313989334
9500000000000000093,arm_ctrl,ctrl,control,confirmed,low,2.3310773068143242,2654.8669072058983
9500000000000000100,arm_ctrl,ctrl,control,confirmed,high,413.0400151328802,2701.8030513930134
9500000000000000110,arm_ctrl,ctrl,control,confirmed,low,3.4666888855947513,2761.770760504063
9500000000000000119,arm_ctrl,ctrl,control,confirmed,low,0.9164040020974169,2755.8805878409185
9500000000000000121,arm_ctrl,ctrl,control,confirmed,low,3.2318749373624764,2771.858495029155
9500000000000000146,arm_ctrl,ctrl,control,confirmed,low,9.608364454500151,2518.0456168758683
9500000000000000156,arm_ctrl,ctrl,control,confirmed,low,3.5848278283128807,2691.788967879489
