source_id,status,result_sha256,provenance_sha256
9200144486101210000,complete,16402e94b60162ad5129378fe0eb25a1eb083b8b8cf7b0f3ad78f1db702918be,3cbd0c0c769c19ac30de4cb88a4a788d53aaf08687d2a7332fccb606cb043698
9200144486101220000,complete,6a1b947c01700a0bebc1d31ee3e7c5bc4006be8f49ef9703fba6c2e5c4bdfbf4,59301158ff9a02813c3f8f77b67045198cdaeede5a4228366dde189e41a3215c
9200144486101220100,complete,3bb434b115a411e4e01583a8529985a33017acba7ea512182785fdadec4b2ffc,2c1f1a9e5eb3c8d2fc894db5b2540a9be2916d4d337b2687de463c419c0056bd
9200144486101220200,complete,d470e460d031922167c7f20a931e03fc8cf10c392590ca306b3ded035df82775,0b8e28711f99ece118358f49d07033f7596b63dc432fe23cf50403bf356a849c
9200144486101220300,complete,52d3a45f4bde9288a81b23f4242cc2e8d7b7bf430a889d32fe44d0f4337b4dd6,fcc540e2a9debfb223dcf699e31892fae6cbe4a4a07fdd33dd4b6504aa938cb2
9200144486101221000,complete,75a65606b0e54c0ad507f9e60d2b3787dd82fb4c49d306019bcfa074b104dde6,a0e55da3edfa4273a82b5d29be7516029e68ddb074ba935c78330f6bb6dcc1b8
9200144486101222000,complete,325b3e7f757149fa40bc7bae9f48b757710a110146147600a0bb84261d770dd9,9bb6e0dd6a005eb13711138221296b9a04028c2465f5b12b4e6ea7937ebccb23
9200144486101230000,complete,20c7aea5dc0c60e31ef241d2f551720f34999cb027755b909a239b67fd9091b9,954344a45b4d1549e90730ba530f22680bd04062432a8704fd0a6168c20e542f
9200144486101310000,complete,a0bba89ae7af7352f7338eadbccd819bcc5d7117bc58de19d8b5a1560c747778,f49d2bb1cb5568c0569d04c3dc9722934d4eab2eec5ddec10b9e90b4fb3106f1
9200144486101320000,complete,76591d288e04a7dfd56b2e298abddea021adf53b1a471977662ddf7888448021,16016f3a71ac503b97190079d82e019db71770ba7f4d2f51b9803200c8cf3428
9200144486101330000,complete,6b5a5b7274e49c6fe791a135894831b719bdcd6c2598a59231dd70ef812731fa,7987836b0a7aad60959bdba7ac00d19b00f5b9aaca2d781b66102f0f84231f15
9200144486102220000,complete,01619467b317374d969f93233ad05686c2c84846643630de6c4bad7017dd0a88,d4626a44549be8c8e966c4165b0cf11cb285ea1b91761c2a2a80ad98bd755b1e
9200211870720220000,complete,544fc2b26af6fb9a2ba797cd537d36250264f58d63b8546dd0331ba4c42aaefa,49498d4d59ec946cfc779177b804d44af162a73a4b99c9f55e64f7ad0b9a7abc
9200211870721110000,complete,3d6a4f83df739b8301937139aa815fe19bb71151fc79508e4a8c50d98f02a660,1a3089e7ead8d0314c730a09bc5a47d4bd9f6b4b59d588b15521c8995341183f
9200211870721120000,complete,ebc12dc2c1ef597e6e931475f5aa26938218cf5ba8b87d1dec19c41f10504950,bdb53daf0dff0edc3cad9dcdc1939d12e006b5c1b6fc4ff47df94864c5c3c0b8
9200211870721130000,complete,188f828164dff3ba034a0ac01eb2cab8fd779333a744807a36eb8218910e9517,f4c71bb180a95f86ba555298dd6668976f0a23fe92fd495bf3dfebbf0a6496e4
9200211870721210000,complete,28e00d3f308673efc419ae1658d046b7239af5f6d1cd7a81cb3f6da021b74e6c,dd9723bde786d2d0397474ec93b8dba36e8ef67788f3be9ef77c907eea2146e2
9200211870721220000,complete,ff80cc20a107051a3f71fa8123c399a7a125d6be763618ff41bc0631ea6de1b5,e5c0157b044261156944a77e39e13680eacf84c24797c3765014ba9c69655844
9200211870721220001,complete,2d56ab1dda6cc62b49ed312a97a581e954ef2b8c3f0cccf49de41179da9b5ebc,b710c2a9456e3752f3ced009f9b1b87c700bd986f50a268ba70516612ff7ff59
