tic,period_s,published_amp_ppt,recovered_amp_ppt,amp_ratio,snr,spoc_snr4_limit_ppt,paper_fap_ppt,marginal_vs_paper_fap,marginal_vs_spoc_limit
317153172,792.07,9.94,9.05156172713259,0.910619892065653,13.979273127384875,2.5899949574347803,3.81,False,False
30545382,718.18,5.15,5.369961366762013,1.0427109450023324,8.920602582630538,2.4078917615803035,3.59,True,False
30545382,781.18,8.89,1.06002740825948,0.11923817865685939,1.7609220234447456,2.4078917615803035,3.59,False,False
30545382,1141.29,4.9,1.7813761580205167,0.3635461546980646,2.959229623928605,2.4078917615803035,3.59,True,False
30545382,1160.54,9.82,3.0139014157220334,0.30691460445234553,5.0067058059852405,2.4078917615803035,3.59,False,False
46847635,415.81,9.66,9.654952594997106,0.9994774943061185,5.415466526871906,7.131391208560582,8.84,True,True
81848974,874.58,9.52,8.963892503413692,0.9415853469972366,7.258228204007793,4.9399893480693144,7.01,True,False
33717565,243.02,2.04,0.4998459769480092,0.24502253771961235,1.4524597003675168,1.3765503492359419,1.71,True,True
33717565,364.92,9.3,1.6556328475990416,0.178025037376241,4.810961977578242,1.3765503492359419,1.71,False,False
33717565,460.54,1.77,0.7335039370871117,0.4144090040040179,2.1314263949567707,1.3765503492359419,1.71,True,True
33717565,484.17,1.76,0.9824482324853436,0.5582092230030361,2.8548123445848654,1.3765503492359419,1.71,True,True
33717565,526.97,6.08,4.636371695778115,0.762561134174032,13.472436219573215,1.3765503492359419,1.71,False,False
33717565,615.13,1.74,1.3281831739735235,0.7633236632031745,3.859453959561262,1.3765503492359419,1.71,True,True
33717565,703.78,1.74,0.7008418979511407,0.40278269997191996,2.0365165672004517,1.3765503492359419,1.71,True,True
287926830,316.22,9.24,6.714429789554888,0.7266698906444684,5.110316117105606,5.2555886060197965,8.34,True,False
238815671,257.59,9.22,8.157531692662376,0.8847648256683704,10.92682207153452,2.986241247183323,4.37,False,False
238815671,287.29,6.86,6.485478665904242,0.9454050533388106,8.687146320842581,2.986241247183323,4.37,False,False
