tic,frequency_per_day,period_s,amp_ppt,snr
1860439362,870.2026869710767,99.28721353496776,91.19030516766206,11.55791675732995
1860439362,187.09750987083817,461.79128765340494,66.73443597278356,8.468614297814407
1860439362,898.5120627240235,96.15897613890758,40.69087916741833,5.166035550960823
1860439362,892.9708877503818,96.7556738805487,39.284538180394364,4.989610094535465
1860439362,407.30022751414975,212.12853360608162,39.26312261655112,4.989010365321268
1860439362,862.8935468505132,100.12822591541277,38.55958322930495,4.901625143540506
1860439362,954.3252601855303,90.53517034978513,38.46183867908685,4.891198071724698
1860439362,764.7754690876642,112.97433494182356,37.51759363431647,4.772974935887922
1860439362,719.8040187978069,120.03267242700653,37.56451376460539,4.780758999798309
1860439362,627.6637901069181,137.65331274770904,36.85500307771892,4.6922248565303235
1944049427,720.665298556977,119.88921927141894,175.8180048588306,21.75584577126105
1944049427,720.6640617702265,119.88942502248352,108.69770223627651,13.483283081102396
1944049427,718.6592304477233,120.2238784940854,90.05622074176917,11.189831566414286
1944049427,577.4855884225599,149.61412324765942,85.79408139383249,10.676708136441425
1944049427,718.6499545470948,120.22543027147441,57.614570586780225,7.174883941050037
1944049427,142.51881936489443,606.2357265168466,54.598288547239484,6.803524972224739
1944049427,719.3598701418615,120.10678324739115,54.495803908879324,6.795006917830694
1944049427,719.709880792243,120.04837269274742,51.42794516472522,6.416046156160779
1944049427,719.7111175789935,120.04816639575806,43.788602820803035,5.465176708645798
1944049427,719.358633355111,120.10698974589033,42.7638786319482,5.339348261595889
313109945,289.06544698207,298.8942500808793,78.57406825731978,33.809247854184534
313109945,289.2114521520098,298.7433566586017,58.2277295381427,25.14654893025643
313109945,323.96993644649,266.6914126282537,48.47225972480368,20.987067971918847
313109945,590.7820460464766,146.24682753680526,37.03613852615191,16.059608522241707
313109945,289.3574573219497,298.5926155131651,32.31518935349019,14.028552058156489
313109945,191.12476770425857,452.0607194860955,31.952546272667277,13.886674924948766
313109945,590.7892434844314,146.24504584819312,30.685108949482,13.349661651663089
313109945,190.97876253431872,452.4063244177425,26.965403147871765,11.74079683979287
313109945,590.7799896356324,146.2473365986681,22.313015851589075,9.72047644982112
313109945,163.19665202886526,529.422625561694,21.636909768599185,9.430812575038448
116373308,238.79704289948066,361.81352562380454,17.267650126279367,7.97819433005399
116373308,719.9010647660873,120.01649147174602,14.196057535466856,6.568911292222149
116373308,958.3588357941541,90.15412262402081,10.827108677645475,5.014294345595179
116373308,718.5789436137915,120.237311109462,10.032948006200357,4.649896796206406
116373308,650.1882606478355,132.88458932480978,9.42738706141479,4.37208485739842
116373308,719.7635641662486,120.0394189167981,9.18302427894225,4.261392144551401
116373308,617.3256172863715,139.9585527971373,9.153050068429527,4.250095019382251
116373308,359.5014156194761,240.33285057061468,8.87385285936057,4.122866529158968
116373308,228.78065304968783,377.654311447547,8.917849034190997,4.145730286549082
116373308,576.8369791184656,149.78235294838117,8.829017595832955,4.106792036410194
661119673,137.9375278675672,626.3705123304225,39.45083430587024,13.693285225790218
661119673,138.01828803013063,626.003997246641,17.09997695470396,5.936967588756145
661119673,275.95039904603203,313.0997465438975,16.30989874317504,5.664056059901322
661119673,801.7840562894777,107.75968831289154,15.576267752728834,5.410500399469102
661119673,570.6921975298468,151.3950959448352,14.943687294522606,5.191845868223396
661119673,39.256863706830075,2200.8890125618404,14.502718405861952,5.03962527561215
661119673,194.51180649821188,444.1889752373168,14.499774427723617,5.039585966542404
661119673,848.4823932727269,101.82886608494248,14.433809884129529,5.017629994758359
661119673,843.215358250739,102.46492684767733,14.299421595862011,4.971857540246719
661119673,137.96608394714764,626.2408667995412,14.229356231184223,4.948427460612488
1108505075,844.5809281260574,102.2992553143521,46.27217683431328,6.2446419068828645
1108505075,720.0981428969991,119.98364507983244,46.36458930188203,6.26302635096547
1108505075,721.0195749400169,119.83031113571056,40.80824305745173,5.516818398736138
1108505075,654.7301434957251,131.962764901421,37.645743858056775,5.092693996283992
1108505075,767.9589334809345,112.50601592506246,37.051319517693265,5.015540445776235
1108505075,1005.2232115869414,85.95105943047287,32.93108060823411,4.460087006296669
1108505075,204.1677663443401,423.1813941397668,32.49737050717401,4.40355289269172
1108505075,719.6329539044076,120.06120555101336,32.22071079873316,4.3681706460672265
1108505075,720.7422507328951,119.87641894469648,30.91148120324443,4.192568549882258
1108505075,1065.7604022189958,81.06887797680277,30.67463597630095,4.162307248383562
800153845,98.37030242841305,878.3138596414889,42.74821126912628,12.684923040645131
800153845,818.4009841643517,105.57172055239013,30.765002753031208,9.151734349584455
800153845,98.33028960920015,878.671265419685,18.971166338318458,5.648735503300339
800153845,841.2683103445178,102.70207368754602,18.15366903906196,5.410014492956595
800153845,523.2564264452787,165.11980672068356,16.630327623558202,4.959654527908053
800153845,1115.8362757833625,77.4307144113447,16.58382085018449,4.949376816187033
800153845,88.79723543172935,973.0032650220014,16.266231885762235,4.85799101355017
800153845,818.4409969835646,105.56655924915138,16.178131850179163,4.8350292345099755
800153845,936.778909805684,92.23094061534962,14.37741012970868,4.2992169785492
800153845,859.1740469422856,100.56169679180714,14.240178524229453,4.260473873215104
1173423962,139.72886152877874,618.3403990749968,37.946115136748595,6.043487916251782
1173423962,720.256357921806,119.95728888710474,30.430567898465213,4.849545947755865
1173423962,108.70511973435805,794.8107707450678,29.76696268496278,4.746720981073585
1173423962,740.0591502667147,116.74742480903282,27.246568204952016,4.34706441992662
1173423962,879.3337267250824,98.25621078106602,26.799066295576225,4.27781319834005
1173423962,857.8221603523292,100.72017720376137,26.55745303245353,4.241336463976111
