entity,y_true,pred_mean,predicted_rank,expected_rank,realized_rank,p_top5,p_top10,p_top25
GaiaDR3_1013776353903293056,17.66969871520996,17.696978610833487,179,177.31191666666666,193,0.0,8.333333333333333e-05,8.333333333333333e-05
GaiaDR3_3890059941364406144,17.68163299560547,17.694902791023253,180,178.458,186,0.0,0.0,0.00025
GaiaDR3_4116044735188734464,17.72372817993164,17.694149125734963,181,178.83641666666668,158,0.0,0.0,0.0
GaiaDR3_3251245339191040256,17.683876037597656,17.689973699092864,182,181.07191666666668,184,0.0,0.0,0.00016666666666666666
GaiaDR3_1800112366754245376,17.678712844848633,17.689442342440287,183,181.32208333333332,187,0.0,0.0,8.333333333333333e-05
GaiaDR3_1233399644022323712,17.65613555908203,17.685838528792065,184,183.221,201,0.0,8.333333333333333e-05,0.00025
GaiaDR3_3039398650000089472,17.646543502807617,17.68497622823715,185,183.68841666666665,207,0.0,0.0,0.0
GaiaDR3_1755694777053825792,17.68457794189453,17.683460743109386,186,184.466,183,0.0,0.0,8.333333333333333e-05
GaiaDR3_4379594403889216896,17.658714294433594,17.682814898173014,187,184.77575,200,0.0,0.0,0.0
GaiaDR3_2144580907240525568,17.648042678833008,17.682401034673056,188,185.00508333333335,205,0.0,0.0,0.00016666666666666666
GaiaDR3_3207788997529839104,17.684736251831055,17.68112915054957,189,185.66766666666666,182,0.0,0.0,0.0
GaiaDR3_552298125290079360,17.62274169921875,17.679326633135478,190,186.58058333333332,215,0.0,0.0,0.0
GaiaDR3_2796821959433536640,17.711441040039062,17.673711394786835,191,189.45591666666667,166,0.0,8.333333333333333e-05,8.333333333333333e-05
GaiaDR3_3916093146894721024,17.6951847076416,17.66952294397354,192,191.53541666666666,179,0.0,0.0,0.0
GaiaDR3_3681313024562519552,17.652555465698242,17.667780368328096,193,192.398,203,0.0,8.333333333333333e-05,8.333333333333333e-05
GaiaDR3_4458134306166822528,17.636554718017578,17.667671465555827,194,192.44366666666667,212,0.0,0.0,0.0
GaiaDR3_1545014807135001088,17.735294342041016,17.66695505841573,195,192.81216666666666,151,0.0,0.0,8.333333333333333e-05
GaiaDR3_5453725283205041024,17.654266357421875,17.666318977832795,196,193.13091666666668,202,0.0,8.333333333333333e-05,8.333333333333333e-05
GaiaDR3_1997488585282421376,17.667295455932617,17.661591549714405,197,195.38966666666667,197,0.0,0.0,0.0
GaiaDR3_1038176780370360576,17.668872833251953,17.657267689704895,198,197.5635,194,0.0,0.0,0.0
GaiaDR3_3354819845628139904,17.604854583740234,17.64998748620351,199,201.05633333333333,226,0.0,8.333333333333333e-05,0.00016666666666666666
GaiaDR3_1110291480292939136,17.583581924438477,17.64831338103612,200,201.88633333333334,237,0.0,8.333333333333333e-05,8.333333333333333e-05
