source_id,blind_status,best_pass,best_frequency_per_day,best_period_days,best_band_fap,basis,nearest_daily_systematic,distance_to_daily_systematic_per_day,wide_daily_alias_0p01
6851161273137814528,confirmed,low,3.030548020149498,0.3299733227624849,6.979699852418974e-39,multiband+zr,sidereal_3,0.02233429209949822,False
3125897813875563904,confirmed,low,3.974555840939199,0.2516004404063668,3.2569581396789647e-188,multiband+zg,solar_4,0.02544415906080122,False
1395293935119779584,confirmed,low,9.050094709012876,0.1104960812182564,2.5623893298283566e-283,zg+zr,sidereal_9,0.02545352486287733,False
3141190753602906624,candidate,high,287.8124608093251,0.0034744847293547,8.845770036576283e-07,zr,sidereal_287,0.02668082587513254,False
3563873702267790080,confirmed,low,4.037731616184868,0.2476638110347884,2.4770273906553e-07,multiband+zg,sidereal_4,0.026779978784868597,False
3819282286235442688,candidate,low,9.973129034477411,0.1002694336494564,9.289062712345547e-07,zr,solar_10,0.02687096552258872,False
2913182102474677632,candidate,high,92.22372181454372,0.0108431971766541,1.580722199248318e-15,zr,sidereal_92,0.028165845656275224,False
1286055427676135808,confirmed,low,1.03129999813225,0.9696499581218498,1.5562943731197767e-187,zg+zr,sidereal_1,0.028562088782249972,False
5728258080939094784,confirmed,low,3.038595986082315,0.3290993618698574,2.3029335488093803e-25,zg+zr,sidereal_3,0.03038225803231498,False
1810340947334738944,confirmed,low,1.968974634617425,0.5078785589303956,4.3779053596767523e-13,zg+zr,solar_2,0.031025365382574943,False
3422762075019208576,confirmed,low,1.968923833150095,0.5078916630310137,0.0003580024382534,multiband+zg,solar_2,0.031076166849905107,False
4266643949497573760,confirmed,low,1.9688983800283493,0.5078982288489674,9.944810470178317e-07,multiband+zg,solar_2,0.03110161997165073,False
4285547303161689728,candidate,low,1.9688889292732283,0.5079006667832339,5.895387397479743e-31,zr,solar_2,0.03111107072677166,False
2191618770599895296,confirmed,low,11.06140244299318,0.0904044496304758,1.6849816470245288e-216,zg+zr,sidereal_11,0.031285440143179244,False
1476652053203050368,confirmed,low,0.966291342835291,1.0348845691464037,0.0007714324739348,multiband+zr,solar_1,0.033708657164709055,False
1445074014829920000,confirmed,low,0.9662198929099248,1.0349610966799088,4.906269323820206e-13,multiband+zr,solar_1,0.03378010709007517,False
3356726158272880768,confirmed,low,0.966201369996918,1.0349809377761383,0.0008853917421816,multiband+zr,solar_1,0.03379863000308203,False
3414955164503979136,confirmed,low,0.9661579607781848,1.0350274391928185,1.2029071006899443e-10,multiband+zg,solar_1,0.03384203922181517,False
6332746557159637504,confirmed,low,1.0365956112091923,0.9646963475308338,1.1775904292102225e-07,multiband+zg,sidereal_1,0.033857701859192346,False
2017326107204193152,confirmed,low,0.9661225674188566,1.0350653568435444,2.114775938249276e-05,multiband+zr,solar_1,0.033877432581143396,False
2806866303095872768,confirmed,low,0.9661216181483552,1.035066373855266,6.103777423057804e-15,multiband+zr,solar_1,0.03387838185164482,False
4125015852414199936,candidate,low,1.0366689791567034,0.9646280732866798,6.526260755308816e-17,zg,sidereal_1,0.03393106980670346,False
356186555597277440,confirmed,low,5.047689391148802,0.1981104466834894,1.487210116722882e-05,multiband+zg,sidereal_5,0.03399984439880299,False
769375702394078208,confirmed,high,336.0346666888836,0.0029758834404006,2.1362732166456462e-06,multiband+zg,solar_336,0.034666688883589813,False
930093722208184448,confirmed,low,1.964280487182672,0.5090922638213854,3.604333761450108e-268,zg+zr,solar_2,0.03571951281732799,False
1372458109403442432,confirmed,low,1.9632631557518043,0.5093560672548066,0.0001513577288141,multiband+zr,solar_2,0.03673684424819568,False
656829318515154176,candidate,high,91.96315692772912,0.0108739198762594,5.011054424489033e-05,zr,solar_92,0.03684307227088368,False
6799989928963170688,confirmed,low,19.090587132783824,0.0523818357730194,2.343481297464324e-78,zg+zr,sidereal_19,0.038566855133826294,False
1561515526026874624,confirmed,high,413.0400151328802,0.0024210729308594,2.489282687094441e-64,zg+zr,solar_413,0.040015132880228066,False
722446385752579840,confirmed,low,7.059424313774519,0.1416546102844074,4.740144702607899e-254,zg+zr,sidereal_7,0.04025894832451904,False
864813315982337792,confirmed,low,1.0430024245041003,0.9587705421446684,5.026790515654778e-19,multiband+zr,sidereal_1,0.040264515154100344,False
3759364193922337152,confirmed,low,1.0440129866201422,0.9578424912484772,1.377744451817678e-40,zg+zr,sidereal_1,0.041275077270142235,False
1839072118176095744,confirmed,low,4.0532982969530815,0.2467126588614791,1.494337409030401e-254,zg+zr,sidereal_4,0.0423466595530817,False
2092134443120038528,confirmed,high,296.0437373579701,0.0033778792583976,1.134646003261078e-12,multiband+zr,solar_296,0.04373735797008749,False
3324963367588643968,confirmed,high,92.04422381400684,0.0108643427970091,1.9576357601069408e-11,multiband+zr,solar_92,0.04422381400684117,False
603077562286554368,candidate,high,170.0442942465745,0.0058808206675252,1.767708445134841e-08,zr,solar_170,0.04429424657450909,False
4093340502968374528,candidate,high,297.8578642634009,0.003357306017328,2.7238959333355488e-11,zr,sidereal_297,0.04470518645092625,False
381335822504421376,confirmed,low,0.954235309026951,1.0479595447161938,8.866261958946548e-135,zg+zr,solar_1,0.04576469097304903,False
521232768574387072,confirmed,high,211.53024887531248,0.0047274562636639,1.7930712889770683e-10,multiband+zr,sidereal_211,0.047449997537512445,False
2167899311189012736,confirmed,high,103.3318506807456,0.0096775582108715,2.148858176255768e-12,multiband+zr,sidereal_103,0.049846017695614364,False
4262657670098346624,confirmed,high,99.94888994121956,0.0100051136194519,5.829249597824032e-05,multiband+zr,solar_100,0.05111005878043784,False
6769371729881166848,confirmed,low,1.0544787602535632,0.9483358391775828,7.845601081787293e-10,multiband+zg,sidereal_1,0.051740850903563285,False
1578072075196957696,confirmed,low,1.9476275074218312,0.5134452025293832,1.3484687238741921e-07,multiband+zr,solar_2,0.05237249257816878,False
2613380053634956928,confirmed,low,21.11061415819848,0.0473695361255817,4.5751692533927176e-42,multiband+zr,sidereal_21,0.05311806184847967,False
3444279861171809920,candidate,low,2.0602721312174945,0.4853727742310727,6.272408669811872e-06,zr,sidereal_2,0.054796312517494616,False
879036662822920448,candidate,low,1.0576871517937243,0.9454591542537948,5.061081976256472e-06,zr,sidereal_1,0.054949242443724344,False
161359000733439488,candidate,high,146.94444106091834,0.0068052931623689,1.117041108295988e-08,zr,solar_147,0.05555893908166354,False
2198121724740033408,confirmed,low,3.943264827381724,0.2535969669234685,1.0363690940953309e-95,zg+zr,solar_4,0.056735172618275875,False
2940050734981714432,confirmed,low,3.0649816480923864,0.3262662276044589,1.0076535288432508e-39,zg+zr,sidereal_3,0.05676792004238651,False
3656469211440196736,confirmed,low,1.060258330368253,0.9431663693249892,2.80790982647851e-23,zg+zr,sidereal_1,0.05752042101825294,False
6814484584593326720,confirmed,low,3.0671570286589165,0.3260348233416794,1.0618783692109384e-71,zg+zr,sidereal_3,0.058943300608916616,False
4491980748701631616,confirmed,high,332.0598250817793,0.0030115055314316,6.61081078280952e-39,multiband+zr,solar_332,0.059825081779308675,False
3370796406708211200,confirmed,low,3.937279770255206,0.2539824595535872,1.048168959202754e-281,zg+zr,solar_4,0.06272022974479396,False
4602156624166140544,confirmed,low,39.17116019127533,0.0255289859967622,4.916527325976343e-06,multiband+zr,sidereal_39,0.06438172662532793,False
3126611018963347072,confirmed,low,10.935358878169716,0.0914464729636173,0.0005204461547777,multiband+zr,solar_11,0.06464112183028448,False
4311451556624073472,confirmed,high,1230.9345467848111,0.0008123908802559,0.0001707739131374,multiband+zg,solar_1231,0.06545321518888159,False
3102457123623043072,candidate,low,2.934281356496613,0.3407989481942354,9.852292250818425e-06,zr,solar_3,0.06571864350338696,False
1944856063168152832,candidate,high,118.25715102813936,0.0084561482439404,1.9634396585535286e-06,zr,sidereal_118,0.06592227516063076,False
1110291480292939136,candidate,low,11.096681379469246,0.090117032813988,0.0005098506165417,zg,sidereal_11,0.06656437661924564,False
1794680225259350144,confirmed,high,103.06704593421809,0.0097024222527755,1.3211679154617608e-07,multiband+zr,solar_103,0.06704593421808624,False
868275776880649856,candidate,high,113.37844891689711,0.0088200183505153,1.1347343825823594e-16,zr,sidereal_113,0.0690651603471224,False
4088862329545928960,candidate,high,100.93004159936754,0.0099078528469195,2.877454358092925e-05,zr,solar_101,0.0699584006324585,False
2240031951187372928,confirmed,high,299.0701090927508,0.0033436975799205,4.779054220274135e-07,multiband+zr,solar_299,0.07010909275078347,False
5139880551029408768,confirmed,low,6.086979479779675,0.1642850946552223,3.1740232665593288e-15,multiband+zg,sidereal_6,0.07055202367967528,False
3166867511205072128,candidate,high,191.44962220836427,0.0052233062069542,2.7038171238815853e-08,zr,sidereal_191,0.07331847748571363,False
1411939063696260736,confirmed,high,241.58628188132172,0.0041393078787944,1.5741338789801028e-07,multiband+zr,sidereal_241,0.07355427202827514,False
1338943341425719168,confirmed,high,168.0750054324659,0.0059497246329217,5.297355307353082e-05,multiband+zg,solar_168,0.07500543246590041,False
53357340790958848,candidate,high,76.07756153106413,0.0131444801841036,6.541851652835003e-05,zr,solar_76,0.07756153106413421,False
3316000080076232960,confirmed,low,14.921394823020854,0.0670178634008927,0.0001730161679654,multiband+zg,solar_15,0.0786051769791456,False
2856887798622638720,confirmed,low,1.9206068991115937,0.5206687534354715,4.257101260845074e-176,zg+zr,solar_2,0.07939310088840634,False
911639111025648512,confirmed,high,335.837368840931,0.0029776317133834,4.527865817253716e-05,multiband+zr,sidereal_335,0.0798307913190115,False
3230486971974872192,confirmed,low,0.9198093434386536,1.0871818242914977,5.6595101664637786e-96,zg+zr,solar_1,0.08019065656134639,False
2498367529597482496,confirmed,low,0.9197856998732912,1.0872097708604942,0.0,zg+zr,solar_1,0.08021430012670883,False
1617418957790376576,confirmed,high,187.5936768928604,0.0053306700767485,9.182343900984566e-12,multiband+zr,sidereal_187,0.08168784441039634,False
504240778439455872,confirmed,low,33.173665857793615,0.0301443923709464,8.765493363085098e-243,zg+zr,sidereal_33,0.08331484924361376,False
1697669356564165632,confirmed,low,0.9164040020974168,1.0912217730512448,4.253831879349859e-81,zg+zr,solar_1,0.08359599790258321,False
3061997947577041536,confirmed,high,207.91440933019555,0.004809671456738,8.406336681910266e-26,multiband+zr,solar_208,0.0855906698044464,False
318552918277214080,confirmed,low,7.9142482267901375,0.1263543891149318,0.0,zg+zr,solar_8,0.08575177320986249,False
5758736375755925760,confirmed,low,2.095561914016132,0.4771989762323491,1.0345058590527194e-22,zg+zr,sidereal_2,0.09008609531613221,False
2067689237315646848,confirmed,low,3.9094831898867857,0.2557882849034475,1.581556573496139e-24,multiband+zr,solar_4,0.09051681011321433,False
3354819845628139904,confirmed,low,1.9064059030089544,0.5245472637394069,1.8092955108915484e-80,zg+zr,solar_2,0.0935940969910456,False
2120335400240968448,confirmed,low,1.0966938312651675,0.9118315171394556,0.0,zg+zr,sidereal_1,0.09395592191516755,False
3666166938357148672,confirmed,low,2.904173227268756,0.3443320772364722,2.0555392758799891e-97,zg+zr,solar_3,0.09582677273124407,False
2780903539324180736,confirmed,low,1.101542273391989,0.9078180875625328,1.4801097499274508e-17,zg+zr,sidereal_1,0.09880436404198911,False
1840865211187303424,confirmed,high,100.37359692919462,0.0099627793622402,1.7430055555105088e-29,multiband+zr,sidereal_100,0.09980599419462521,False
2950907725113997312,confirmed,high,188.61809230602017,0.0053017183440577,5.1117802828911415e-11,multiband+zr,sidereal_188,0.10336534822019416,False
3234830931961892224,confirmed,low,2.10903679407803,0.4741500967682985,7.82457283593957e-285,zg+zr,sidereal_2,0.10356097537803022,False
2023651155237935360,candidate,high,104.1790671200864,0.0095988573102436,0.000528503488451,zr,sidereal_104,0.10567545231359077,False
1355161726346266112,confirmed,high,192.10970288453265,0.0052053591514898,9.58376164352714e-10,multiband+zg,solar_192,0.10970288453265198,False
1510467090935595008,confirmed,high,176.59168101105877,0.0056627809094663,3.308321533474566e-16,multiband+zg,sidereal_176,0.10980896545876817,False
4479342339285057408,confirmed,high,489.8872404498889,0.002041286070406,5.27143096256847e-60,multiband+zr,solar_490,0.11275955011109318,False
566626892104483712,confirmed,low,8.135946842382344,0.1229113241977848,4.402409114785077e-25,zg+zr,sidereal_8,0.11404356758234435,False
1714635091562696320,confirmed,low,4.885226346488857,0.2046988059660177,4.8797111750163756e-76,zg+zr,solar_5,0.11477365351114344,False
4587412856136181376,confirmed,low,6.883692651435409,0.1452708670529438,9.936969693470748e-174,zg+zr,solar_7,0.11630734856459135,False
459237630076876672,confirmed,low,1.8835050692666624,0.5309250377485564,4.331549833357421e-121,zg+zr,solar_2,0.11649493073333761,False
1094376947131876352,confirmed,low,1.1204779241718448,0.892476307142873,1.694406334599226e-103,zg+zr,sidereal_1,0.11774001482184482,False
647899806626643200,candidate,high,155.11815161194184,0.0064466987880418,1.0946297075670052e-05,zr,solar_155,0.11815161194184043,False
1038176780370360576,confirmed,low,0.88135120803886,1.1346214663109744,1.267757861735221e-119,zg+zr,solar_1,0.11864879196113998,False
3138305596433476480,confirmed,low,4.12993277068447,0.2421346921427648,5.211669973307081e-56,zg+zr,sidereal_4,0.11898113328447035,False
305256043125603968,confirmed,low,4.131593712304229,0.2420373515967741,0.0,zg+zr,sidereal_4,0.12064207490422874,False
6788138056906063232,candidate,low,3.130435326760389,0.3194443889166289,6.167220196585612e-06,zr,sidereal_3,0.12222159871038896,False
2095603539740855296,confirmed,low,4.133289552628932,0.2419380465043784,3.235643242505933e-11,multiband+zr,sidereal_4,0.12233791522893256,False
6046892947212837376,candidate,high,118.8771244690076,0.0084120473511344,1.0630156820012257e-17,zr,solar_119,0.12287553099240256,False
5751694003780912512,confirmed,low,0.8761863435342225,1.1413097309487357,3.860402106397643e-38,zg+zr,solar_1,0.12381365646577747,False
1810475401285228928,confirmed,high,304.70289440855703,0.003281885464006,1.3635888398878195e-09,multiband+zr,sidereal_304,0.1294300338429366,False
522432163970498048,confirmed,low,2.870119672731566,0.348417527499219,0.0,multiband+zg,solar_3,0.12988032726843413,False
2833849800205759360,confirmed,low,6.146409648360986,0.1626966078101647,0.0,zg+zr,sidereal_6,0.12998219226098584,False
3509435507186636288,confirmed,low,1.132942701328053,0.8826571713007061,9.897227259890196e-122,zg+zr,sidereal_1,0.13020479197805312,False
900182131145007104,confirmed,high,931.1308350719294,0.0010739629301641,0.0006745426245907,multiband+zg,solar_931,0.1308350719293685,False
335495116856304256,confirmed,low,2.8690625284261944,0.3485459065782521,2.6793023728926742e-136,zg+zr,solar_3,0.13093747157380564,False
1755694777053825792,confirmed,low,4.868861256953507,0.2053868342565402,4.922168543970103e-204,zg+zr,solar_5,0.13113874304649276,False
3087408657726940928,confirmed,high,116.4507311464666,0.0085873226398402,3.3798989371530784e-15,multiband+zr,sidereal_116,0.13313366186659437,False
5122528470836031232,confirmed,high,1138.8666393569108,0.000878065934537,0.0001028725325714,multiband+zr,solar_1139,0.1333606430891905,False
3204352783173513728,confirmed,low,9.86603557032964,0.1013578344484509,5.150613352128099e-22,zg+zr,solar_10,0.13396442967036037,False
2931529038838835712,confirmed,high,1008.6200999259408,0.0009914535711448,3.0768971733608314e-05,multiband+zr,sidereal_1006,0.134236880159051,False
6218751459335736448,confirmed,low,2.8650573379632496,0.3490331543280364,5.23944245946926e-08,multiband+zr,solar_3,0.13494266203675043,False
5175397624169506304,confirmed,low,6.151847152962976,0.1625528032695611,4.018800556530397e-51,zg+zr,sidereal_6,0.13541969686297595,False
1999127510441929600,confirmed,low,22.19569785181207,0.0450537760369791,0.0007813214584215,multiband+zr,sidereal_22,0.13546384611207074,False
130960218644587136,confirmed,low,6.862856803266329,0.1457119139545585,9.58804237387976e-98,zg+zr,solar_7,0.13714319673367115,False
2000317246438002688,candidate,high,131.21989739266587,0.0076207954728662,7.84670682627026e-08,zr,sidereal_131,0.13876873218413266,False
4591984007008243840,confirmed,high,959.1393050761462,0.001042601418488,0.0003549239167084,multiband+zg,solar_959,0.1393050761462291,False
2126940892444693760,confirmed,low,3.857968997492923,0.2592037418262935,0.0,zg+zr,solar_4,0.142031002507077,False
926002203218885504,confirmed,low,0.857836106863232,1.1657238393200833,5.6986077645717165e-24,multiband+zr,solar_1,0.14216389313676803,False
1755145979013455872,confirmed,high,143.5386417016226,0.0069667651034257,2.1715692842910976e-12,multiband+zr,sidereal_143,0.1471206645726113,False
5687358245544479872,confirmed,low,1.1505801821635833,0.8691267375382495,1.6913946382548773e-05,multiband+zg,sidereal_1,0.1478422728135833,False
2026040905089765888,confirmed,high,113.14968289957136,0.0088378506627152,3.854690613886407e-09,multiband+zr,solar_113,0.14968289957135994,False
436085007572835072,confirmed,high,238.8017397855101,0.0041875741814033,1.9553015600482263e-10,multiband+zr,sidereal_238,0.15011736021011757,False
920621124593362816,confirmed,low,1.1546585226110395,0.8660569167572515,8.261844069177708e-135,zg+zr,sidereal_1,0.15192061326103956,False
1944442608134953472,confirmed,high,137.53300053198086,0.007270982208866,1.1607320726072336e-24,multiband+zr,sidereal_137,0.15790695103086705,False
1940056553173007488,confirmed,low,1.1617393396680682,0.8607782880845884,9.134860290191702e-154,zg+zr,sidereal_1,0.15900143031806824,False
2144580907240525568,confirmed,low,4.171693200981411,0.2397108204804574,0.0,zg+zr,sidereal_4,0.16074156358141156,False
2667317799127474944,confirmed,low,4.839019303389632,0.2066534430436185,4.4859486902056446e-217,zg+zr,solar_5,0.16098069661036796,False
2047237462045729152,confirmed,low,3.1695165095055047,0.3155055343617743,8.261687086618107e-41,multiband+zg,sidereal_3,0.1613027814555048,False
3169614331770315392,candidate,high,96.425269586112,0.0103707254777955,6.537307408829564e-14,zr,sidereal_96,0.1624302885119988,False
5657176543986789248,confirmed,low,1.1673040713722032,0.8566748155212618,6.655560798111303e-10,multiband+zg,sidereal_1,0.1645661620222032,False
2559512165787198592,confirmed,low,39.27222930968403,0.0254632858276118,0.0001379094619447,multiband+zr,sidereal_39,0.16545084503403018,False
3853871715160246528,candidate,high,101.83173661226274,0.0098201212438085,1.9376594441914296e-12,zr,solar_102,0.16826338773725524,False
3425718245172233984,candidate,high,89.41704378053788,0.0111835502239859,3.85217234331499e-05,zr,sidereal_89,0.17336984838787828,False
6763042249461402880,candidate,high,139.55647761129882,0.0071655577520755,0.0004812660457293,zr,sidereal_139,0.17590821164881731,False
3169486960220617088,candidate,high,137.55184637290915,0.0072699860188641,2.1672516571625972e-14,zr,sidereal_137,0.17675279195916005,False
4128367507456250240,confirmed,high,150.5877692739432,0.0066406455505748,1.7188528636384384e-31,multiband+zr,sidereal_150,0.17708287144319002,False
1004340654352214656,confirmed,low,3.822862251204872,0.2615841048640517,0.0,zg+zr,solar_4,0.17713774879512778,False
413322333748126592,candidate,high,112.48469692777972,0.0088900981850184,2.9264266571071824e-06,zr,sidereal_112,0.17805108057972063,False
1223988576107848832,confirmed,low,4.191950308286186,0.2385524461068419,2.9489433065312536e-125,zg+zr,sidereal_4,0.18099867088618637,False
1215329685816059520,confirmed,high,314.18397648385786,0.0031828485054882,4.896088165688038e-13,zg+zr,solar_314,0.1839764838578617,False
1819329248736952704,candidate,high,141.57039409104803,0.0070636237641386,1.884076901354872e-17,zr,sidereal_141,0.18434887269802402,False
2935237657195591424,confirmed,low,8.815214094666636,0.1134402397106858,0.0,zg+zr,solar_9,0.1847859053333636,False
1809844934461976832,confirmed,low,35.28090905690573,0.0283439408657828,9.798357791384424e-142,zg+zr,sidereal_35,0.18508222965572685,False
1158050898150073472,confirmed,low,0.8139716547041307,1.22854400914426,1.0407057031565955e-122,zg+zr,solar_1,0.1860283452958693,False
3842377248804727168,confirmed,low,0.813805128196342,1.2287954024280072,9.029298461816592e-103,zg+zr,solar_1,0.186194871803658,False
3937174946624964224,confirmed,high,335.1870129821916,0.002983409145548,5.970893479739208e-16,zg+zr,solar_335,0.187012982191618,False
4517992170175866368,confirmed,high,170.27622756281826,0.005872810399391,4.732771293196551e-11,multiband+zr,sidereal_170,0.18921702668171747,False
4217793816094052480,candidate,high,162.25376764335428,0.0061631850805342,5.348565694530808e-07,zr,sidereal_162,0.189773671345705,False
2474288985158936960,confirmed,low,0.8089520808724148,1.2361671644648586,7.522125102187529e-44,zg+zr,solar_1,0.19104791912758523,False
498913610243369728,confirmed,low,7.211959801498658,0.1386585654279712,1.2510178120777091e-211,zg+zr,sidereal_7,0.19279443604865776,False
3236259854698180480,confirmed,low,9.218855783874922,0.1084733315547837,3.383109609523322e-40,zg+zr,sidereal_9,0.19421459972492272,False
611401999180118528,confirmed,low,4.2058599398174135,0.2377635048026379,7.902549327809255e-110,zg+zr,sidereal_4,0.19490830241741364,False
1534384148897669248,confirmed,low,2.8045829294166342,0.3565592550361862,2.359135434813877e-218,zg+zr,solar_3,0.19541707058336577,False
2026653131220381824,confirmed,high,337.196016901241,0.0029656340818903,3.9222614179922576e-56,multiband+zr,solar_337,0.19601690124102333,False
2025832998631293952,confirmed,high,151.19894593929527,0.0066138027205658,9.736565847090424e-26,multiband+zr,solar_151,0.19894593929527105,False
6260329800780772608,confirmed,low,15.242246876003463,0.0656071252575198,5.610696407401296e-134,zg+zr,sidereal_15,0.2011782357534635,False
650043407627588608,confirmed,low,1.7979559904835225,0.5561871398927128,4.705469062831512e-09,multiband+zr,solar_2,0.2020440095164775,False
837550886514384128,confirmed,low,41.79683376800078,0.0239252572467723,1.2063493396003896e-05,multiband+zg,solar_42,0.20316623199921935,False
