b_sid,control_sid,cluster,template_k,b_status,control_status,b_usable,control_usable,pair_usable,D_B,D_C,R_B,R_C
9219898666342220000,9500000000000000353,1989866634,2,confirmed,not_detected,True,True,True,True,False,True,False
9220264456100220000,9500000000000000632,2026445610,0,confirmed,not_detected,True,True,True,True,False,True,False
9220264456101220000,9500000000000000410,2026445610,1,not_detected,not_detected,True,True,True,False,False,False,False
9220264456102220000,9500000000000000291,2026445610,2,confirmed,confirmed,True,True,True,True,True,False,False
9220459706330220000,9500000000000000679,2045970633,0,not_detected,not_detected,True,True,True,False,False,False,False
9220459706331220000,9500000000000000286,2045970633,1,confirmed,confirmed,True,True,True,True,True,False,False
9220459706332220000,9500000000000000218,2045970633,2,confirmed,confirmed,True,True,True,True,True,False,False
9220555040100220000,9500000000000000359,2055504010,0,confirmed,confirmed,True,True,True,True,True,False,False
9220555040101220000,9500000000000000797,2055504010,1,not_detected,not_detected,True,True,True,False,False,False,False
9220555040102220000,9500000000000000695,2055504010,2,confirmed,confirmed,True,True,True,True,True,False,False
