roster,scored,missing_star_json,missing_ids_first5,census_available,platform_boundary_sensitive,provenance_verified
3000,3000,99,"['9000000000002714707', '9000000000002715483', '9000000000003426991', '9000000000003455863', '9000000000003657237']",2901,0,2901
