source_id,mag_binned,mag_err,n_exp,n_nights,wd_class,month_date,month_id,year
GaiaDR3_3446909137068558464,15.527316,0.013694,5,5,ZZ Ceti,2021-10-01,2021-10,2021
GaiaDR3_3446909137068558464,15.533233,0.013705,7,7,ZZ Ceti,2021-11-01,2021-11,2021
GaiaDR3_3446909137068558464,15.524678,0.01369,5,5,ZZ Ceti,2022-02-01,2022-02,2022
GaiaDR3_3446909137068558464,15.491858,0.013632,1,1,ZZ Ceti,2022-03-01,2022-03,2022
GaiaDR3_3446909137068558464,15.527396,0.013694,5,5,ZZ Ceti,2022-04-01,2022-04,2022
GaiaDR3_3446909137068558464,15.527969500000001,0.0136955,9,8,ZZ Ceti,2022-09-01,2022-09,2022
GaiaDR3_3446909137068558464,15.5352955,0.013689,11,10,ZZ Ceti,2022-10-01,2022-10,2022
GaiaDR3_3446909137068558464,15.528081,0.0136955,10,10,ZZ Ceti,2022-11-01,2022-11,2022
GaiaDR3_3446909137068558464,15.5110585,0.0136465,6,6,ZZ Ceti,2022-12-01,2022-12,2022
GaiaDR3_3446909137068558464,15.518818,0.013679,3,3,ZZ Ceti,2023-01-01,2023-01,2023
GaiaDR3_3446909137068558464,15.53974,0.013716,5,5,ZZ Ceti,2023-02-01,2023-02,2023
GaiaDR3_3446909137068558464,15.497965,0.013643,1,1,ZZ Ceti,2023-04-01,2023-04,2023
GaiaDR3_3446909137068558464,15.526897000000002,0.0136935,6,6,ZZ Ceti,2023-08-01,2023-08,2023
GaiaDR3_3446909137068558464,15.528128,0.01368,10,9,ZZ Ceti,2023-09-01,2023-09,2023
GaiaDR3_3446909137068558464,15.531469,0.013687,13,13,ZZ Ceti,2023-10-01,2023-10,2023
GaiaDR3_3446909137068558464,15.522795,0.013591,10,9,ZZ Ceti,2023-11-01,2023-11,2023
GaiaDR3_3446909137068558464,15.522861,0.0123675,4,4,ZZ Ceti,2023-12-01,2023-12,2023
GaiaDR3_3446909137068558464,15.539365499999999,0.013715499999999999,7,6,ZZ Ceti,2024-01-01,2024-01,2024
GaiaDR3_3446909137068558464,15.510627,0.013665,2,2,ZZ Ceti,2024-02-01,2024-02,2024
GaiaDR3_3446909137068558464,15.523016,0.013687000000000001,4,4,ZZ Ceti,2024-03-01,2024-03,2024
GaiaDR3_3446909137068558464,15.53167,0.013702,1,1,ZZ Ceti,2024-04-01,2024-04,2024
GaiaDR3_3446909137068558464,15.516955,0.013676,2,2,ZZ Ceti,2024-08-01,2024-08,2024
GaiaDR3_3446909137068558464,15.541584,0.013719499999999999,4,4,ZZ Ceti,2024-09-01,2024-09,2024
GaiaDR3_3446909137068558464,15.512172,0.013667499999999999,6,6,ZZ Ceti,2024-10-01,2024-10,2024
GaiaDR3_3446909137068558464,15.523552500000001,0.0136875,8,8,ZZ Ceti,2024-11-01,2024-11,2024
GaiaDR3_3446909137068558464,15.521307499999999,0.0136835,8,8,ZZ Ceti,2024-12-01,2024-12,2024
GaiaDR3_3446909137068558464,15.514935,0.013672,5,5,ZZ Ceti,2025-01-01,2025-01,2025
GaiaDR3_3446909137068558464,15.5127085,0.0136685,4,4,ZZ Ceti,2025-02-01,2025-02,2025
GaiaDR3_3446909137068558464,15.533760000000001,0.013705499999999999,6,6,ZZ Ceti,2025-03-01,2025-03,2025
GaiaDR3_3446909137068558464,15.521449,0.013684,4,4,ZZ Ceti,2025-04-01,2025-04,2025
GaiaDR3_3446909137068558464,15.538418,0.013714,3,3,ZZ Ceti,2025-08-01,2025-08,2025
GaiaDR3_3446909137068558464,15.523522,0.013688,7,7,ZZ Ceti,2025-09-01,2025-09,2025
GaiaDR3_3446909137068558464,15.534646,0.013707,7,7,ZZ Ceti,2025-10-01,2025-10,2025
GaiaDR3_3750072904055666176,17.1721565,0.016711999999999998,4,2,CV(SIMBAD),2018-03-01,2018-03,2018
GaiaDR3_3750072904055666176,17.181736,0.023724,4,3,CV(SIMBAD),2018-04-01,2018-04,2018
GaiaDR3_3750072904055666176,17.170074,0.023568,1,1,CV(SIMBAD),2018-05-01,2018-05,2018
GaiaDR3_3750072904055666176,17.237972,0.024504,1,1,CV(SIMBAD),2018-11-01,2018-11,2018
GaiaDR3_3750072904055666176,17.220304,0.021465,4,3,CV(SIMBAD),2018-12-01,2018-12,2018
GaiaDR3_3750072904055666176,17.201433,0.019709,12,8,CV(SIMBAD),2019-01-01,2019-01,2019
GaiaDR3_3750072904055666176,17.085693,0.022489,5,5,CV(SIMBAD),2019-03-01,2019-03,2019
GaiaDR3_3750072904055666176,17.156356000000002,0.023385999999999997,4,4,CV(SIMBAD),2019-04-01,2019-04,2019
GaiaDR3_3750072904055666176,17.225292,0.024325,1,1,CV(SIMBAD),2019-05-01,2019-05,2019
GaiaDR3_3750072904055666176,17.198387,0.023951,1,1,CV(SIMBAD),2019-11-01,2019-11,2019
GaiaDR3_3750072904055666176,17.23782,0.024502,1,1,CV(SIMBAD),2019-12-01,2019-12,2019
GaiaDR3_3750072904055666176,17.168755,0.02355,5,5,CV(SIMBAD),2020-01-01,2020-01,2020
GaiaDR3_3750072904055666176,17.131424,0.023062,3,3,CV(SIMBAD),2020-02-01,2020-02,2020
GaiaDR3_3750072904055666176,17.123001,0.022955,1,1,CV(SIMBAD),2020-03-01,2020-03,2020
GaiaDR3_3750072904055666176,17.22644,0.024341,3,3,CV(SIMBAD),2020-04-01,2020-04,2020
GaiaDR3_3750072904055666176,17.181068500000002,0.0237155,4,4,CV(SIMBAD),2020-05-01,2020-05,2020
GaiaDR3_3750072904055666176,17.169143499999997,0.023555,4,4,CV(SIMBAD),2020-11-01,2020-11,2020
GaiaDR3_3750072904055666176,17.159071,0.023422,6,6,CV(SIMBAD),2020-12-01,2020-12,2020
GaiaDR3_3750072904055666176,17.164475,0.023493,5,5,CV(SIMBAD),2021-01-01,2021-01,2021
GaiaDR3_3750072904055666176,17.1660575,0.0235145,10,10,CV(SIMBAD),2021-02-01,2021-02,2021
GaiaDR3_3750072904055666176,17.118248,0.022894,7,7,CV(SIMBAD),2021-03-01,2021-03,2021
GaiaDR3_3750072904055666176,17.196227,0.023920999999999998,8,8,CV(SIMBAD),2021-04-01,2021-04,2021
GaiaDR3_3750072904055666176,17.113762,0.022838,11,11,CV(SIMBAD),2021-05-01,2021-05,2021
GaiaDR3_3750072904055666176,17.117962,0.022891,5,5,CV(SIMBAD),2022-02-01,2022-02,2022
GaiaDR3_3750072904055666176,17.146702,0.02326,9,9,CV(SIMBAD),2022-04-01,2022-04,2022
GaiaDR3_3750072904055666176,17.092581000000003,0.022577,8,8,CV(SIMBAD),2022-05-01,2022-05,2022
GaiaDR3_3750072904055666176,16.917582,0.020598,1,1,CV(SIMBAD),2022-11-01,2022-11,2022
GaiaDR3_3750072904055666176,16.897293,0.020391,3,3,CV(SIMBAD),2022-12-01,2022-12,2022
GaiaDR3_3750072904055666176,17.008574,0.021582,4,4,CV(SIMBAD),2023-01-01,2023-01,2023
GaiaDR3_3750072904055666176,16.9874355,0.021345999999999997,4,4,CV(SIMBAD),2023-02-01,2023-02,2023
GaiaDR3_3750072904055666176,16.761744,0.019117,1,1,CV(SIMBAD),2023-03-01,2023-03,2023
GaiaDR3_3750072904055666176,16.935551,0.020785,7,7,CV(SIMBAD),2023-04-01,2023-04,2023
GaiaDR3_3750072904055666176,16.917681,0.020599,1,1,CV(SIMBAD),2023-05-01,2023-05,2023
GaiaDR3_3750072904055666176,17.058521,0.022161,1,1,CV(SIMBAD),2023-12-01,2023-12,2023
GaiaDR3_3750072904055666176,17.010794,0.021606,3,3,CV(SIMBAD),2024-01-01,2024-01,2024
GaiaDR3_3750072904055666176,16.960161,0.021046,3,3,CV(SIMBAD),2024-02-01,2024-02,2024
GaiaDR3_3750072904055666176,16.946033,0.020895,1,1,CV(SIMBAD),2024-03-01,2024-03,2024
GaiaDR3_3750072904055666176,16.98528,0.02132,6,6,CV(SIMBAD),2024-04-01,2024-04,2024
GaiaDR3_3750072904055666176,16.975567,0.021213,7,7,CV(SIMBAD),2024-05-01,2024-05,2024
GaiaDR3_3750072904055666176,16.970106,0.0211665,2,2,CV(SIMBAD),2024-11-01,2024-11,2024
GaiaDR3_3750072904055666176,17.059643,0.022174,7,7,CV(SIMBAD),2024-12-01,2024-12,2024
GaiaDR3_3750072904055666176,17.025749500000003,0.021777499999999998,6,6,CV(SIMBAD),2025-01-01,2025-01,2025
GaiaDR3_3750072904055666176,17.028616,0.02181,7,7,CV(SIMBAD),2025-02-01,2025-02,2025
GaiaDR3_3750072904055666176,17.053799,0.022105,7,7,CV(SIMBAD),2025-03-01,2025-03,2025
GaiaDR3_3750072904055666176,17.0295445,0.021821,8,8,CV(SIMBAD),2025-04-01,2025-04,2025
GaiaDR3_3750072904055666176,17.083148,0.0224575,6,6,CV(SIMBAD),2025-05-01,2025-05,2025
GaiaDR3_3984115430179696128,17.369381,0.0176015,3,2,Old DAVs,2018-03-01,2018-03,2018
GaiaDR3_3984115430179696128,17.361316000000002,0.020538,6,2,Old DAVs,2018-04-01,2018-04,2018
GaiaDR3_3984115430179696128,17.305234,0.019932,2,2,Old DAVs,2018-05-01,2018-05,2018
GaiaDR3_3984115430179696128,17.324508,0.020134,6,6,Old DAVs,2018-06-01,2018-06,2018
GaiaDR3_3984115430179696128,17.373667,0.020667,8,7,Old DAVs,2018-11-01,2018-11,2018
GaiaDR3_3984115430179696128,17.354145,0.020077499999999998,5,4,Old DAVs,2018-12-01,2018-12,2018
GaiaDR3_3984115430179696128,17.325497,0.019881,10,7,Old DAVs,2019-01-01,2019-01,2019
GaiaDR3_3984115430179696128,17.345409,0.020719,5,4,Old DAVs,2019-02-01,2019-02,2019
GaiaDR3_3984115430179696128,17.370907,0.020636,6,5,Old DAVs,2019-03-01,2019-03,2019
GaiaDR3_3984115430179696128,17.347371,0.020733,10,8,Old DAVs,2019-04-01,2019-04,2019
GaiaDR3_3984115430179696128,17.3391875,0.020290000000000002,4,4,Old DAVs,2019-05-01,2019-05,2019
GaiaDR3_3984115430179696128,17.314249,0.020024,7,7,Old DAVs,2019-06-01,2019-06,2019
GaiaDR3_3984115430179696128,17.286253,0.019735,1,1,Old DAVs,2019-07-01,2019-07,2019
GaiaDR3_3984115430179696128,17.363724,0.020556,3,3,Old DAVs,2019-11-01,2019-11,2019
GaiaDR3_3984115430179696128,17.379656,0.020754,4,3,Old DAVs,2019-12-01,2019-12,2019
GaiaDR3_3984115430179696128,17.371893,0.020647,6,6,Old DAVs,2020-01-01,2020-01,2020
GaiaDR3_3984115430179696128,17.386971,0.020857,13,11,Old DAVs,2020-02-01,2020-02,2020
GaiaDR3_3984115430179696128,17.3385945,0.020285499999999998,6,6,Old DAVs,2020-03-01,2020-03,2020
GaiaDR3_3984115430179696128,17.3615275,0.017814,12,6,Old DAVs,2020-04-01,2020-04,2020
GaiaDR3_3984115430179696128,17.366798,0.020615,9,7,Old DAVs,2020-05-01,2020-05,2020
GaiaDR3_3984115430179696128,17.316041499999997,0.020057,2,2,Old DAVs,2020-06-01,2020-06,2020
GaiaDR3_3984115430179696128,17.322948,0.020116,3,3,Old DAVs,2020-10-01,2020-10,2020
GaiaDR3_3984115430179696128,17.376098499999998,0.020694,10,10,Old DAVs,2020-11-01,2020-11,2020
GaiaDR3_3984115430179696128,17.3571405,0.0203255,10,8,Old DAVs,2020-12-01,2020-12,2020
GaiaDR3_3984115430179696128,17.370264,0.020630000000000003,6,6,Old DAVs,2021-01-01,2021-01,2021
GaiaDR3_3984115430179696128,17.345183,0.0201005,18,12,Old DAVs,2021-02-01,2021-02,2021
GaiaDR3_3984115430179696128,17.3501875,0.0205525,19,12,Old DAVs,2021-03-01,2021-03,2021
GaiaDR3_3984115430179696128,17.329203999999997,0.020182,11,10,Old DAVs,2021-04-01,2021-04,2021
GaiaDR3_3984115430179696128,17.329821,0.020189,13,13,Old DAVs,2021-05-01,2021-05,2021
GaiaDR3_3984115430179696128,17.343681,0.020337,3,3,Old DAVs,2021-06-01,2021-06,2021
GaiaDR3_3984115430179696128,17.3518145,0.0204265,6,6,Old DAVs,2021-11-01,2021-11,2021
GaiaDR3_3984115430179696128,17.308369,0.019963,1,1,Old DAVs,2021-12-01,2021-12,2021
GaiaDR3_3984115430179696128,17.3367155,0.019962,5,4,Old DAVs,2022-02-01,2022-02,2022
GaiaDR3_3984115430179696128,17.333763,0.0202525,2,2,Old DAVs,2022-03-01,2022-03,2022
GaiaDR3_3984115430179696128,17.345867,0.0203635,8,8,Old DAVs,2022-04-01,2022-04,2022
GaiaDR3_3984115430179696128,17.34156,0.020315,8,7,Old DAVs,2022-05-01,2022-05,2022
GaiaDR3_3984115430179696128,17.383003,0.020771,3,3,Old DAVs,2022-06-01,2022-06,2022
GaiaDR3_3984115430179696128,17.376987,0.020704,5,5,Old DAVs,2022-11-01,2022-11,2022
GaiaDR3_3984115430179696128,17.3498735,0.0204055,2,2,Old DAVs,2022-12-01,2022-12,2022
GaiaDR3_3984115430179696128,17.305979,0.020816,3,3,Old DAVs,2023-01-01,2023-01,2023
GaiaDR3_3984115430179696128,17.283607,0.023443,1,1,Old DAVs,2023-02-01,2023-02,2023
GaiaDR3_3984115430179696128,17.3270015,0.020166999999999997,2,2,Old DAVs,2023-03-01,2023-03,2023
GaiaDR3_3984115430179696128,17.305284999999998,0.019930999999999997,9,8,Old DAVs,2023-04-01,2023-04,2023
GaiaDR3_3984115430179696128,17.300905,0.01984,6,5,Old DAVs,2023-05-01,2023-05,2023
GaiaDR3_3984115430179696128,17.340092,0.0202985,6,6,Old DAVs,2023-06-01,2023-06,2023
GaiaDR3_3984115430179696128,17.369802,0.020624,1,1,Old DAVs,2023-11-01,2023-11,2023
GaiaDR3_3984115430179696128,17.459263,0.021665,1,1,Old DAVs,2023-12-01,2023-12,2023
GaiaDR3_3984115430179696128,17.349197500000002,0.022266,2,2,Old DAVs,2024-01-01,2024-01,2024
GaiaDR3_3984115430179696128,17.407361,0.0210495,2,2,Old DAVs,2024-02-01,2024-02,2024
GaiaDR3_4318508939464901760,15.926009,0.12420300000000001,13,4,periodic/double-band,2018-03-01,2018-03,2018
GaiaDR3_4318508939464901760,16.33682,0.078723,26,11,periodic/double-band,2018-04-01,2018-04,2018
GaiaDR3_4318508939464901760,16.665716,0.024104,16,11,periodic/double-band,2018-05-01,2018-05,2018
GaiaDR3_4318508939464901760,16.849922,0.025635,44,23,periodic/double-band,2018-06-01,2018-06,2018
GaiaDR3_4318508939464901760,16.70194,0.023702,44,29,periodic/double-band,2018-07-01,2018-07,2018
GaiaDR3_4318508939464901760,16.535405,0.025114,21,11,periodic/double-band,2018-08-01,2018-08,2018
GaiaDR3_4318508939464901760,16.527899,0.024004,45,25,periodic/double-band,2018-09-01,2018-09,2018
GaiaDR3_4318508939464901760,16.494625,0.019156,1,1,periodic/double-band,2018-10-01,2018-10,2018
GaiaDR3_4318508939464901760,16.821777,0.024708,18,9,periodic/double-band,2018-11-01,2018-11,2018
GaiaDR3_4318508939464901760,16.2066135,0.0223585,2,2,periodic/double-band,2019-03-01,2019-03,2019
GaiaDR3_4318508939464901760,16.251492,0.022106,9,5,periodic/double-band,2019-04-01,2019-04,2019
GaiaDR3_4318508939464901760,16.173988,0.022052,16,9,periodic/double-band,2019-05-01,2019-05,2019
GaiaDR3_4318508939464901760,16.3410955,0.0225395,34,18,periodic/double-band,2019-06-01,2019-06,2019
GaiaDR3_4318508939464901760,16.343914,0.021955,38,21,periodic/double-band,2019-07-01,2019-07,2019
GaiaDR3_4318508939464901760,16.085033000000003,0.21849800000000003,63,16,periodic/double-band,2019-08-01,2019-08,2019
GaiaDR3_4318508939464901760,16.3153035,0.0207895,13,8,periodic/double-band,2019-09-01,2019-09,2019
GaiaDR3_4318508939464901760,15.570794,0.032465999999999995,20,8,periodic/double-band,2019-10-01,2019-10,2019
GaiaDR3_4318508939464901760,16.36241,0.022953,15,7,periodic/double-band,2019-11-01,2019-11,2019
GaiaDR3_4318508939464901760,16.379213,0.016582,2,1,periodic/double-band,2019-12-01,2019-12,2019
GaiaDR3_4318508939464901760,16.718281,0.022739,16,7,periodic/double-band,2020-04-01,2020-04,2020
GaiaDR3_4318508939464901760,16.541096,0.030779,38,17,periodic/double-band,2020-05-01,2020-05,2020
GaiaDR3_4318508939464901760,16.613799999999998,0.017897000000000003,37,16,periodic/double-band,2020-06-01,2020-06,2020
GaiaDR3_4318508939464901760,16.614065,0.039196,51,19,periodic/double-band,2020-07-01,2020-07,2020
GaiaDR3_4318508939464901760,16.336199,0.023757,49,23,periodic/double-band,2020-08-01,2020-08,2020
GaiaDR3_4318508939464901760,16.4645045,0.0548805,43,18,periodic/double-band,2020-09-01,2020-09,2020
GaiaDR3_4318508939464901760,16.310937,0.0440995,27,10,periodic/double-band,2020-10-01,2020-10,2020
GaiaDR3_4318508939464901760,16.337993500000003,0.021629500000000003,21,12,periodic/double-band,2020-11-01,2020-11,2020
GaiaDR3_4318508939464901760,16.7853195,0.0202595,3,2,periodic/double-band,2020-12-01,2020-12,2020
GaiaDR3_4318508939464901760,15.8914595,0.0160705,5,2,periodic/double-band,2021-03-01,2021-03,2021
GaiaDR3_4318508939464901760,16.269976,0.02364,21,11,periodic/double-band,2021-04-01,2021-04,2021
GaiaDR3_4318508939464901760,16.293201,0.02392,29,14,periodic/double-band,2021-05-01,2021-05,2021
GaiaDR3_4318508939464901760,15.933356,0.052304,30,11,periodic/double-band,2021-06-01,2021-06,2021
GaiaDR3_4318508939464901760,16.310041,0.039647,28,11,periodic/double-band,2021-07-01,2021-07,2021
GaiaDR3_4318508939464901760,16.682000000000002,0.0372905,30,12,periodic/double-band,2021-08-01,2021-08,2021
GaiaDR3_4318508939464901760,16.35903,0.022664,33,15,periodic/double-band,2021-09-01,2021-09,2021
GaiaDR3_4318508939464901760,16.678277,0.025016499999999997,20,10,periodic/double-band,2021-10-01,2021-10,2021
GaiaDR3_4318508939464901760,16.5469285,0.02298,14,10,periodic/double-band,2021-11-01,2021-11,2021
GaiaDR3_4318508939464901760,16.250679,0.023082,20,13,periodic/double-band,2022-04-01,2022-04,2022
GaiaDR3_4318508939464901760,16.7746085,0.024708,21,10,periodic/double-band,2022-05-01,2022-05,2022
GaiaDR3_4318508939464901760,16.989454,0.050954,35,13,periodic/double-band,2022-06-01,2022-06,2022
GaiaDR3_4318508939464901760,16.9743725,0.1399605,32,8,periodic/double-band,2022-07-01,2022-07,2022
GaiaDR3_4318508939464901760,16.898964,0.025225,27,12,periodic/double-band,2022-08-01,2022-08,2022
GaiaDR3_4318508939464901760,18.262331500000002,0.030557,33,12,periodic/double-band,2022-09-01,2022-09,2022
GaiaDR3_4318508939464901760,17.627556,0.030588,29,17,periodic/double-band,2022-10-01,2022-10,2022
GaiaDR3_4318508939464901760,16.565277,0.02445,24,13,periodic/double-band,2022-11-01,2022-11,2022
GaiaDR3_4318508939464901760,16.092442,0.025772,3,1,periodic/double-band,2023-03-01,2023-03,2023
GaiaDR3_4318508939464901760,16.944211000000003,0.022627,15,8,periodic/double-band,2023-04-01,2023-04,2023
GaiaDR3_4318508939464901760,17.032131,0.022642,22,17,periodic/double-band,2023-05-01,2023-05,2023
GaiaDR3_4318508939464901760,16.5259315,0.021372500000000003,19,12,periodic/double-band,2023-06-01,2023-06,2023
GaiaDR3_4318508939464901760,17.028329499999998,0.0260595,32,18,periodic/double-band,2023-07-01,2023-07,2023
GaiaDR3_4318508939464901760,16.781488500000002,0.030010000000000002,28,16,periodic/double-band,2023-08-01,2023-08,2023
GaiaDR3_4318508939464901760,17.0231135,0.030077,26,14,periodic/double-band,2023-09-01,2023-09,2023
GaiaDR3_4318508939464901760,16.902889,0.023694,30,15,periodic/double-band,2023-10-01,2023-10,2023
GaiaDR3_4318508939464901760,15.8883555,0.061963000000000004,18,8,periodic/double-band,2023-11-01,2023-11,2023
GaiaDR3_4318508939464901760,16.994692,0.026672,7,4,periodic/double-band,2024-03-01,2024-03,2024
GaiaDR3_4318508939464901760,17.2338465,0.026596,10,6,periodic/double-band,2024-04-01,2024-04,2024
GaiaDR3_4318508939464901760,16.50646,0.038818,21,11,periodic/double-band,2024-05-01,2024-05,2024
GaiaDR3_4318508939464901760,16.954091,0.0273125,28,16,periodic/double-band,2024-06-01,2024-06,2024
GaiaDR3_4318508939464901760,16.927345,0.02696,25,15,periodic/double-band,2024-07-01,2024-07,2024
GaiaDR3_4318508939464901760,16.8852445,0.024059499999999998,33,22,periodic/double-band,2024-08-01,2024-08,2024
GaiaDR3_4318508939464901760,16.51755,0.038302,21,9,periodic/double-band,2024-09-01,2024-09,2024
GaiaDR3_4318508939464901760,16.450504,0.230032,25,9,periodic/double-band,2024-10-01,2024-10,2024
GaiaDR3_4318508939464901760,16.729241,0.027177,15,9,periodic/double-band,2024-11-01,2024-11,2024
GaiaDR3_4318508939464901760,16.522485,0.015314,2,1,periodic/double-band,2024-12-01,2024-12,2024
GaiaDR3_4318508939464901760,17.312397,0.024698,7,3,periodic/double-band,2025-03-01,2025-03,2025
GaiaDR3_4318508939464901760,16.4984885,0.0220665,15,8,periodic/double-band,2025-04-01,2025-04,2025
GaiaDR3_4318508939464901760,16.191917,0.046155,23,11,periodic/double-band,2025-05-01,2025-05,2025
GaiaDR3_4318508939464901760,16.260600500000002,0.0229155,24,14,periodic/double-band,2025-06-01,2025-06,2025
GaiaDR3_4318508939464901760,16.644447,0.0323715,36,18,periodic/double-band,2025-07-01,2025-07,2025
GaiaDR3_4318508939464901760,16.536330999999997,0.0255295,26,14,periodic/double-band,2025-08-01,2025-08,2025
GaiaDR3_4318508939464901760,16.707691,0.036714,23,13,periodic/double-band,2025-09-01,2025-09,2025
GaiaDR3_4318508939464901760,16.650203,0.018763,11,7,periodic/double-band,2025-10-01,2025-10,2025
GaiaDR3_5146019876066016000,17.699339000000002,0.0262255,2,2,unclassified,2018-09-01,2018-09,2018
GaiaDR3_5146019876066016000,17.668152,0.025741,1,1,unclassified,2018-11-01,2018-11,2018
GaiaDR3_5146019876066016000,17.690944000000002,0.018446999999999998,4,2,unclassified,2019-09-01,2019-09,2019
GaiaDR3_5146019876066016000,17.659487,0.021922999999999998,3,2,unclassified,2019-10-01,2019-10,2019
GaiaDR3_5146019876066016000,17.730985,0.018888,6,3,unclassified,2020-08-01,2020-08,2020
GaiaDR3_5146019876066016000,17.7050465,0.0186,4,2,unclassified,2020-09-01,2020-09,2020
GaiaDR3_5146019876066016000,17.7341625,0.0190565,21,12,unclassified,2020-10-01,2020-10,2020
GaiaDR3_5146019876066016000,17.7125385,0.018682999999999998,8,4,unclassified,2020-11-01,2020-11,2020
GaiaDR3_5146019876066016000,17.699635,0.02622,3,3,unclassified,2023-09-01,2023-09,2023
GaiaDR3_5146019876066016000,17.7234325,0.026592,4,4,unclassified,2023-10-01,2023-10,2023
GaiaDR3_5146019876066016000,17.706575,0.026328,5,5,unclassified,2023-11-01,2023-11,2023
GaiaDR3_5146019876066016000,17.724833,0.026614,3,3,unclassified,2023-12-01,2023-12,2023
GaiaDR3_6770227729752288256,16.930386,0.018781,1,1,periodic/double-band,2018-04-01,2018-04,2018
GaiaDR3_6770227729752288256,16.9394065,0.018848499999999997,2,2,periodic/double-band,2018-05-01,2018-05,2018
GaiaDR3_6770227729752288256,16.944586,0.0188885,4,4,periodic/double-band,2018-06-01,2018-06,2018
GaiaDR3_6770227729752288256,16.948953500000002,0.018922500000000002,2,2,periodic/double-band,2018-07-01,2018-07,2018
GaiaDR3_6770227729752288256,16.905521,0.018601,3,3,periodic/double-band,2018-08-01,2018-08,2018
GaiaDR3_6770227729752288256,16.915165000000002,0.018671,2,2,periodic/double-band,2018-09-01,2018-09,2018
GaiaDR3_6770227729752288256,16.952678499999998,0.0189515,6,6,periodic/double-band,2019-06-01,2019-06,2019
GaiaDR3_6770227729752288256,16.940424,0.018855,3,3,periodic/double-band,2019-07-01,2019-07,2019
GaiaDR3_6770227729752288256,16.9460015,0.018897,2,2,periodic/double-band,2019-08-01,2019-08,2019
GaiaDR3_6770227729752288256,16.928524,0.018768,1,1,periodic/double-band,2019-09-01,2019-09,2019
GaiaDR3_6770227729752288256,16.94701,0.018904,5,5,periodic/double-band,2019-10-01,2019-10,2019
GaiaDR3_6770227729752288256,17.01944,0.019464,5,5,periodic/double-band,2020-07-01,2020-07,2020
GaiaDR3_6770227729752288256,16.914726,0.018667,1,1,periodic/double-band,2020-10-01,2020-10,2020
GaiaDR3_6770227729752288256,16.9601155,0.0190045,2,2,periodic/double-band,2021-05-01,2021-05,2021
GaiaDR3_6770227729752288256,16.97661,0.019128,9,9,periodic/double-band,2021-06-01,2021-06,2021
GaiaDR3_6770227729752288256,16.984448,0.019189,7,7,periodic/double-band,2021-07-01,2021-07,2021
GaiaDR3_6770227729752288256,16.935459,0.018819,9,9,periodic/double-band,2021-08-01,2021-08,2021
GaiaDR3_6770227729752288256,16.988224,0.019218,5,5,periodic/double-band,2021-09-01,2021-09,2021
GaiaDR3_6770227729752288256,16.945531,0.0188945,2,2,periodic/double-band,2021-10-01,2021-10,2021
GaiaDR3_6770227729752288256,17.023089499999998,0.019494499999999998,2,2,periodic/double-band,2022-05-01,2022-05,2022
GaiaDR3_6770227729752288256,16.9430295,0.018874500000000002,8,8,periodic/double-band,2022-06-01,2022-06,2022
GaiaDR3_6770227729752288256,16.939251,0.018815,9,7,periodic/double-band,2022-07-01,2022-07,2022
GaiaDR3_6770227729752288256,16.984774,0.019191,11,11,periodic/double-band,2022-08-01,2022-08,2022
GaiaDR3_6770227729752288256,16.970606,0.019082,5,5,periodic/double-band,2022-09-01,2022-09,2022
GaiaDR3_6770227729752288256,16.974297999999997,0.019110500000000002,4,4,periodic/double-band,2022-10-01,2022-10,2022
GaiaDR3_6770227729752288256,16.927864,0.018763,3,3,periodic/double-band,2023-05-01,2023-05,2023
GaiaDR3_6770227729752288256,16.940266,0.018854,9,9,periodic/double-band,2023-06-01,2023-06,2023
GaiaDR3_6770227729752288256,16.990837,0.019238,9,9,periodic/double-band,2023-07-01,2023-07,2023
GaiaDR3_6770227729752288256,16.929386,0.018774,7,7,periodic/double-band,2023-08-01,2023-08,2023
GaiaDR3_6770227729752288256,16.930280500000002,0.018781,6,6,periodic/double-band,2023-09-01,2023-09,2023
GaiaDR3_6770227729752288256,16.909255,0.018628,2,2,periodic/double-band,2023-10-01,2023-10,2023
GaiaDR3_6770227729752288256,16.957742500000002,0.018985000000000002,4,4,periodic/double-band,2024-05-01,2024-05,2024
GaiaDR3_6770227729752288256,16.9150025,0.0186695,6,6,periodic/double-band,2024-06-01,2024-06,2024
GaiaDR3_6770227729752288256,16.906066,0.018607,4,4,periodic/double-band,2024-07-01,2024-07,2024
GaiaDR3_6770227729752288256,16.935504,0.018819000000000002,10,10,periodic/double-band,2024-08-01,2024-08,2024
GaiaDR3_6770227729752288256,16.947218,0.018906,5,5,periodic/double-band,2024-09-01,2024-09,2024
GaiaDR3_6770227729752288256,16.946442,0.0189,1,1,periodic/double-band,2025-05-01,2025-05,2025
GaiaDR3_6770227729752288256,16.933304,0.018803,3,3,periodic/double-band,2025-06-01,2025-06,2025
GaiaDR3_6770227729752288256,16.936471,0.018652000000000002,22,12,periodic/double-band,2025-07-01,2025-07,2025
GaiaDR3_6770227729752288256,16.975291499999997,0.0193435,23,14,periodic/double-band,2025-08-01,2025-08,2025
GaiaDR3_6770227729752288256,16.972288,0.018834,16,12,periodic/double-band,2025-09-01,2025-09,2025
GaiaDR3_6770227729752288256,16.972191,0.019095,5,5,periodic/double-band,2025-10-01,2025-10,2025
GaiaDR3_6844375121726139520,16.5137405,0.0145235,2,2,periodic/double-band,2018-05-01,2018-05,2018
