source_id,mag_binned,mag_err,n_exp,n_nights,wd_class,month_date,month_id,year
GaiaDR3_1893512958955407232,17.755283,0.020988,27,19,unclassified,2020-09-01,2020-09,2020
GaiaDR3_1893512958955407232,17.758843,0.021043,33,21,unclassified,2020-10-01,2020-10,2020
GaiaDR3_1893512958955407232,17.768879,0.020962,31,21,unclassified,2020-11-01,2020-11,2020
GaiaDR3_1893512958955407232,17.778627999999998,0.020999999999999998,21,12,unclassified,2020-12-01,2020-12,2020
GaiaDR3_1893512958955407232,17.717744,0.0175715,3,2,unclassified,2021-01-01,2021-01,2021
GaiaDR3_1893512958955407232,17.787786,0.021427,1,1,unclassified,2021-04-01,2021-04,2021
GaiaDR3_1893512958955407232,17.76482,0.021164,19,17,unclassified,2021-05-01,2021-05,2021
GaiaDR3_1893512958955407232,17.7610805,0.020855,22,16,unclassified,2021-06-01,2021-06,2021
GaiaDR3_1893512958955407232,17.771,0.020762,38,23,unclassified,2021-07-01,2021-07,2021
GaiaDR3_1893512958955407232,17.771999,0.016067,44,21,unclassified,2021-08-01,2021-08,2021
GaiaDR3_1893512958955407232,17.762585,0.02008,51,25,unclassified,2021-09-01,2021-09,2021
GaiaDR3_1893512958955407232,17.7618425,0.021185500000000003,27,16,unclassified,2021-10-01,2021-10,2021
GaiaDR3_1893512958955407232,17.7484325,0.021492,31,16,unclassified,2021-11-01,2021-11,2021
GaiaDR3_1893512958955407232,17.731506,0.020792,1,1,unclassified,2021-12-01,2021-12,2021
GaiaDR3_1893512958955407232,17.742812,0.0209215,4,4,unclassified,2022-05-01,2022-05,2022
GaiaDR3_1893512958955407232,17.745741,0.020719,12,11,unclassified,2022-06-01,2022-06,2022
GaiaDR3_1893512958955407232,17.7699595,0.019764999999999998,45,18,unclassified,2022-07-01,2022-07,2022
GaiaDR3_1893512958955407232,17.761997,0.015271,49,25,unclassified,2022-08-01,2022-08,2022
GaiaDR3_1893512958955407232,17.759456999999998,0.0185605,49,20,unclassified,2022-09-01,2022-09,2022
GaiaDR3_1893512958955407232,17.766696,0.0198975,48,24,unclassified,2022-10-01,2022-10,2022
GaiaDR3_1893512958955407232,17.777282,0.0211445,32,18,unclassified,2022-11-01,2022-11,2022
GaiaDR3_1893512958955407232,17.739393,0.020879,5,5,unclassified,2022-12-01,2022-12,2022
GaiaDR3_1893512958955407232,17.754353,0.021046,1,1,unclassified,2023-01-01,2023-01,2023
GaiaDR3_1893512958955407232,17.67363,0.020173,1,1,unclassified,2023-05-01,2023-05,2023
GaiaDR3_1893512958955407232,17.779577,0.0213415,11,10,unclassified,2023-06-01,2023-06,2023
GaiaDR3_1893512958955407232,17.769551,0.0209615,40,22,unclassified,2023-07-01,2023-07,2023
GaiaDR3_1893512958955407232,17.75418,0.02051,40,19,unclassified,2023-08-01,2023-08,2023
GaiaDR3_1893512958955407232,17.762096,0.0150555,46,22,unclassified,2023-09-01,2023-09,2023
GaiaDR3_1893512958955407232,17.771563,0.018275,49,21,unclassified,2023-10-01,2023-10,2023
GaiaDR3_1893512958955407232,17.755467,0.017718,31,13,unclassified,2023-11-01,2023-11,2023
GaiaDR3_1893512958955407232,17.7339505,0.020819499999999998,4,4,unclassified,2023-12-01,2023-12,2023
GaiaDR3_1893512958955407232,17.774353,0.021272,1,1,unclassified,2024-01-01,2024-01,2024
GaiaDR3_1893512958955407232,17.790783,0.021462,1,1,unclassified,2024-04-01,2024-04,2024
GaiaDR3_1893512958955407232,17.757759,0.021084,5,5,unclassified,2024-05-01,2024-05,2024
GaiaDR3_1893512958955407232,17.7662025,0.021182,8,8,unclassified,2024-06-01,2024-06,2024
GaiaDR3_1893512958955407232,17.768335,0.0203555,31,16,unclassified,2024-07-01,2024-07,2024
GaiaDR3_1893512958955407232,17.7694015,0.021216,12,12,unclassified,2024-08-01,2024-08,2024
GaiaDR3_1893512958955407232,17.745953,0.020952,9,9,unclassified,2024-09-01,2024-09,2024
GaiaDR3_1893512958955407232,17.759537,0.021104,9,9,unclassified,2024-10-01,2024-10,2024
GaiaDR3_1893512958955407232,17.7919035,0.0214745,6,6,unclassified,2024-11-01,2024-11,2024
GaiaDR3_1893512958955407232,17.767231,0.021191,7,7,unclassified,2024-12-01,2024-12,2024
GaiaDR3_1893512958955407232,17.754011,0.021052500000000002,2,2,unclassified,2025-01-01,2025-01,2025
GaiaDR3_1893512958955407232,17.785471,0.0214,7,7,unclassified,2025-05-01,2025-05,2025
GaiaDR3_1893512958955407232,17.755636000000003,0.0210605,10,10,unclassified,2025-06-01,2025-06,2025
GaiaDR3_1893512958955407232,17.779011,0.021326,9,9,unclassified,2025-07-01,2025-07,2025
GaiaDR3_1893512958955407232,17.749426,0.020991,13,13,unclassified,2025-08-01,2025-08,2025
GaiaDR3_1893512958955407232,17.748879,0.020985,11,11,unclassified,2025-09-01,2025-09,2025
GaiaDR3_1893512958955407232,17.749687,0.020994,9,9,unclassified,2025-10-01,2025-10,2025
GaiaDR3_2833849800205759360,15.592926,0.011254,2,2,unclassified,2018-05-01,2018-05,2018
GaiaDR3_2833849800205759360,15.5854955,0.0112385,19,16,unclassified,2018-06-01,2018-06,2018
GaiaDR3_2833849800205759360,15.591452499999999,0.0112505,10,8,unclassified,2018-07-01,2018-07,2018
GaiaDR3_2833849800205759360,15.600832,0.011272,17,15,unclassified,2018-08-01,2018-08,2018
GaiaDR3_2833849800205759360,15.582455,0.011262999999999999,15,14,unclassified,2018-09-01,2018-09,2018
GaiaDR3_2833849800205759360,15.602386,0.011269,1,1,unclassified,2018-10-01,2018-10,2018
GaiaDR3_2833849800205759360,15.578934499999999,0.011244,6,6,unclassified,2018-11-01,2018-11,2018
GaiaDR3_2833849800205759360,15.582627,0.011237,3,3,unclassified,2018-12-01,2018-12,2018
GaiaDR3_2833849800205759360,15.576141,0.011227,1,1,unclassified,2019-01-01,2019-01,2019
GaiaDR3_2833849800205759360,15.599458,0.011265,1,1,unclassified,2019-05-01,2019-05,2019
GaiaDR3_2833849800205759360,15.588142000000001,0.011245999999999999,8,8,unclassified,2019-06-01,2019-06,2019
GaiaDR3_2833849800205759360,15.5802885,0.011231999999999999,13,10,unclassified,2019-07-01,2019-07,2019
GaiaDR3_2833849800205759360,15.584287,0.011213,17,11,unclassified,2019-08-01,2019-08,2019
GaiaDR3_2833849800205759360,15.587028,0.01124,22,19,unclassified,2019-09-01,2019-09,2019
GaiaDR3_2833849800205759360,15.576170999999999,0.011217000000000001,20,14,unclassified,2019-10-01,2019-10,2019
GaiaDR3_2833849800205759360,15.582357,0.008942,18,9,unclassified,2019-11-01,2019-11,2019
GaiaDR3_2833849800205759360,15.58702,0.011244,1,1,unclassified,2019-12-01,2019-12,2019
GaiaDR3_2833849800205759360,15.586848,0.011244500000000001,2,2,unclassified,2020-01-01,2020-01,2020
GaiaDR3_2833849800205759360,15.604379999999999,0.011273,2,2,unclassified,2020-05-01,2020-05,2020
GaiaDR3_2833849800205759360,15.57487,0.011225,5,5,unclassified,2020-06-01,2020-06,2020
GaiaDR3_2833849800205759360,15.584826,0.0097435,31,16,unclassified,2020-07-01,2020-07,2020
GaiaDR3_2833849800205759360,15.585282,0.010271,50,27,unclassified,2020-08-01,2020-08,2020
GaiaDR3_2833849800205759360,15.582842,0.007958,61,22,unclassified,2020-09-01,2020-09,2020
GaiaDR3_2833849800205759360,15.589372,0.007952,67,23,unclassified,2020-10-01,2020-10,2020
GaiaDR3_2833849800205759360,15.587512499999999,0.007873499999999999,62,22,unclassified,2020-11-01,2020-11,2020
GaiaDR3_2833849800205759360,15.5815555,0.0108615,25,16,unclassified,2020-12-01,2020-12,2020
GaiaDR3_2833849800205759360,15.594983,0.007961,8,5,unclassified,2021-01-01,2021-01,2021
GaiaDR3_2833849800205759360,15.5903005,0.011224999999999999,12,10,unclassified,2021-05-01,2021-05,2021
GaiaDR3_2833849800205759360,15.588264,0.011234,19,15,unclassified,2021-06-01,2021-06,2021
GaiaDR3_2833849800205759360,15.587508,0.011209,30,17,unclassified,2021-07-01,2021-07,2021
GaiaDR3_2833849800205759360,15.5849785,0.011213500000000001,42,22,unclassified,2021-08-01,2021-08,2021
GaiaDR3_2833849800205759360,15.59278,0.0082195,49,24,unclassified,2021-09-01,2021-09,2021
GaiaDR3_2833849800205759360,15.585947,0.008023,25,15,unclassified,2021-10-01,2021-10,2021
GaiaDR3_2833849800205759360,15.586154,0.007971,36,17,unclassified,2021-11-01,2021-11,2021
GaiaDR3_2833849800205759360,15.5874425,0.01124,11,10,unclassified,2022-06-01,2022-06,2022
GaiaDR3_2833849800205759360,15.587327,0.007956,38,17,unclassified,2022-07-01,2022-07,2022
GaiaDR3_2833849800205759360,15.592369,0.007967,47,25,unclassified,2022-08-01,2022-08,2022
GaiaDR3_2833849800205759360,15.590354999999999,0.0079645,39,18,unclassified,2022-09-01,2022-09,2022
GaiaDR3_2833849800205759360,15.589539,0.008723,57,29,unclassified,2022-10-01,2022-10,2022
GaiaDR3_2833849800205759360,15.58282,0.008466000000000001,32,16,unclassified,2022-11-01,2022-11,2022
GaiaDR3_2833849800205759360,15.597619,0.011257,6,5,unclassified,2022-12-01,2022-12,2022
GaiaDR3_2833849800205759360,15.612025,0.011285,1,1,unclassified,2023-01-01,2023-01,2023
GaiaDR3_2833849800205759360,15.593656,0.011255000000000001,11,10,unclassified,2023-06-01,2023-06,2023
GaiaDR3_2833849800205759360,15.585842,0.011216,36,21,unclassified,2023-07-01,2023-07,2023
GaiaDR3_2833849800205759360,15.589905000000002,0.0096865,40,18,unclassified,2023-08-01,2023-08,2023
GaiaDR3_2833849800205759360,15.583257,0.007947,55,21,unclassified,2023-09-01,2023-09,2023
GaiaDR3_2833849800205759360,15.5824235,0.0092105,55,22,unclassified,2023-10-01,2023-10,2023
GaiaDR3_2833849800205759360,15.5763995,0.008331,33,14,unclassified,2023-11-01,2023-11,2023
GaiaDR3_2833849800205759360,15.5768235,0.009579,11,6,unclassified,2023-12-01,2023-12,2023
GaiaDR3_2833849800205759360,15.5869295,0.011244500000000001,10,10,unclassified,2024-06-01,2024-06,2024
GaiaDR3_2833849800205759360,15.589726,0.011235,31,17,unclassified,2024-07-01,2024-07,2024
GaiaDR3_2833849800205759360,15.574942,0.011225,11,11,unclassified,2024-08-01,2024-08,2024
GaiaDR3_2833849800205759360,15.585211,0.011241,11,11,unclassified,2024-09-01,2024-09,2024
GaiaDR3_2833849800205759360,15.600127,0.0112655,8,8,unclassified,2024-10-01,2024-10,2024
GaiaDR3_2833849800205759360,15.5819725,0.011236,8,8,unclassified,2024-11-01,2024-11,2024
GaiaDR3_2833849800205759360,15.588163,0.011245999999999999,10,10,unclassified,2024-12-01,2024-12,2024
GaiaDR3_2833849800205759360,15.575187,0.011225,1,1,unclassified,2025-01-01,2025-01,2025
GaiaDR3_2833849800205759360,15.591332,0.011251,3,3,unclassified,2025-05-01,2025-05,2025
GaiaDR3_2833849800205759360,15.577618,0.011229,9,9,unclassified,2025-06-01,2025-06,2025
GaiaDR3_2833849800205759360,15.588257,0.011246,5,5,unclassified,2025-07-01,2025-07,2025
GaiaDR3_2833849800205759360,15.582513500000001,0.011237,12,12,unclassified,2025-08-01,2025-08,2025
GaiaDR3_2833849800205759360,15.584022,0.01124,9,9,unclassified,2025-09-01,2025-09,2025
GaiaDR3_2833849800205759360,15.572424,0.011221,9,9,unclassified,2025-10-01,2025-10,2025
GaiaDR3_2935237657195591424,16.544389,0.01163,2,1,WD-MS binaries,2018-03-01,2018-03,2018
GaiaDR3_2935237657195591424,16.565345999999998,0.016565,2,2,WD-MS binaries,2018-09-01,2018-09,2018
GaiaDR3_2935237657195591424,16.436436,0.015882,14,13,WD-MS binaries,2018-11-01,2018-11,2018
GaiaDR3_2935237657195591424,16.392039500000003,0.01567,4,4,WD-MS binaries,2018-12-01,2018-12,2018
GaiaDR3_2935237657195591424,16.486153,0.016136,9,9,WD-MS binaries,2019-01-01,2019-01,2019
GaiaDR3_2935237657195591424,16.5240525,0.016337,4,4,WD-MS binaries,2019-02-01,2019-02,2019
GaiaDR3_2935237657195591424,16.431903,0.015858999999999998,4,4,WD-MS binaries,2019-03-01,2019-03,2019
GaiaDR3_2935237657195591424,16.513903,0.016282,3,3,WD-MS binaries,2019-04-01,2019-04,2019
GaiaDR3_2935237657195591424,16.53558,0.016399,1,1,WD-MS binaries,2019-09-01,2019-09,2019
GaiaDR3_2935237657195591424,16.452021,0.01596,7,7,WD-MS binaries,2019-10-01,2019-10,2019
GaiaDR3_2935237657195591424,16.489517,0.016153,3,3,WD-MS binaries,2019-11-01,2019-11,2019
GaiaDR3_2935237657195591424,16.565083,0.016563,1,1,WD-MS binaries,2019-12-01,2019-12,2019
GaiaDR3_2935237657195591424,16.386166,0.015637,7,6,WD-MS binaries,2020-01-01,2020-01,2020
GaiaDR3_2935237657195591424,16.514138,0.016285,6,6,WD-MS binaries,2020-02-01,2020-02,2020
GaiaDR3_2935237657195591424,16.556461,0.016515,1,1,WD-MS binaries,2020-04-01,2020-04,2020
GaiaDR3_2935237657195591424,16.383625,0.015624,11,11,WD-MS binaries,2020-10-01,2020-10,2020
GaiaDR3_2935237657195591424,16.509956,0.016128,10,9,WD-MS binaries,2020-11-01,2020-11,2020
GaiaDR3_2935237657195591424,16.3444385,0.0152805,7,6,WD-MS binaries,2020-12-01,2020-12,2020
GaiaDR3_2935237657195591424,16.425501,0.01521,24,15,WD-MS binaries,2021-01-01,2021-01,2021
GaiaDR3_2935237657195591424,16.496921,0.01588,14,13,WD-MS binaries,2021-02-01,2021-02,2021
GaiaDR3_2935237657195591424,16.547749,0.016466,5,5,WD-MS binaries,2021-03-01,2021-03,2021
GaiaDR3_2935237657195591424,16.522981,0.0163335,4,4,WD-MS binaries,2021-04-01,2021-04,2021
GaiaDR3_2935237657195591424,16.468441499999997,0.016174,6,6,WD-MS binaries,2021-10-01,2021-10,2021
GaiaDR3_2935237657195591424,16.45496,0.016355,4,3,WD-MS binaries,2021-11-01,2021-11,2021
GaiaDR3_2935237657195591424,16.436996,0.016245,4,4,WD-MS binaries,2022-02-01,2022-02,2022
GaiaDR3_2935237657195591424,16.4967415,0.016193,2,2,WD-MS binaries,2022-04-01,2022-04,2022
GaiaDR3_2935237657195591424,16.555473,0.018453,1,1,WD-MS binaries,2022-09-01,2022-09,2022
GaiaDR3_2935237657195591424,16.381643,0.015891,9,9,WD-MS binaries,2022-10-01,2022-10,2022
GaiaDR3_2935237657195591424,16.3991585,0.0157025,6,6,WD-MS binaries,2022-11-01,2022-11,2022
GaiaDR3_2935237657195591424,16.5066805,0.0164485,4,4,WD-MS binaries,2022-12-01,2022-12,2022
GaiaDR3_2935237657195591424,16.464077,0.016021,5,5,WD-MS binaries,2023-01-01,2023-01,2023
GaiaDR3_2935237657195591424,16.5410155,0.0164295,2,2,WD-MS binaries,2023-02-01,2023-02,2023
GaiaDR3_2935237657195591424,16.55381,0.0165,3,3,WD-MS binaries,2023-03-01,2023-03,2023
GaiaDR3_2935237657195591424,16.538313,0.016414,1,1,WD-MS binaries,2023-04-01,2023-04,2023
GaiaDR3_2935237657195591424,16.431303,0.015856,9,9,WD-MS binaries,2023-10-01,2023-10,2023
GaiaDR3_2935237657195591424,16.4428655,0.015928499999999998,4,4,WD-MS binaries,2023-11-01,2023-11,2023
GaiaDR3_2935237657195591424,16.532531,0.016385,2,2,WD-MS binaries,2023-12-01,2023-12,2023
GaiaDR3_2935237657195591424,16.3990175,0.015697999999999997,6,6,WD-MS binaries,2024-01-01,2024-01,2024
GaiaDR3_2935237657195591424,16.3476735,0.0154555,4,4,WD-MS binaries,2024-02-01,2024-02,2024
GaiaDR3_2935237657195591424,16.551626,0.016488,3,3,WD-MS binaries,2024-03-01,2024-03,2024
GaiaDR3_2935237657195591424,16.524818,0.016341,1,1,WD-MS binaries,2024-04-01,2024-04,2024
GaiaDR3_2935237657195591424,16.490389,0.0161615,8,8,WD-MS binaries,2024-10-01,2024-10,2024
GaiaDR3_2935237657195591424,16.409605499999998,0.01575,8,8,WD-MS binaries,2024-11-01,2024-11,2024
GaiaDR3_2935237657195591424,16.434585,0.0158755,4,4,WD-MS binaries,2024-12-01,2024-12,2024
GaiaDR3_2935237657195591424,16.36791,0.015549,5,5,WD-MS binaries,2025-01-01,2025-01,2025
GaiaDR3_2935237657195591424,16.431663,0.015858,7,7,WD-MS binaries,2025-02-01,2025-02,2025
GaiaDR3_2935237657195591424,16.5417,0.016433,5,5,WD-MS binaries,2025-03-01,2025-03,2025
GaiaDR3_2935237657195591424,16.4608215,0.016034,2,2,WD-MS binaries,2025-04-01,2025-04,2025
GaiaDR3_3345661467822106624,17.7464215,0.0232535,3,2,RRLyrae_contaminant(non-WD),2018-03-01,2018-03,2018
GaiaDR3_3345661467822106624,17.558552,0.023746,3,3,RRLyrae_contaminant(non-WD),2018-04-01,2018-04,2018
GaiaDR3_3345661467822106624,17.772897999999998,0.0263875,2,2,RRLyrae_contaminant(non-WD),2018-08-01,2018-08,2018
GaiaDR3_3345661467822106624,17.707718,0.025577,23,21,RRLyrae_contaminant(non-WD),2018-09-01,2018-09,2018
GaiaDR3_3345661467822106624,17.770793,0.026349499999999998,2,2,RRLyrae_contaminant(non-WD),2018-10-01,2018-10,2018
GaiaDR3_3345661467822106624,17.744505,0.025826,19,15,RRLyrae_contaminant(non-WD),2018-11-01,2018-11,2018
GaiaDR3_3345661467822106624,17.7287735,0.025079,8,6,RRLyrae_contaminant(non-WD),2018-12-01,2018-12,2018
GaiaDR3_3345661467822106624,17.690393999999998,0.024873,16,12,RRLyrae_contaminant(non-WD),2019-01-01,2019-01,2019
GaiaDR3_3345661467822106624,17.747225,0.026037,5,5,RRLyrae_contaminant(non-WD),2019-02-01,2019-02,2019
GaiaDR3_3345661467822106624,17.610842,0.024345,6,6,RRLyrae_contaminant(non-WD),2019-03-01,2019-03,2019
GaiaDR3_3345661467822106624,17.742483,0.025975,3,3,RRLyrae_contaminant(non-WD),2019-04-01,2019-04,2019
GaiaDR3_3345661467822106624,17.673572,0.025099,5,5,RRLyrae_contaminant(non-WD),2019-08-01,2019-08,2019
GaiaDR3_3345661467822106624,17.752274,0.026071,10,9,RRLyrae_contaminant(non-WD),2019-09-01,2019-09,2019
GaiaDR3_3345661467822106624,17.756329,0.021525,23,13,RRLyrae_contaminant(non-WD),2019-10-01,2019-10,2019
GaiaDR3_3345661467822106624,17.71747,0.025181,8,7,RRLyrae_contaminant(non-WD),2019-11-01,2019-11,2019
GaiaDR3_3345661467822106624,17.693430999999997,0.0254215,2,2,RRLyrae_contaminant(non-WD),2019-12-01,2019-12,2019
GaiaDR3_3345661467822106624,17.655441500000002,0.024579,12,8,RRLyrae_contaminant(non-WD),2020-01-01,2020-01,2020
GaiaDR3_3345661467822106624,17.665008,0.024104,19,11,RRLyrae_contaminant(non-WD),2020-02-01,2020-02,2020
GaiaDR3_3345661467822106624,17.6254655,0.0245185,2,2,RRLyrae_contaminant(non-WD),2020-03-01,2020-03,2020
GaiaDR3_3345661467822106624,17.630138,0.024573,1,1,RRLyrae_contaminant(non-WD),2020-04-01,2020-04,2020
GaiaDR3_3345661467822106624,17.805225,0.026818,1,1,RRLyrae_contaminant(non-WD),2020-08-01,2020-08,2020
GaiaDR3_3345661467822106624,17.742024999999998,0.026345,9,8,RRLyrae_contaminant(non-WD),2020-09-01,2020-09,2020
GaiaDR3_3345661467822106624,17.695469,0.025372,11,11,RRLyrae_contaminant(non-WD),2020-10-01,2020-10,2020
GaiaDR3_3345661467822106624,17.703528499999997,0.0254775,8,8,RRLyrae_contaminant(non-WD),2020-11-01,2020-11,2020
GaiaDR3_3345661467822106624,17.747044,0.024926,13,11,RRLyrae_contaminant(non-WD),2020-12-01,2020-12,2020
GaiaDR3_3345661467822106624,17.679785,0.023673,25,17,RRLyrae_contaminant(non-WD),2021-01-01,2021-01,2021
GaiaDR3_3345661467822106624,17.699203,0.025419,11,11,RRLyrae_contaminant(non-WD),2021-02-01,2021-02,2021
GaiaDR3_3345661467822106624,17.697862,0.0254055,4,4,RRLyrae_contaminant(non-WD),2021-03-01,2021-03,2021
GaiaDR3_3345661467822106624,17.625296,0.024515,7,7,RRLyrae_contaminant(non-WD),2021-04-01,2021-04,2021
GaiaDR3_3345661467822106624,17.7213135,0.0257,10,10,RRLyrae_contaminant(non-WD),2021-09-01,2021-09,2021
GaiaDR3_3345661467822106624,17.676360000000003,0.0251335,6,6,RRLyrae_contaminant(non-WD),2021-10-01,2021-10,2021
GaiaDR3_3345661467822106624,17.823598,0.027073,6,6,RRLyrae_contaminant(non-WD),2021-11-01,2021-11,2021
GaiaDR3_3345661467822106624,17.597233,0.024187,1,1,RRLyrae_contaminant(non-WD),2021-12-01,2021-12,2021
GaiaDR3_3345661467822106624,17.780884,0.026485,3,3,RRLyrae_contaminant(non-WD),2022-02-01,2022-02,2022
GaiaDR3_3345661467822106624,17.579201,0.02398,1,1,RRLyrae_contaminant(non-WD),2022-03-01,2022-03,2022
GaiaDR3_3345661467822106624,17.759735,0.026202,5,5,RRLyrae_contaminant(non-WD),2022-04-01,2022-04,2022
GaiaDR3_3345661467822106624,17.750351,0.0260795,6,6,RRLyrae_contaminant(non-WD),2022-09-01,2022-09,2022
GaiaDR3_3345661467822106624,17.646824,0.024574,9,9,RRLyrae_contaminant(non-WD),2022-10-01,2022-10,2022
GaiaDR3_3345661467822106624,17.781059,0.025017499999999998,14,12,RRLyrae_contaminant(non-WD),2022-11-01,2022-11,2022
GaiaDR3_3345661467822106624,17.725368,0.025246,5,5,RRLyrae_contaminant(non-WD),2022-12-01,2022-12,2022
GaiaDR3_3345661467822106624,17.577066,0.023955,1,1,RRLyrae_contaminant(non-WD),2023-01-01,2023-01,2023
GaiaDR3_3345661467822106624,17.5728675,0.0239085,2,2,RRLyrae_contaminant(non-WD),2023-03-01,2023-03,2023
GaiaDR3_3345661467822106624,17.790432,0.026615,3,3,RRLyrae_contaminant(non-WD),2023-04-01,2023-04,2023
GaiaDR3_3345661467822106624,17.732555,0.025845,7,7,RRLyrae_contaminant(non-WD),2023-09-01,2023-09,2023
GaiaDR3_3345661467822106624,17.7462135,0.024597,13,12,RRLyrae_contaminant(non-WD),2023-10-01,2023-10,2023
GaiaDR3_3345661467822106624,17.766846,0.025312,7,7,RRLyrae_contaminant(non-WD),2023-11-01,2023-11,2023
GaiaDR3_3345661467822106624,17.665003,0.0249985,2,2,RRLyrae_contaminant(non-WD),2023-12-01,2023-12,2023
GaiaDR3_3345661467822106624,17.6997975,0.024078500000000003,9,8,RRLyrae_contaminant(non-WD),2024-01-01,2024-01,2024
GaiaDR3_3345661467822106624,17.59161,0.024122,3,3,RRLyrae_contaminant(non-WD),2024-02-01,2024-02,2024
GaiaDR3_3345661467822106624,17.6319865,0.0245945,4,4,RRLyrae_contaminant(non-WD),2024-03-01,2024-03,2024
GaiaDR3_3345661467822106624,17.856293,0.027538,1,1,RRLyrae_contaminant(non-WD),2024-04-01,2024-04,2024
GaiaDR3_3345661467822106624,17.6098425,0.0243365,4,4,RRLyrae_contaminant(non-WD),2024-09-01,2024-09,2024
GaiaDR3_3345661467822106624,17.74341,0.025987,9,9,RRLyrae_contaminant(non-WD),2024-10-01,2024-10,2024
GaiaDR3_3345661467822106624,17.725727,0.025757,7,7,RRLyrae_contaminant(non-WD),2024-11-01,2024-11,2024
GaiaDR3_3345661467822106624,17.783391,0.0265195,8,8,RRLyrae_contaminant(non-WD),2024-12-01,2024-12,2024
GaiaDR3_3345661467822106624,17.693036,0.025344,6,6,RRLyrae_contaminant(non-WD),2025-01-01,2025-01,2025
GaiaDR3_3345661467822106624,17.8152275,0.0269585,4,4,RRLyrae_contaminant(non-WD),2025-02-01,2025-02,2025
GaiaDR3_3345661467822106624,17.762295,0.026236,3,3,RRLyrae_contaminant(non-WD),2025-03-01,2025-03,2025
GaiaDR3_3345661467822106624,17.686238000000003,0.025297,4,4,RRLyrae_contaminant(non-WD),2025-04-01,2025-04,2025
GaiaDR3_3345661467822106624,17.600400999999998,0.0242245,6,6,RRLyrae_contaminant(non-WD),2025-09-01,2025-09,2025
GaiaDR3_3345661467822106624,17.715536999999998,0.025634,8,8,RRLyrae_contaminant(non-WD),2025-10-01,2025-10,2025
GaiaDR3_3446909137068558464,15.512095500000001,0.014418,9,4,ZZ Ceti,2018-03-01,2018-03,2018
GaiaDR3_3446909137068558464,15.4998595,0.013646,2,2,ZZ Ceti,2018-04-01,2018-04,2018
GaiaDR3_3446909137068558464,15.543498,0.013723,13,13,ZZ Ceti,2018-08-01,2018-08,2018
GaiaDR3_3446909137068558464,15.529623999999998,0.0136945,26,22,ZZ Ceti,2018-09-01,2018-09,2018
GaiaDR3_3446909137068558464,15.520364,0.0115245,3,2,ZZ Ceti,2018-10-01,2018-10,2018
GaiaDR3_3446909137068558464,15.527491,0.013665,24,19,ZZ Ceti,2018-11-01,2018-11,2018
GaiaDR3_3446909137068558464,15.5367695,0.0137025,8,8,ZZ Ceti,2018-12-01,2018-12,2018
GaiaDR3_3446909137068558464,15.533699,0.0136725,14,12,ZZ Ceti,2019-01-01,2019-01,2019
GaiaDR3_3446909137068558464,15.527153,0.013694,6,6,ZZ Ceti,2019-02-01,2019-02,2019
GaiaDR3_3446909137068558464,15.5192965,0.01368,6,6,ZZ Ceti,2019-03-01,2019-03,2019
GaiaDR3_3446909137068558464,15.5395495,0.013715999999999999,4,4,ZZ Ceti,2019-04-01,2019-04,2019
GaiaDR3_3446909137068558464,15.517262,0.013676,1,1,ZZ Ceti,2019-07-01,2019-07,2019
GaiaDR3_3446909137068558464,15.507326,0.013659,7,7,ZZ Ceti,2019-08-01,2019-08,2019
GaiaDR3_3446909137068558464,15.5222755,0.013651,17,12,ZZ Ceti,2019-09-01,2019-09,2019
GaiaDR3_3446909137068558464,15.530017,0.011713000000000001,21,12,ZZ Ceti,2019-10-01,2019-10,2019
GaiaDR3_3446909137068558464,15.519713,0.013655,26,15,ZZ Ceti,2019-11-01,2019-11,2019
GaiaDR3_3446909137068558464,15.5173125,0.0136065,11,6,ZZ Ceti,2019-12-01,2019-12,2019
GaiaDR3_3446909137068558464,15.521776,0.013674,14,13,ZZ Ceti,2020-01-01,2020-01,2020
GaiaDR3_3446909137068558464,15.521556,0.013674,11,9,ZZ Ceti,2020-02-01,2020-02,2020
GaiaDR3_3446909137068558464,15.526168,0.013692,3,3,ZZ Ceti,2020-03-01,2020-03,2020
GaiaDR3_3446909137068558464,15.503723,0.013653,1,1,ZZ Ceti,2020-04-01,2020-04,2020
GaiaDR3_3446909137068558464,15.535127,0.013708,5,5,ZZ Ceti,2020-08-01,2020-08,2020
GaiaDR3_3446909137068558464,15.5400615,0.013717,16,14,ZZ Ceti,2020-09-01,2020-09,2020
GaiaDR3_3446909137068558464,15.520746,0.0136825,12,12,ZZ Ceti,2020-10-01,2020-10,2020
GaiaDR3_3446909137068558464,15.527194,0.013694,9,9,ZZ Ceti,2020-11-01,2020-11,2020
GaiaDR3_3446909137068558464,15.54053,0.013718,6,6,ZZ Ceti,2020-12-01,2020-12,2020
GaiaDR3_3446909137068558464,15.529979,0.013699,9,9,ZZ Ceti,2021-01-01,2021-01,2021
GaiaDR3_3446909137068558464,15.522013,0.013685,9,9,ZZ Ceti,2021-02-01,2021-02,2021
GaiaDR3_3446909137068558464,15.518467,0.013693,7,6,ZZ Ceti,2021-03-01,2021-03,2021
GaiaDR3_3446909137068558464,15.511776,0.013667,5,5,ZZ Ceti,2021-04-01,2021-04,2021
GaiaDR3_3446909137068558464,15.52623,0.013692,3,3,ZZ Ceti,2021-08-01,2021-08,2021
GaiaDR3_3446909137068558464,15.534554,0.013707,20,20,ZZ Ceti,2021-09-01,2021-09,2021
