oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid,source_id,band,night_mjd,wdj_name,wd_class,paper_variable,paper_periodic,bjd_tdb
605109400001826,284242920,2460596.9344054321,60596.429201400002,17.0849495,0.0186875165,0,zg,42.2064296,26.7255498,0.765999973,-0.0120000001,20241013429190,605,0x9,0x4,21.9300003,26.3783417,0.0357346311,-0.108764939,1.86580619e-05,30,1.06099999,1,114808397128552576,zg,60596,WDJ024849.59+264332.15,unclassified,False,False,2460596.9349894179
606112300001983,284244685,2460596.9520566985,60596.4468519,17.0775547,0.0174925085,0,zg,42.206435499999998,26.725561299999999,0.542999983,-0.0109999999,20241013446852,606,0xc,0x3,21.6299992,26.3734188,0.0280532464,-0.0742636025,1.14314198e-05,30,1.05599999,1,114808397128552576,zg,60596,WDJ024849.59+264332.15,unclassified,False,False,2460596.9526406853
606112300001983,284425714,2460598.762422896,60598.257141200003,17.0775452,0.0174924564,0,zg,42.206425199999998,26.725555,0.838,-0.00100000005,20241015257130,606,0xc,0x3,20.5900002,26.3029003,0.0359381549,-0.0496610589,2.95309237e-05,30,1.31500006,1,114808397128552576,zg,60598,WDJ024849.59+264332.15,unclassified,False,False,2460598.7630068944
605109400001826,284426479,2460598.770073717,60598.264791699999,17.0927544,0.0187463444,0,zg,42.206424900000002,26.7255541,0.740999997,-0.0700000003,20241015264792,605,0x9,0x4,20.4899998,26.2860432,0.035434857,-0.0299029611,2.91466349e-05,30,1.17799997,1,114808397128552576,zg,60598,WDJ024849.59+264332.15,unclassified,False,False,2460598.7706577145
605109400001826,284633743,2460600.842794592,60600.337430599997,17.0497417,0.0184277706,0,zg,42.206459600000002,26.725575899999999,0.546000004,-0.00499999989,20241017337407,605,0x9,0x4,19.6100006,26.3709278,0.0375322849,-0.0198478587,7.32925109e-05,30,1.01499999,1,114808397128552576,zg,60600,WDJ024849.59+264332.15,unclassified,False,False,2460600.8433786058
606112300001983,284634406,2460600.8494267464,60600.3440625,17.0838013,0.0175285507,0,zg,42.206432800000002,26.725557500000001,0.666000009,-0.0540000014,20241017344051,606,0xc,0x3,19.6800003,26.3884163,0.0374873877,-0.0537323505,6.7230314e-05,30,1.02699995,1,114808397128552576,zg,60600,WDJ024849.59+264332.15,unclassified,False,False,2460600.8500107587
605109400001826,284927714,2460603.7826099987,60603.2771412,17.0813961,0.0186608806,0,zg,42.206465600000001,26.725571800000001,0.533999979,-0.0140000004,20241020277130,605,0x9,0x4,19.8899994,26.3315678,0.0394621603,-0.0282864906,5.96110876e-05,30,1.09599996,1,114808397128552576,zg,60603,WDJ024849.59+264332.15,unclassified,False,False,2460603.7831940330
606112300001983,285034335,2460604.8488599928,60604.343356500001,17.0603142,0.0173941217,0,zg,42.206432700000001,26.725552400000002,0.42899999,-0.00300000003,20241021343333,606,0xc,0x3,21.0300007,26.3800869,0.0367147774,-0.0657648891,2.25839412e-05,30,1.01800001,1,114808397128552576,zg,60604,WDJ024849.59+264332.15,unclassified,False,False,2460604.8494440331
606112300001983,285225854,2460606.7641028827,60606.258541700001,17.0791531,0.0175017118,0,zg,42.2064314,26.725561800000001,0.763000011,0.0209999997,20241023258530,606,0xc,0x3,21.2800007,26.3596115,0.0335588679,-0.0813531652,1.72673936e-05,30,1.199,1,114808397128552576,zg,60606,WDJ024849.59+264332.15,unclassified,False,False,2460606.7646869374
605109400001826,285325899,2460607.7645820887,60607.258993099997,17.0942097,0.0187573675,0,zg,42.2064393,26.725551100000001,1.05200005,-0.0689999983,20241024258982,605,0x9,0x4,21.3299999,26.3374901,0.036851123,-0.0766011328,2.09914597e-05,30,1.11500001,1,114808397128552576,zg,60607,WDJ024849.59+264332.15,unclassified,False,False,2460607.7651661504
606112300001983,285429109,2460608.7967154849,60608.291099499998,17.0758438,0.0174826756,0,zg,42.206434399999999,26.725552499999999,0.518999994,-0.00999999978,20241025291088,606,0xc,0x3,21.8299999,26.3689919,0.0257013123,-0.0809814557,9.59267527e-06,30,1.08000004,1,114808397128552576,zg,60608,WDJ024849.59+264332.15,unclassified,False,False,2460608.7972995541
606112300001983,285627756,2460610.7832323867,60610.277569400001,17.0636253,0.0174128953,0,zg,42.206432900000003,26.725559100000002,0.365999997,0.00800000038,20241027277569,606,0xc,0x3,21.6399994,26.2913284,0.0284909587,-0.0681526437,1.17600403e-05,30,1.09899998,1,114808397128552576,zg,60610,WDJ024849.59+264332.15,unclassified,False,False,2460610.7838164708
606112300001983,286038035,2460614.8860980938,60614.380358800001,17.0703735,0.0174513347,0,zg,42.206450099999998,26.725556999999998,0.653999984,-0.00700000022,20241031380324,606,0xc,0x3,21.6299992,26.3717003,0.0298880693,-0.0934772938,1.30214821e-05,30,1.02999997,1,114808397128552576,zg,60614,WDJ024849.59+264332.15,unclassified,False,False,2460614.8866822100
605109400001826,286138587,2460615.8916332666,60615.385879599999,17.1082001,0.0188641362,0,zg,42.206445600000002,26.725586400000001,1.329,-0.0649999976,20241101385868,605,0x9,0x4,21.3899994,26.3223572,0.037609186,-0.0635021999,2.17882007e-05,30,1.079,1,114808397128552576,zg,60615,WDJ024849.59+264332.15,unclassified,False,False,2460615.8922173912
606112300001983,286240212,2460616.9078960442,60616.402129599999,17.058239,0.0173823815,0,zg,42.206440399999998,26.725555499999999,1.04299998,-0.0370000005,20241102402130,606,0xc,0x3,21.7999992,26.3306026,0.0277651008,-0.0827585682,1.12067564e-05,30,1.07500005,1,114808397128552576,zg,60616,WDJ024849.59+264332.15,unclassified,False,False,2460616.9084801762
605109400001826,286435959,2460618.8653810266,60618.359594900001,17.0993862,0.0187966954,0,zg,42.2064393,26.7255775,0.841000021,-0.00300000003,20241104359583,605,0x9,0x4,21.1000004,26.3353348,0.0368649736,-0.071832329,2.20573347e-05,30,1.04499996,1,114808397128552576,zg,60618,WDJ024849.59+264332.15,unclassified,False,False,2460618.8659651750
606112300001983,286540189,2460619.9076920073,60619.401898099997,17.0748672,0.0174770709,0,zg,42.2064193,26.725558500000002,1.18200004,-0.00899999961,20241105401898,606,0xc,0x3,20.8400002,26.353157,0.0356628709,-0.0593453161,2.24276155e-05,30,1.09399998,1,114808397128552576,zg,60619,WDJ024849.59+264332.15,unclassified,False,False,2460619.9082761635
606112300001983,286741078,2460621.916590678,60621.410787000001,17.0850868,0.0175359994,0,zg,42.2064697,26.725563699999999,0.326000005,-0.00200000009,20241107410775,606,0xc,0x3,20.0400009,26.3394718,0.0434701927,-0.0655494034,6.35493561e-05,30,1.13399994,1,114808397128552576,zg,60621,WDJ024849.59+264332.15,unclassified,False,False,2460621.9171748511
605109400001826,286819956,2460622.7053658166,60622.199560200002,17.1004868,0.0188050829,0,zg,42.206434700000003,26.725588599999998,0.883000016,0.00999999978,20241108199549,605,0x9,0x4,20.7000008,26.326601,0.0355841704,-0.0491920449,2.49139775e-05,30,1.17700005,1,114808397128552576,zg,60622,WDJ024849.59+264332.15,unclassified,False,False,2460622.7059499966
606112300001983,286920450,2460623.7103088563,60623.204502300003,17.0878811,0.01755221,0,zg,42.2064229,26.725557299999998,0.665000021,0.00400000019,20241109204456,606,0xc,0x3,21.1599998,26.3261833,0.0324148014,-0.0590190515,1.60475411e-05,30,1.23300004,1,114808397128552576,zg,60623,WDJ024849.59+264332.15,unclassified,False,False,2460623.7108930438
605109400001826,287036018,2460624.8659907137,60624.360185199999,17.0961285,0.0187719185,0,zg,42.206434700000003,26.725556900000001,1.15799999,-0.0879999995,20241110360185,605,0x9,0x4,21.4099998,26.3193283,0.0364424922,-0.0787007362,2.06795412e-05,30,1.07700002,1,114808397128552576,zg,60624,WDJ024849.59+264332.15,unclassified,False,False,2460624.8665749114
606112300001983,287321621,2460627.7220083512,60627.216215300003,17.0716972,0.0174589083,0,zg,42.2064728,26.725555700000001,0.523999989,-0.00300000003,20241113216204,606,0xc,0x3,19.5499992,26.359354,0.0417685397,-0.0641831234,8.65957627e-05,30,1.14300001,1,114808397128552576,zg,60627,WDJ024849.59+264332.15,unclassified,False,False,2460627.7225925731
605109400001826,287722303,2460631.72878453,60631.223032399997,17.1111889,0.018887138,0,zg,42.206462999999999,26.725578299999999,0.921000004,0.00499999989,20241117223021,605,0x9,0x4,19.6700001,26.3301277,0.0401162244,-0.0237967558,7.49272003e-05,30,1.04900002,1,114808397128552576,zg,60631,WDJ024849.59+264332.15,unclassified,False,False,2460631.7293687877
606112300001983,287726944,2460631.7751959078,60631.269444400001,17.0518417,0.0173463468,0,zg,42.206391600000003,26.725564599999998,0.486000001,-0.0109999999,20241117269363,606,0xc,0x3,19.6900005,26.3583202,0.0425586253,-0.0489983074,7.52899869e-05,30,1.01800001,1,114808397128552576,zg,60631,WDJ024849.59+264332.15,unclassified,False,False,2460631.7757801670
605109400001826,288031730,2460634.8230050593,60634.317303199998,17.0847378,0.018685922,0,zg,42.206434899999998,26.725583799999999,0.430000007,0.00300000003,20241120317292,605,0x9,0x4,20.2700005,26.1796436,0.0375516899,-0.0291933063,3.78254372e-05,30,1.04700005,1,114808397128552576,zg,60634,WDJ024849.59+264332.15,unclassified,False,False,2460634.8235893459
606112300001983,288033936,2460634.8450648356,60634.339363400002,17.0741577,0.017473001,0,zg,42.206453699999997,26.725543399999999,0.465000004,-0.00499999989,20241120339363,606,0xc,0x3,20.5200005,26.3462181,0.0379960462,-0.0597754158,3.17016311e-05,30,1.04900002,1,114808397128552576,zg,60634,WDJ024849.59+264332.15,unclassified,False,False,2460634.8456491213
606112300001983,288227489,2460636.7805574853,60636.274895800001,17.0881176,0.0175535809,0,zg,42.206437600000001,26.7255647,0.750999987,-0.00100000005,20241122274896,606,0xc,0x3,21.5499992,26.3537865,0.0291376188,-0.0580084175,1.2394421e-05,30,1.00800002,1,114808397128552576,zg,60636,WDJ024849.59+264332.15,unclassified,False,False,2460636.7811417896
605109400001826,288227541,2460636.7810783735,60636.275416700002,17.0954762,0.0187669676,0,zg,42.206448899999998,26.725588999999999,0.51700002,-0.0219999999,20241122275359,605,0x9,0x4,21.1000004,26.340435,0.0362966582,-0.0597627461,2.17300549e-05,30,1.00999999,1,114808397128552576,zg,60636,WDJ024849.59+264332.15,unclassified,False,False,2460636.7816626779
605109400001826,289325975,2460647.7650745525,60647.259756899999,17.0618706,0.0185162183,0,zg,42.206432100000001,26.7255471,0.472000003,-0.0219999999,20241203259757,605,0x9,0x4,21.75,26.315834,0.032562077,-0.0999209434,1.55932703e-05,30,1.01999998,1,114808397128552576,zg,60647,WDJ024849.59+264332.15,unclassified,False,False,2460647.7656589649
606112300001983,289419710,2460648.7023856789,60648.197106500003,17.0661926,0.0174274892,0,zg,42.206431000000002,26.7255596,0.568000019,0.0140000004,20241204197095,606,0xc,0x3,21.8299999,26.3401642,0.0280318167,-0.0806235746,1.1368069e-05,30,1.04999995,1,114808397128552576,zg,60648,WDJ024849.59+264332.15,unclassified,False,False,2460648.7029701006
605109400001826,289534053,2460649.8457627394,60649.340532399998,17.0718327,0.0185896661,0,zg,42.206447300000001,26.725574000000002,0.458000004,0.0270000007,20241205340532,605,0x9,0x4,21.6000004,26.3066902,0.0334597193,-0.0830483884,1.63309942e-05,30,1.24100006,1,114808397128552576,zg,60649,WDJ024849.59+264332.15,unclassified,False,False,2460649.8463471723
606112300001983,289634112,2460650.8463086458,60650.341122700003,17.07584,0.017482657,0,zg,42.206451000000001,26.725566100000002,0.805999994,0.0340000018,20241206341123,606,0xc,0x3,21.4200001,26.3141708,0.0279929042,-0.0673786327,1.1515267e-05,30,1.16700006,1,114808397128552576,zg,60650,WDJ024849.59+264332.15,unclassified,False,False,2460650.8468930884
605109400001826,289722377,2460651.7289186367,60651.223773099999,17.078928,0.0186424311,0,zg,42.206432399999997,26.725572499999998,0.851999998,-0.0450000018,20241207223773,605,0x9,0x4,21.1700001,26.350071,0.0334362201,-0.0633145124,1.87692767e-05,30,1.00800002,1,114808397128552576,zg,60651,WDJ024849.59+264332.15,unclassified,False,False,2460651.7295030896
606112300001983,289822138,2460652.7264872789,60652.221388899998,17.0679245,0.0174373575,0,zg,42.206436400000001,26.725566700000002,0.791999996,-0,20241208221389,606,0xc,0x3,20.7399998,26.0592651,0.0357821099,-0.0495072566,2.2639555e-05,30,1.01199996,1,114808397128552576,zg,60652,WDJ024849.59+264332.15,unclassified,False,False,2460652.7270717421
605109400001826,289920692,2460653.7119716052,60653.2069213,17.102478,0.0188202895,0,zg,42.206458300000001,26.725586100000001,0.456,-0.0109999999,20241209206887,605,0x9,0x4,20.75,26.3586617,0.0355322585,-0.0477265939,2.50462454e-05,30,1.00800002,1,114808397128552576,zg,60653,WDJ024849.59+264332.15,unclassified,False,False,2460653.7125560781
606112300001983,290023432,2460654.7393273339,60654.234328699997,17.0206223,0.0171735324,0,zg,42.2064314,26.7255678,0.855000019,-0.0130000003,20241210234306,606,0xc,0x3,19.25,26.3579025,0.0387600213,-0.029385535,8.75540718e-05,30,1.00699997,1,114808397128552576,zg,60654,WDJ024849.59+264332.15,unclassified,False,False,2460654.7399118184
605109400001826,290119857,2460655.7035251111,60655.198576399998,17.1337929,0.0190633442,0,zg,42.206457800000003,26.725572799999998,0.555000007,-0.00600000005,20241211198565,605,0x9,0x4,19.6299992,26.2701302,0.0405264385,-0.0298571438,7.70720508e-05,30,1.00899994,1,114808397128552576,zg,60655,WDJ024849.59+264332.15,unclassified,False,False,2460655.7041096049
605109400001826,290423237,2460658.7371554887,60658.232372699997,17.1050625,0.0188400615,0,zg,42.206412299999997,26.725575200000002,0.442999989,-0.0309999995,20241214232373,605,0x9,0x4,20.0499992,26.3801479,0.0394239314,-0.0500398837,5.37529668e-05,30,1.02199996,1,114808397128552576,zg,60658,WDJ024849.59+264332.15,unclassified,False,False,2460658.7377400179
606112300001983,290621217,2460660.7168433373,60660.2121759,17.0321732,0.0172368865,0,zg,42.206427400000003,26.7255708,0.382999986,-0.00899999961,20241216212153,606,0xc,0x3,19.8899994,26.3295536,0.0390874445,-0.0600557439,5.9802107e-05,30,1.00800002,1,114808397128552576,zg,60660,WDJ024849.59+264332.15,unclassified,False,False,2460660.7174278875
606112300001983,290938483,2460663.8893091767,60663.384837999998,17.0523472,0.0173491854,0,zg,42.206462799999997,26.725558700000001,0.379999995,0.00100000005,20241219384838,606,0xc,0x3,20.2700005,26.1969891,0.0416290946,-0.0231047105,4.67376085e-05,30,1.73199999,1,114808397128552576,zg,60663,WDJ024849.59+264332.15,unclassified,False,False,2460663.8898937604
605109400001826,290938531,2460663.8897836441,60663.385312500002,17.1083755,0.0188654829,0,zg,42.206437399999999,26.725590100000002,0.816999972,0.0280000009,20241219385313,605,0x9,0x4,20.1200008,26.1910534,0.0405533388,-0.0236208569,5.15689208e-05,30,2.06200004,1,114808397128552576,zg,60663,WDJ024849.59+264332.15,unclassified,False,False,2460663.8903682297
606112300001983,291130538,2460665.8097278434,60665.305381899998,17.0793076,0.0175026078,0,zg,42.206448299999998,26.725544899999999,0.638000011,-0.00800000038,20241221305382,606,0xc,0x3,21.2099991,26.3279171,0.030168198,-0.0825404674,1.42888784e-05,30,1.18700004,1,114808397128552576,zg,60665,WDJ024849.59+264332.15,unclassified,False,False,2460665.8103124499
605109400001826,291133244,2460665.8367862203,60665.3324421,17.0816803,0.0186630022,0,zg,42.2064418,26.7255842,0.957000017,-0.0529999994,20241221332361,605,0x9,0x4,20.7900009,26.2539539,0.0392861255,-0.0232540704,2.96438211e-05,30,1.46599996,1,114808397128552576,zg,60665,WDJ024849.59+264332.15,unclassified,False,False,2460665.8373708278
605109400001826,291324634,2460667.7505570687,60667.246342600003,17.0533752,0.0184541531,0,zg,42.206429300000003,26.7255769,0.694000006,-0.00200000009,20241223246343,605,0x9,0x4,20.5100002,26.06707,0.0498718694,-0.0626299456,4.86742829e-05,30,1.08500004,1,114808397128552576,zg,60667,WDJ024849.59+264332.15,unclassified,False,False,2460667.7511416990
606112300001983,291324681,2460667.7510315366,60667.2468171,17.0974159,0.0176078398,0,zg,42.206434399999999,26.725572499999998,0.851999998,0.0299999993,20241223246806,606,0xc,0x3,20.5900002,26.1033287,0.039048627,-0.0715595633,3.03677971e-05,30,1.04499996,1,114808397128552576,zg,60667,WDJ024849.59+264332.15,unclassified,False,False,2460667.7516161660
606112300001983,291729174,2460671.7956729396,60671.291747700001,17.0721512,0.0174615066,0,zg,42.2064515,26.725557599999998,0.731000006,-0.00700000022,20241227291701,606,0xc,0x3,21.0900002,26.3360863,0.0338984579,-0.0601337142,1.81357464e-05,30,1.19799995,1,114808397128552576,zg,60671,WDJ024849.59+264332.15,unclassified,False,False,2460671.7962576160
605109400001826,291926155,2460673.7653282844,60673.261550900002,17.0827255,0.0186708309,0,zg,42.206443100000001,26.725576400000001,0.393000007,-0.00400000019,20241229261551,605,0x9,0x4,21.3700008,26.3058338,0.0332093835,-0.0658512637,1.68824026e-05,30,1.18200004,1,114808397128552576,zg,60673,WDJ024849.59+264332.15,unclassified,False,False,2460673.7659129850
606112300001983,292021445,2460674.718160287,60674.214456000002,17.0917759,0.0175748747,0,zg,42.2064229,26.7255614,1.07700002,-0.00499999989,20241230214387,606,0xc,0x3,20.8899994,26.3841457,0.0346731134,-0.0850078911,2.06999157e-05,30,1.02699995,1,114808397128552576,zg,60674,WDJ024849.59+264332.15,unclassified,False,False,2460674.7187450002
606112300001983,292322053,2460677.7239995501,60677.220532400002,17.0679512,0.0174375065,0,zg,42.206442000000003,26.725560699999999,0.568000019,-0.0179999992,20250102220521,606,0xc,0x3,21.4200001,26.3654957,0.0311176106,-0.0723204911,1.39159893e-05,30,1.04700005,1,114808397128552576,zg,60677,WDJ024849.59+264332.15,unclassified,False,False,2460677.7245842982
605109400001826,292322099,2460677.7244625115,60677.220995399999,17.1134529,0.0189046059,0,zg,42.2064351,26.725556000000001,1.01600003,-0.061999999,20250102220995,605,0x9,0x4,21.4500008,26.3547459,0.0339960717,-0.0817812085,1.71573265e-05,30,1.09000003,1,114808397128552576,zg,60677,WDJ024849.59+264332.15,unclassified,False,False,2460677.7250472605
605109400001826,292521630,2460679.7196124466,60679.216307900002,17.0865688,0.0186996795,0,zg,42.206443899999996,26.725572,0.67900002,0.0160000008,20250104216296,605,0x9,0x4,21.4500008,26.3507786,0.0366627425,-0.0802881047,2.04637236e-05,30,1.09099996,1,114808397128552576,zg,60679,WDJ024849.59+264332.15,unclassified,False,False,2460679.7201972194
606112300001983,292521678,2460679.7200869075,60679.216782399999,17.0701313,0.0174499489,0,zg,42.2064448,26.7255629,0.453999996,-0.00100000005,20250104216771,606,0xc,0x3,21.4400005,26.3615971,0.0296376739,-0.0607183203,1.29939635e-05,30,1.04999995,1,114808397128552576,zg,60679,WDJ024849.59+264332.15,unclassified,False,False,2460679.7206716803
606112300001983,292712783,2460681.630980792,60681.127835599997,17.0254021,0.0171996672,0,zg,42.206447799999999,26.725557299999998,0.629999995,-0.0370000005,20250106127731,606,0xc,0x3,21.1800003,26.3125248,0.0425346419,-0.108253598,2.87584571e-05,30,1.02199996,1,114808397128552576,zg,60681,WDJ024849.59+264332.15,unclassified,False,False,2460681.6315655881
606112300001983,293824593,2460692.7480953028,60692.245937500003,17.0617695,0.0174023658,0,zg,42.206423299999997,26.725565499999998,0.423000008,-0.0199999996,20250117245856,606,0xc,0x3,20.6700001,26.2451191,0.0347312987,-0.0510382354,2.41911366e-05,30,1.25,1,114808397128552576,zg,60692,WDJ024849.59+264332.15,unclassified,False,False,2460692.7486802437
606112300001983,294017960,2460694.681583785,60694.179606500002,17.0693703,0.017445609,0,zg,42.2064296,26.725555400000001,0.933000028,0.0130000003,20250119179560,606,0xc,0x3,21.4500008,26.3428326,0.0313957036,-0.0647073239,1.44178139e-05,30,1.05599999,1,114808397128552576,zg,60694,WDJ024849.59+264332.15,unclassified,False,False,2460694.6821687515
606112300001983,295214006,2460706.640891009,60706.140069399997,17.0728912,0.0174657386,0,zg,42.206437200000003,26.7255605,0.964999974,0.0329999998,20250131139919,606,0xc,0x3,21.5699997,26.3452702,0.0283594504,-0.0653550178,1.17599211e-05,30,1.04499996,1,114808397128552576,zg,60706,WDJ024849.59+264332.15,unclassified,False,False,2460706.6414761380
605109400001826,296815657,2460722.6558129299,60722.156574100001,17.0886993,0.0187157169,0,zg,42.206434199999997,26.725586700000001,0.589999974,-0.00999999978,20250216156539,605,0x9,0x4,20.4699993,26.1802139,0.0356966816,-0.0427137017,3.17564118e-05,30,1.324,1,114808397128552576,zg,60722,WDJ024849.59+264332.15,unclassified,False,False,2460722.6563982903
606112300001983,296818780,2460722.6870366475,60722.187800899999,17.0574799,0.0173780918,0,zg,42.2064223,26.7255562,0.757000029,0.0130000003,20250216187789,606,0xc,0x3,20.25,26.1460323,0.0391499139,-0.0403010435,3.91923932e-05,30,1.39100003,1,114808397128552576,zg,60722,WDJ024849.59+264332.15,unclassified,False,False,2460722.6876220093
605109400001826,297314229,2460727.6410470158,60727.142291700002,17.0937805,0.0187541153,0,zg,42.206444099999999,26.725561899999999,0.349999994,0.0120000001,20250221142292,605,0x9,0x4,21.1100006,26.2797604,0.0335357524,-0.057965789,1.84744058e-05,30,1.32000005,1,114808397128552576,zg,60727,WDJ024849.59+264332.15,unclassified,False,False,2460727.6416324507
606112300001983,297314276,2460727.6415214692,60727.142766199999,17.0942764,0.0175894704,0,zg,42.206434299999998,26.725555400000001,0.763000011,0.0199999996,20250221142766,606,0xc,0x3,21.1800003,26.291338,0.031090118,-0.0519489162,1.48020727e-05,30,1.21500003,1,114808397128552576,zg,60727,WDJ024849.59+264332.15,unclassified,False,False,2460727.6421069046
606112300001983,297513263,2460729.631203949,60729.132638900002,17.0569706,0.0173752196,0,zg,42.2064612,26.725562400000001,1.01499999,0.0140000004,20250223132627,606,0xc,0x3,21.2900009,26.2982922,0.0316495188,-0.0784312934,1.50841415e-05,30,1.19500005,1,114808397128552576,zg,60729,WDJ024849.59+264332.15,unclassified,False,False,2460729.6317894123
605109400001826,297520506,2460729.7036274918,60729.205069399999,17.0874786,0.0187065247,0,zg,42.2064527,26.72559,1.36699998,-0.0860000029,20250223205069,605,0x9,0x4,20.5599995,26.0797539,0.0387821347,-0.0207989477,3.47367168e-05,30,2.06100011,1,114808397128552576,zg,60729,WDJ024849.59+264332.15,unclassified,False,False,2460729.7042129561
605109400001826,297715291,2460731.6512905578,60731.152916699997,17.0895863,0.0187224038,0,zg,42.206437000000001,26.725572199999998,0.621999979,-0.0130000003,20250225152917,605,0x9,0x4,21.1499996,26.2529469,0.0318301693,-0.0366597585,1.66862592e-05,30,1.472,1,114808397128552576,zg,60731,WDJ024849.59+264332.15,unclassified,False,False,2460731.6518760538
606112300001983,297722633,2460731.7246978749,60731.226330999998,17.105814,0.0176572539,0,zg,42.206432399999997,26.725557599999998,1.44599998,0.0370000005,20250225226285,606,0xc,0x3,20.5799999,26.0671673,0.041399546,-0.0281413626,3.52443494e-05,30,2.1789999,1,114808397128552576,zg,60731,WDJ024849.59+264332.15,unclassified,False,False,2460731.7252833727
606112300001983,297913225,2460733.6304456359,60733.132256899997,17.0799809,0.0175064877,0,zg,42.206448999999999,26.7255486,0.515999973,-0.0109999999,20250227132257,606,0xc,0x3,21.0300007,26.2804356,0.0331224166,-0.0592623055,1.79460185e-05,30,1.24199998,1,114808397128552576,zg,60733,WDJ024849.59+264332.15,unclassified,False,False,2460733.6310311621
605109400001826,297914505,2460733.6432454344,60733.145057900001,17.0713425,0.0185860377,0,zg,42.206422500000002,26.725596599999999,1,-0.00100000005,20250227145058,605,0x9,0x4,20.6200008,26.2513256,0.0386310965,-0.0422883518,3.05343419e-05,30,1.45200002,1,114808397128552576,zg,60733,WDJ024849.59+264332.15,unclassified,False,False,2460733.6438309611
606112300001983,298917820,2460743.6754963407,60743.178205999997,17.0812454,0.0175137799,0,zg,42.206456899999999,26.7255772,0.504999995,0.00600000005,20250309178079,606,0xc,0x3,19.7399998,26.1129723,0.037700396,-0.0505716503,6.15834942e-05,30,1.89699996,1,114808397128552576,zg,60743,WDJ024849.59+264332.15,unclassified,False,False,2460743.6760820220
605109400001826,314646377,2460900.9642303889,60900.463773099997,17.1178322,0.0189385172,0,zg,42.206435300000003,26.725545799999999,1.22800004,-0.023,20250813463773,605,0x9,0x4,20.2000008,26.2812061,0.0399363674,-0.0199496858,5.01581162e-05,30,1.09500003,1,114808397128552576,zg,60900,WDJ024849.59+264332.15,unclassified,False,False,2460900.9648190155
606112300001983,314648528,2460900.9857487744,60900.4852894,17.0689735,0.0174433403,0,zg,42.206420299999998,26.725550599999998,0.356999993,-0.00300000003,20250813485278,606,0xc,0x3,20.5900002,26.3289986,0.0352905132,-0.0829440653,2.80194781e-05,30,1.09300005,1,114808397128552576,zg,60900,WDJ024849.59+264332.15,unclassified,False,False,2460900.9863374005
605109400001826,315048324,2460904.9840844846,60904.483240699999,17.1086254,0.0188673977,0,zg,42.206429,26.725563900000001,1.12300003,-0.0109999999,20250817483229,605,0x9,0x4,21.4099998,26.3408737,0.032038141,-0.0617531054,1.55207945e-05,30,1.03600001,1,114808397128552576,zg,60904,WDJ024849.59+264332.15,unclassified,False,False,2460904.9846732011
606112300001983,315048370,2460904.9845475284,60904.483703700003,17.0617828,0.0174024384,0,zg,42.206437899999997,26.725557200000001,0.537999988,0,20250817483704,606,0xc,0x3,21.5400009,26.3711567,0.0293271635,-0.0818599761,1.25506513e-05,30,1.07200003,1,114808397128552576,zg,60904,WDJ024849.59+264332.15,unclassified,False,False,2460904.9851362454
605109400001826,315540707,2460909.9083847785,60909.4070718,17.093071,0.018748736,0,zg,42.206423600000001,26.725539900000001,0.739000022,-0.0240000002,20250822407060,605,0x9,0x4,21.5900002,26.1844826,0.0351805687,-0.0788069144,1.86705147e-05,30,1.20099998,1,114808397128552576,zg,60909,WDJ024849.59+264332.15,unclassified,False,False,2460909.9089736049
606112300001983,315543374,2460909.9350655191,60909.433749999997,17.0654144,0.0174230598,0,zg,42.206446499999998,26.725542399999998,0.985000014,-0.0140000004,20250822433750,606,0xc,0x3,21.7700005,26.2411289,0.0280791,-0.088083759,1.12957105e-05,30,1.17799997,1,114808397128552576,zg,60909,WDJ024849.59+264332.15,unclassified,False,False,2460909.9356543482
606112300001983,315738682,2460911.8883283031,60911.3868287,17.0907173,0.0175687056,0,zg,42.2064199,26.725545700000001,0.818000019,-0.0599999987,20250824386817,606,0xc,0x3,21.5100002,26.2533245,0.028693283,-0.09188959,1.20169007e-05,30,1.39900005,1,114808397128552576,zg,60911,WDJ024849.59+264332.15,unclassified,False,False,2460911.8889171747
605109400001826,315740025,2460911.9017554754,60911.400254599997,17.1050663,0.0188400894,0,zg,42.206423899999997,26.725542099999998,0.426999986,0.0149999997,20250824400243,605,0x9,0x4,21.6200008,26.2287216,0.0365606137,-0.0815595984,1.98701455e-05,30,1.20700002,1,114808397128552576,zg,60911,WDJ024849.59+264332.15,unclassified,False,False,2460911.9023443470
605109400001826,316048160,2460914.9833971164,60914.481608800001,17.1013908,0.018811984,0,zg,42.2064272,26.725550599999998,0.60799998,0.0390000008,20250827481562,605,0x9,0x4,21.5900002,26.3158817,0.0370796137,-0.086236164,2.07490011e-05,30,1.01199996,1,114808397128552576,zg,60914,WDJ024849.59+264332.15,unclassified,False,False,2460914.9839860592
605109400001826,316340384,2460917.9058993226,60917.403842599997,17.0869846,0.0187028088,0,zg,42.206424400000003,26.7255851,1.30799997,0.023,20250830403843,605,0x9,0x4,21.3199997,26.2722511,0.0356928781,-0.0659384429,1.98695216e-05,30,1.13300002,1,114808397128552576,zg,60917,WDJ024849.59+264332.15,unclassified,False,False,2460917.9064883343
