source_id,night_mjd,night_date,mag_binned,mag_err,n_exp,wd_class,year
GaiaDR3_103999471976858496,58296,2018-06-27,16.917614,0.017703,1,periodic/transit,2018
GaiaDR3_103999471976858496,58300,2018-07-01,16.804302,0.017142,1,periodic/transit,2018
GaiaDR3_103999471976858496,58303,2018-07-04,16.76046,0.016942,1,periodic/transit,2018
GaiaDR3_103999471976858496,58313,2018-07-14,16.699951,0.01668,1,periodic/transit,2018
GaiaDR3_103999471976858496,58319,2018-07-20,16.920206,0.017717,1,periodic/transit,2018
GaiaDR3_103999471976858496,58322,2018-07-23,16.726696,0.016794,1,periodic/transit,2018
GaiaDR3_103999471976858496,58325,2018-07-26,16.808327,0.017161,1,periodic/transit,2018
GaiaDR3_103999471976858496,58331,2018-08-01,16.763266,0.016954,1,periodic/transit,2018
GaiaDR3_103999471976858496,58332,2018-08-02,16.948517,0.015292,1,periodic/transit,2018
GaiaDR3_103999471976858496,58335,2018-08-05,16.696789,0.016667,1,periodic/transit,2018
GaiaDR3_103999471976858496,58338,2018-08-08,16.792473,0.017087,1,periodic/transit,2018
GaiaDR3_103999471976858496,58342,2018-08-12,16.807629,0.017158,1,periodic/transit,2018
GaiaDR3_103999471976858496,58345,2018-08-15,16.781335,0.012046,2,periodic/transit,2018
GaiaDR3_103999471976858496,58346,2018-08-16,16.863094,0.017425,1,periodic/transit,2018
GaiaDR3_103999471976858496,58347,2018-08-17,16.787983,0.009852,3,periodic/transit,2018
GaiaDR3_103999471976858496,58348,2018-08-18,16.723675,0.011866,2,periodic/transit,2018
GaiaDR3_103999471976858496,58349,2018-08-19,16.687254,0.016627,1,periodic/transit,2018
GaiaDR3_103999471976858496,58350,2018-08-20,16.905926,0.017642,1,periodic/transit,2018
GaiaDR3_103999471976858496,58351,2018-08-21,16.825056,0.0156,2,periodic/transit,2018
GaiaDR3_103999471976858496,58352,2018-08-22,16.815445,0.017194,1,periodic/transit,2018
GaiaDR3_103999471976858496,58360,2018-08-30,16.853508,0.014059,2,periodic/transit,2018
GaiaDR3_103999471976858496,58362,2018-09-01,16.736599,0.016837,1,periodic/transit,2018
GaiaDR3_103999471976858496,58363,2018-09-02,16.717365,0.010482,3,periodic/transit,2018
GaiaDR3_103999471976858496,58364,2018-09-03,16.905008,0.01155,2,periodic/transit,2018
GaiaDR3_103999471976858496,58365,2018-09-04,16.787367,0.01112,2,periodic/transit,2018
GaiaDR3_103999471976858496,58366,2018-09-05,16.771728,0.014641,3,periodic/transit,2018
GaiaDR3_103999471976858496,58367,2018-09-06,16.711824,0.029719,2,periodic/transit,2018
GaiaDR3_103999471976858496,58368,2018-09-07,16.855484,0.017387,1,periodic/transit,2018
GaiaDR3_103999471976858496,58369,2018-09-08,16.78463,0.012057,2,periodic/transit,2018
GaiaDR3_103999471976858496,58370,2018-09-09,16.80891,0.017164,1,periodic/transit,2018
GaiaDR3_103999471976858496,58371,2018-09-10,16.736111,0.016835,1,periodic/transit,2018
GaiaDR3_103999471976858496,58372,2018-09-11,16.771603,0.015455,3,periodic/transit,2018
GaiaDR3_103999471976858496,58373,2018-09-12,16.898422,0.017603,1,periodic/transit,2018
GaiaDR3_103999471976858496,58374,2018-09-13,16.767517,0.011224,2,periodic/transit,2018
GaiaDR3_103999471976858496,58375,2018-09-14,16.745226,0.011932,2,periodic/transit,2018
GaiaDR3_103999471976858496,58376,2018-09-15,16.842701,0.017325,1,periodic/transit,2018
GaiaDR3_103999471976858496,58377,2018-09-16,16.819668,0.017214,1,periodic/transit,2018
GaiaDR3_103999471976858496,58378,2018-09-17,16.775093,0.009802,3,periodic/transit,2018
GaiaDR3_103999471976858496,58379,2018-09-18,16.757803,0.01693,1,periodic/transit,2018
GaiaDR3_103999471976858496,58382,2018-09-21,16.847597,0.017349,1,periodic/transit,2018
GaiaDR3_103999471976858496,58383,2018-09-22,16.798313,0.017114,1,periodic/transit,2018
GaiaDR3_103999471976858496,58384,2018-09-23,16.728881,0.044281,2,periodic/transit,2018
GaiaDR3_103999471976858496,58385,2018-09-24,16.737375,0.033703,3,periodic/transit,2018
GaiaDR3_103999471976858496,58386,2018-09-25,16.827639,0.017252,1,periodic/transit,2018
GaiaDR3_103999471976858496,58390,2018-09-29,16.711258,0.010869,2,periodic/transit,2018
GaiaDR3_103999471976858496,58397,2018-10-06,16.798183,0.017114,1,periodic/transit,2018
GaiaDR3_103999471976858496,58425,2018-11-03,16.748383,0.016888,1,periodic/transit,2018
GaiaDR3_103999471976858496,58426,2018-11-04,16.66275,0.013786,1,periodic/transit,2018
GaiaDR3_103999471976858496,58427,2018-11-05,16.874807,0.014862,1,periodic/transit,2018
GaiaDR3_103999471976858496,58428,2018-11-06,16.87303,0.017475,1,periodic/transit,2018
GaiaDR3_103999471976858496,58430,2018-11-08,16.77245,0.014315,1,periodic/transit,2018
GaiaDR3_103999471976858496,58431,2018-11-09,16.659145,0.016513,1,periodic/transit,2018
GaiaDR3_103999471976858496,58434,2018-11-12,16.793196,0.01709,1,periodic/transit,2018
GaiaDR3_103999471976858496,58436,2018-11-14,16.661173,0.013778,1,periodic/transit,2018
GaiaDR3_103999471976858496,58437,2018-11-15,16.921345,0.017723,1,periodic/transit,2018
GaiaDR3_103999471976858496,58469,2018-12-17,16.901821,0.017621,1,periodic/transit,2018
GaiaDR3_103999471976858496,58472,2018-12-20,16.661451,0.013323,4,periodic/transit,2018
GaiaDR3_103999471976858496,58474,2018-12-22,16.87376,0.017478,1,periodic/transit,2018
GaiaDR3_103999471976858496,58475,2018-12-23,16.792916,0.012084,2,periodic/transit,2018
GaiaDR3_103999471976858496,58483,2018-12-31,16.893227,0.014967,1,periodic/transit,2018
GaiaDR3_103999471976858496,58487,2019-01-04,16.922802,0.01773,1,periodic/transit,2019
GaiaDR3_103999471976858496,58490,2019-01-07,16.736595,0.011905,2,periodic/transit,2019
GaiaDR3_103999471976858496,58491,2019-01-08,16.795139,0.017099,1,periodic/transit,2019
GaiaDR3_103999471976858496,58493,2019-01-10,16.791729,0.020631,2,periodic/transit,2019
GaiaDR3_103999471976858496,58494,2019-01-11,16.748653,0.01689,1,periodic/transit,2019
GaiaDR3_103999471976858496,58503,2019-01-20,16.748971,0.020029,2,periodic/transit,2019
GaiaDR3_103999471976858496,58505,2019-01-22,16.921637,0.017724,1,periodic/transit,2019
GaiaDR3_103999471976858496,58509,2019-01-26,16.870362,0.012347,2,periodic/transit,2019
GaiaDR3_103999471976858496,58510,2019-01-27,16.929857,0.017768,1,periodic/transit,2019
GaiaDR3_103999471976858496,58511,2019-01-28,16.787247,0.017063,1,periodic/transit,2019
GaiaDR3_103999471976858496,58522,2019-02-08,16.688448,0.016632,1,periodic/transit,2019
GaiaDR3_103999471976858496,58523,2019-02-09,16.854393,0.017382,1,periodic/transit,2019
GaiaDR3_103999471976858496,58534,2019-02-20,16.802885,0.030552,2,periodic/transit,2019
GaiaDR3_103999471976858496,58539,2019-02-25,16.782538,0.01205,2,periodic/transit,2019
GaiaDR3_103999471976858496,58557,2019-03-15,16.809071,0.036817,2,periodic/transit,2019
GaiaDR3_103999471976858496,58655,2019-06-21,16.857706,0.017398,1,periodic/transit,2019
GaiaDR3_103999471976858496,58667,2019-07-03,16.720573,0.016768,1,periodic/transit,2019
GaiaDR3_103999471976858496,58670,2019-07-06,16.804176,0.017141,1,periodic/transit,2019
GaiaDR3_103999471976858496,58673,2019-07-09,16.793266,0.017091,1,periodic/transit,2019
GaiaDR3_103999471976858496,58676,2019-07-12,16.725506,0.016789,1,periodic/transit,2019
GaiaDR3_103999471976858496,58680,2019-07-16,16.740551,0.016854,1,periodic/transit,2019
GaiaDR3_103999471976858496,58681,2019-07-17,16.881313,0.017516,1,periodic/transit,2019
GaiaDR3_103999471976858496,58682,2019-07-18,16.797497,0.01711,1,periodic/transit,2019
GaiaDR3_103999471976858496,58683,2019-07-19,16.777479,0.012034,2,periodic/transit,2019
GaiaDR3_103999471976858496,58684,2019-07-20,16.721792,0.016773,1,periodic/transit,2019
GaiaDR3_103999471976858496,58685,2019-07-21,16.800386,0.017124,1,periodic/transit,2019
GaiaDR3_103999471976858496,58686,2019-07-22,16.869226,0.017456,1,periodic/transit,2019
GaiaDR3_103999471976858496,58688,2019-07-24,16.736177,0.016835,1,periodic/transit,2019
GaiaDR3_103999471976858496,58690,2019-07-26,16.839306,0.025064,2,periodic/transit,2019
GaiaDR3_103999471976858496,58691,2019-07-27,16.800709,0.017125,1,periodic/transit,2019
GaiaDR3_103999471976858496,58693,2019-07-29,16.692497,0.011773,2,periodic/transit,2019
GaiaDR3_103999471976858496,58694,2019-07-30,16.74918,0.016892,1,periodic/transit,2019
GaiaDR3_103999471976858496,58695,2019-07-31,16.88044,0.017512,1,periodic/transit,2019
GaiaDR3_103999471976858496,58696,2019-08-01,16.775313,0.012027,2,periodic/transit,2019
GaiaDR3_103999471976858496,58697,2019-08-02,16.709406,0.016704,3,periodic/transit,2019
GaiaDR3_103999471976858496,58698,2019-08-03,16.683609,0.016612,1,periodic/transit,2019
GaiaDR3_103999471976858496,58699,2019-08-04,16.904755,0.012471,2,periodic/transit,2019
GaiaDR3_103999471976858496,58700,2019-08-05,16.788407,0.01139,2,periodic/transit,2019
GaiaDR3_103999471976858496,58701,2019-08-06,16.792099,0.017085,1,periodic/transit,2019
GaiaDR3_103999471976858496,58703,2019-08-08,16.853064,0.012286,2,periodic/transit,2019
GaiaDR3_103999471976858496,58704,2019-08-09,16.884705,0.017533,1,periodic/transit,2019
GaiaDR3_103999471976858496,58705,2019-08-10,16.811173,0.017174,1,periodic/transit,2019
GaiaDR3_103999471976858496,58707,2019-08-12,16.66589,0.01654,1,periodic/transit,2019
GaiaDR3_103999471976858496,58708,2019-08-13,16.902035,0.017622,1,periodic/transit,2019
GaiaDR3_103999471976858496,58709,2019-08-14,16.750347,0.016897,1,periodic/transit,2019
GaiaDR3_103999471976858496,58711,2019-08-16,16.615528,0.016342,1,periodic/transit,2019
GaiaDR3_103999471976858496,58712,2019-08-17,16.818973,0.022907,2,periodic/transit,2019
GaiaDR3_103999471976858496,58714,2019-08-19,16.777218,0.017017,1,periodic/transit,2019
GaiaDR3_103999471976858496,58715,2019-08-20,16.610259,0.01893,2,periodic/transit,2019
GaiaDR3_103999471976858496,58718,2019-08-23,16.800472,0.017124,1,periodic/transit,2019
GaiaDR3_103999471976858496,58722,2019-08-27,16.836182,0.010359,2,periodic/transit,2019
GaiaDR3_103999471976858496,58723,2019-08-28,16.77079,0.014306,1,periodic/transit,2019
GaiaDR3_103999471976858496,58725,2019-08-30,16.691753,0.009843,2,periodic/transit,2019
GaiaDR3_103999471976858496,58726,2019-08-31,16.893923,0.010586,2,periodic/transit,2019
GaiaDR3_103999471976858496,58727,2019-09-01,16.834459,0.013936,2,periodic/transit,2019
GaiaDR3_103999471976858496,58730,2019-09-04,16.848431,0.017353,1,periodic/transit,2019
GaiaDR3_103999471976858496,58734,2019-09-08,16.700171,0.009871,2,periodic/transit,2019
GaiaDR3_103999471976858496,58736,2019-09-10,16.787407,0.017064,1,periodic/transit,2019
GaiaDR3_103999471976858496,58737,2019-09-11,16.790043,0.010186,2,periodic/transit,2019
GaiaDR3_103999471976858496,58738,2019-09-12,16.676447,0.011703,3,periodic/transit,2019
GaiaDR3_103999471976858496,58739,2019-09-13,16.908364,0.012484,2,periodic/transit,2019
GaiaDR3_103999471976858496,58746,2019-09-20,16.785976,0.008337,3,periodic/transit,2019
GaiaDR3_103999471976858496,58749,2019-09-23,16.841568,0.03792,2,periodic/transit,2019
GaiaDR3_103999471976858496,58756,2019-09-30,16.655176,0.016497,1,periodic/transit,2019
GaiaDR3_103999471976858496,58757,2019-10-01,16.802364,0.009129,3,periodic/transit,2019
GaiaDR3_103999471976858496,58758,2019-10-02,16.857388,0.008525,3,periodic/transit,2019
GaiaDR3_103999471976858496,58759,2019-10-03,16.790886,0.012077,2,periodic/transit,2019
GaiaDR3_103999471976858496,58760,2019-10-04,16.794945,0.008336,3,periodic/transit,2019
GaiaDR3_103999471976858496,58761,2019-10-05,16.791229,0.017081,1,periodic/transit,2019
GaiaDR3_103999471976858496,58763,2019-10-07,16.815989,0.013457,4,periodic/transit,2019
GaiaDR3_103999471976858496,58764,2019-10-08,16.806313,0.008367,3,periodic/transit,2019
GaiaDR3_103999471976858496,58765,2019-10-09,16.891682,0.017569,1,periodic/transit,2019
GaiaDR3_103999471976858496,58766,2019-10-10,16.682356,0.03864,3,periodic/transit,2019
GaiaDR3_103999471976858496,58767,2019-10-11,16.76244,0.056672,2,periodic/transit,2019
GaiaDR3_103999471976858496,58768,2019-10-12,16.792452,0.07613,2,periodic/transit,2019
GaiaDR3_103999471976858496,58769,2019-10-13,16.862131,0.01742,1,periodic/transit,2019
GaiaDR3_103999471976858496,58770,2019-10-14,16.82489,0.017239,1,periodic/transit,2019
GaiaDR3_103999471976858496,58771,2019-10-15,16.780304,0.017031,1,periodic/transit,2019
GaiaDR3_103999471976858496,58772,2019-10-16,16.688496,0.016633,1,periodic/transit,2019
GaiaDR3_103999471976858496,58774,2019-10-18,16.882065,0.01752,1,periodic/transit,2019
GaiaDR3_103999471976858496,58775,2019-10-19,16.774456,0.017005,1,periodic/transit,2019
GaiaDR3_103999471976858496,58776,2019-10-20,16.769569,0.016983,1,periodic/transit,2019
GaiaDR3_103999471976858496,58777,2019-10-21,16.693337,0.016653,1,periodic/transit,2019
GaiaDR3_103999471976858496,58778,2019-10-22,16.885681,0.017538,1,periodic/transit,2019
GaiaDR3_103999471976858496,58779,2019-10-23,16.796762,0.017107,1,periodic/transit,2019
GaiaDR3_103999471976858496,58781,2019-10-25,16.695152,0.01666,1,periodic/transit,2019
GaiaDR3_103999471976858496,58782,2019-10-26,16.81819,0.008404,3,periodic/transit,2019
GaiaDR3_103999471976858496,58783,2019-10-27,16.784914,0.025263,3,periodic/transit,2019
GaiaDR3_103999471976858496,58785,2019-10-29,16.738346,0.016844,1,periodic/transit,2019
GaiaDR3_103999471976858496,58786,2019-10-30,16.764851,0.049624,3,periodic/transit,2019
GaiaDR3_103999471976858496,58787,2019-10-31,16.863056,0.017425,1,periodic/transit,2019
GaiaDR3_103999471976858496,58788,2019-11-01,16.786564,0.01706,1,periodic/transit,2019
GaiaDR3_103999471976858496,58789,2019-11-02,16.803843,0.014298,4,periodic/transit,2019
GaiaDR3_103999471976858496,58790,2019-11-03,16.860128,0.010048,4,periodic/transit,2019
GaiaDR3_103999471976858496,58791,2019-11-04,16.826229,0.017246,1,periodic/transit,2019
GaiaDR3_103999471976858496,58792,2019-11-05,16.785412,0.017055,1,periodic/transit,2019
GaiaDR3_103999471976858496,58797,2019-11-10,16.771102,0.012014,2,periodic/transit,2019
GaiaDR3_103999471976858496,58800,2019-11-13,16.827642,0.017252,1,periodic/transit,2019
GaiaDR3_103999471976858496,58801,2019-11-14,16.764561,0.01696,1,periodic/transit,2019
GaiaDR3_103999471976858496,58803,2019-11-16,16.670254,0.016558,1,periodic/transit,2019
GaiaDR3_103999471976858496,58806,2019-11-19,16.785072,0.017053,1,periodic/transit,2019
GaiaDR3_103999471976858496,58811,2019-11-24,16.776216,0.011212,2,periodic/transit,2019
GaiaDR3_103999471976858496,58812,2019-11-25,16.760759,0.016943,1,periodic/transit,2019
GaiaDR3_103999471976858496,58813,2019-11-26,16.717834,0.00812,3,periodic/transit,2019
GaiaDR3_103999471976858496,58828,2019-12-11,16.861668,0.017418,1,periodic/transit,2019
GaiaDR3_103999471976858496,58830,2019-12-13,16.725998,0.048003,2,periodic/transit,2019
GaiaDR3_103999471976858496,58831,2019-12-14,16.739727,0.042133,3,periodic/transit,2019
GaiaDR3_103999471976858496,58833,2019-12-16,16.772121,0.016994,1,periodic/transit,2019
GaiaDR3_103999471976858496,58836,2019-12-19,16.779293,0.017027,1,periodic/transit,2019
GaiaDR3_103999471976858496,58846,2019-12-29,16.768953,0.01698,1,periodic/transit,2019
GaiaDR3_103999471976858496,58849,2020-01-01,16.672108,0.011713,2,periodic/transit,2020
GaiaDR3_103999471976858496,58852,2020-01-04,16.799665,0.012106,2,periodic/transit,2020
GaiaDR3_103999471976858496,58855,2020-01-07,16.855096,0.012294,2,periodic/transit,2020
GaiaDR3_103999471976858496,58859,2020-01-11,16.796213,0.017104,1,periodic/transit,2020
GaiaDR3_103999471976858496,58861,2020-01-13,16.786169,0.017058,1,periodic/transit,2020
GaiaDR3_103999471976858496,58862,2020-01-14,16.667351,0.016546,1,periodic/transit,2020
GaiaDR3_103999471976858496,58864,2020-01-16,16.864147,0.01743,1,periodic/transit,2020
GaiaDR3_103999471976858496,58871,2020-01-23,16.674006,0.011719,2,periodic/transit,2020
GaiaDR3_103999471976858496,58873,2020-01-25,16.894806,0.017585,1,periodic/transit,2020
GaiaDR3_103999471976858496,58874,2020-01-26,16.768925,0.01698,1,periodic/transit,2020
GaiaDR3_103999471976858496,58875,2020-01-27,16.749283,0.016892,1,periodic/transit,2020
GaiaDR3_103999471976858496,58876,2020-01-28,16.68354,0.016612,1,periodic/transit,2020
GaiaDR3_103999471976858496,58877,2020-01-29,16.864082,0.012325,2,periodic/transit,2020
GaiaDR3_103999471976858496,58882,2020-02-03,16.899223,0.010166,3,periodic/transit,2020
GaiaDR3_103999471976858496,58884,2020-02-05,16.740248,0.016853,1,periodic/transit,2020
GaiaDR3_103999471976858496,58885,2020-02-06,16.682054,0.011742,2,periodic/transit,2020
GaiaDR3_103999471976858496,58886,2020-02-07,16.882332,0.017521,1,periodic/transit,2020
GaiaDR3_103999471976858496,58887,2020-02-08,16.824005,0.017235,1,periodic/transit,2020
GaiaDR3_103999471976858496,58890,2020-02-11,16.900633,0.017615,1,periodic/transit,2020
GaiaDR3_103999471976858496,58891,2020-02-12,16.824432,0.012189,2,periodic/transit,2020
GaiaDR3_103999471976858496,58892,2020-02-13,16.774919,0.012026,2,periodic/transit,2020
GaiaDR3_103999471976858496,58893,2020-02-14,16.696587,0.016666,1,periodic/transit,2020
GaiaDR3_103999471976858496,58894,2020-02-15,16.800678,0.019065,2,periodic/transit,2020
GaiaDR3_103999471976858496,58895,2020-02-16,16.922777,0.01773,1,periodic/transit,2020
GaiaDR3_103999471976858496,58896,2020-02-17,16.788141,0.017067,1,periodic/transit,2020
GaiaDR3_103999471976858496,58898,2020-02-19,16.726797,0.011875,2,periodic/transit,2020
GaiaDR3_103999471976858496,58899,2020-02-20,16.875694,0.017488,1,periodic/transit,2020
GaiaDR3_103999471976858496,58900,2020-02-21,16.867348,0.017446,1,periodic/transit,2020
GaiaDR3_103999471976858496,58903,2020-02-24,16.656845,0.016504,1,periodic/transit,2020
GaiaDR3_103999471976858496,58905,2020-02-26,16.77183,0.012016,2,periodic/transit,2020
GaiaDR3_103999471976858496,58913,2020-03-05,16.913409,0.012503,2,periodic/transit,2020
GaiaDR3_103999471976858496,59036,2020-07-06,16.750137,0.016896,1,periodic/transit,2020
GaiaDR3_103999471976858496,59040,2020-07-10,16.806686,0.017153,1,periodic/transit,2020
GaiaDR3_103999471976858496,59046,2020-07-16,16.75983,0.016939,1,periodic/transit,2020
GaiaDR3_103999471976858496,59048,2020-07-18,16.863352,0.017426,1,periodic/transit,2020
GaiaDR3_103999471976858496,59049,2020-07-19,16.825035,0.01219,2,periodic/transit,2020
GaiaDR3_103999471976858496,59050,2020-07-20,16.777803,0.01702,1,periodic/transit,2020
GaiaDR3_103999471976858496,59051,2020-07-21,16.718393,0.016758,1,periodic/transit,2020
GaiaDR3_103999471976858496,59052,2020-07-22,16.77488,0.012026,2,periodic/transit,2020
GaiaDR3_103999471976858496,59053,2020-07-23,16.875385,0.017486,1,periodic/transit,2020
GaiaDR3_103999471976858496,59054,2020-07-24,16.77261,0.016996,1,periodic/transit,2020
GaiaDR3_103999471976858496,59055,2020-07-25,16.77335,0.012021,2,periodic/transit,2020
GaiaDR3_103999471976858496,59056,2020-07-26,16.673138,0.01657,1,periodic/transit,2020
GaiaDR3_103999471976858496,59057,2020-07-27,16.811459,0.017176,1,periodic/transit,2020
GaiaDR3_103999471976858496,59059,2020-07-29,16.788914,0.012071,2,periodic/transit,2020
GaiaDR3_103999471976858496,59060,2020-07-30,16.673893,0.011719,2,periodic/transit,2020
GaiaDR3_103999471976858496,59061,2020-07-31,16.780071,0.012042,2,periodic/transit,2020
GaiaDR3_103999471976858496,59062,2020-08-01,16.897369,0.014528,2,periodic/transit,2020
GaiaDR3_103999471976858496,59063,2020-08-02,16.795046,0.012091,2,periodic/transit,2020
GaiaDR3_103999471976858496,59064,2020-08-03,16.737844,0.01543,2,periodic/transit,2020
GaiaDR3_103999471976858496,59065,2020-08-04,16.663365,0.011688,2,periodic/transit,2020
GaiaDR3_103999471976858496,59066,2020-08-05,16.789124,0.012072,2,periodic/transit,2020
GaiaDR3_103999471976858496,59067,2020-08-06,16.800546,0.012109,2,periodic/transit,2020
GaiaDR3_103999471976858496,59068,2020-08-07,16.773045,0.010577,3,periodic/transit,2020
GaiaDR3_103999471976858496,59069,2020-08-08,16.798019,0.015753,2,periodic/transit,2020
GaiaDR3_103999471976858496,59073,2020-08-12,16.787097,0.012065,2,periodic/transit,2020
GaiaDR3_103999471976858496,59075,2020-08-14,16.869471,0.012577,2,periodic/transit,2020
GaiaDR3_103999471976858496,59076,2020-08-15,16.807442,0.012132,2,periodic/transit,2020
GaiaDR3_103999471976858496,59077,2020-08-16,16.792142,0.013461,2,periodic/transit,2020
GaiaDR3_103999471976858496,59080,2020-08-19,16.906803,0.017647,1,periodic/transit,2020
GaiaDR3_103999471976858496,59081,2020-08-20,16.799908,0.017122,1,periodic/transit,2020
GaiaDR3_103999471976858496,59082,2020-08-21,16.787755,0.012067,2,periodic/transit,2020
GaiaDR3_103999471976858496,59085,2020-08-24,16.886066,0.012403,2,periodic/transit,2020
GaiaDR3_103999471976858496,59086,2020-08-25,16.781971,0.010262,3,periodic/transit,2020
GaiaDR3_103999471976858496,59087,2020-08-26,16.669626,0.011706,2,periodic/transit,2020
GaiaDR3_103999471976858496,59088,2020-08-27,16.877802,0.017499,1,periodic/transit,2020
GaiaDR3_103999471976858496,59089,2020-08-28,16.889042,0.049353,3,periodic/transit,2020
GaiaDR3_103999471976858496,59090,2020-08-29,16.797337,0.014833,3,periodic/transit,2020
GaiaDR3_103999471976858496,59091,2020-08-30,16.76418,0.011992,2,periodic/transit,2020
GaiaDR3_103999471976858496,59092,2020-08-31,16.761578,0.016947,1,periodic/transit,2020
GaiaDR3_103999471976858496,59093,2020-09-01,16.868781,0.012341,2,periodic/transit,2020
GaiaDR3_103999471976858496,59094,2020-09-02,16.748779,0.011943,2,periodic/transit,2020
GaiaDR3_103999471976858496,59095,2020-09-03,16.815173,0.012157,2,periodic/transit,2020
GaiaDR3_103999471976858496,59096,2020-09-04,16.659573,0.016515,1,periodic/transit,2020
GaiaDR3_103999471976858496,59106,2020-09-14,16.828304,0.051743,2,periodic/transit,2020
GaiaDR3_103999471976858496,59107,2020-09-15,16.86335,0.017426,1,periodic/transit,2020
GaiaDR3_103999471976858496,59111,2020-09-19,16.700279,0.016682,1,periodic/transit,2020
GaiaDR3_103999471976858496,59112,2020-09-20,16.845829,0.01734,1,periodic/transit,2020
GaiaDR3_103999471976858496,59114,2020-09-22,16.779098,0.017026,1,periodic/transit,2020
GaiaDR3_103999471976858496,59117,2020-09-25,16.88588,0.017539,1,periodic/transit,2020
GaiaDR3_103999471976858496,59118,2020-09-26,16.735172,0.011901,2,periodic/transit,2020
GaiaDR3_103999471976858496,59119,2020-09-27,16.774652,0.017006,1,periodic/transit,2020
GaiaDR3_103999471976858496,59120,2020-09-28,16.675083,0.016577,1,periodic/transit,2020
GaiaDR3_103999471976858496,59121,2020-09-29,16.810207,0.01717,1,periodic/transit,2020
GaiaDR3_103999471976858496,59122,2020-09-30,16.889942,0.01756,1,periodic/transit,2020
GaiaDR3_103999471976858496,59129,2020-10-07,16.753832,0.016912,1,periodic/transit,2020
GaiaDR3_103999471976858496,59131,2020-10-09,16.822018,0.017225,1,periodic/transit,2020
GaiaDR3_103999471976858496,59134,2020-10-12,16.693916,0.016655,1,periodic/transit,2020
GaiaDR3_103999471976858496,59136,2020-10-14,16.807392,0.017156,1,periodic/transit,2020
GaiaDR3_103999471976858496,59138,2020-10-16,16.747507,0.016884,1,periodic/transit,2020
GaiaDR3_103999471976858496,59140,2020-10-18,16.795382,0.017101,1,periodic/transit,2020
GaiaDR3_103999471976858496,59142,2020-10-20,16.729778,0.016807,1,periodic/transit,2020
GaiaDR3_103999471976858496,59144,2020-10-22,16.793268,0.017091,1,periodic/transit,2020
GaiaDR3_103999471976858496,59150,2020-10-28,16.724293,0.016784,1,periodic/transit,2020
GaiaDR3_103999471976858496,59152,2020-10-30,16.680353,0.016599,1,periodic/transit,2020
GaiaDR3_103999471976858496,59155,2020-11-02,16.778023,0.017021,1,periodic/transit,2020
GaiaDR3_103999471976858496,59157,2020-11-04,16.875694,0.017488,1,periodic/transit,2020
GaiaDR3_103999471976858496,59164,2020-11-11,16.700542,0.016683,1,periodic/transit,2020
GaiaDR3_103999471976858496,59168,2020-11-15,16.795128,0.017099,1,periodic/transit,2020
GaiaDR3_103999471976858496,59170,2020-11-17,16.684818,0.016617,1,periodic/transit,2020
GaiaDR3_103999471976858496,59172,2020-11-19,16.826462,0.017247,1,periodic/transit,2020
GaiaDR3_103999471976858496,59178,2020-11-25,16.779566,0.017028,1,periodic/transit,2020
GaiaDR3_103999471976858496,59182,2020-11-29,16.719356,0.016762,1,periodic/transit,2020
GaiaDR3_103999471976858496,59184,2020-12-01,16.66535,0.041332,3,periodic/transit,2020
GaiaDR3_103999471976858496,59185,2020-12-02,16.777379,0.063346,2,periodic/transit,2020
GaiaDR3_103999471976858496,59186,2020-12-03,16.815697,0.017196,1,periodic/transit,2020
GaiaDR3_103999471976858496,59187,2020-12-04,16.75054,0.023571,2,periodic/transit,2020
GaiaDR3_103999471976858496,59188,2020-12-05,16.699253,0.011793,2,periodic/transit,2020
GaiaDR3_103999471976858496,59192,2020-12-09,16.769741,0.016984,1,periodic/transit,2020
GaiaDR3_103999471976858496,59194,2020-12-11,16.86536,0.010067,3,periodic/transit,2020
GaiaDR3_103999471976858496,59198,2020-12-15,16.754479,0.016915,1,periodic/transit,2020
GaiaDR3_103999471976858496,59199,2020-12-16,16.747925,0.016886,1,periodic/transit,2020
GaiaDR3_103999471976858496,59202,2020-12-19,16.72308,0.016778,1,periodic/transit,2020
GaiaDR3_103999471976858496,59204,2020-12-21,16.777058,0.017017,1,periodic/transit,2020
GaiaDR3_103999471976858496,59210,2020-12-27,16.717384,0.016754,1,periodic/transit,2020
GaiaDR3_103999471976858496,59216,2021-01-02,16.745625,0.016876,1,periodic/transit,2021
GaiaDR3_103999471976858496,59218,2021-01-04,16.777183,0.017017,1,periodic/transit,2021
GaiaDR3_103999471976858496,59220,2021-01-06,16.66641,0.016542,1,periodic/transit,2021
GaiaDR3_103999471976858496,59224,2021-01-10,16.702766,0.016692,1,periodic/transit,2021
GaiaDR3_103999471976858496,59226,2021-01-12,16.884813,0.017534,1,periodic/transit,2021
GaiaDR3_103999471976858496,59228,2021-01-14,16.775791,0.017011,1,periodic/transit,2021
GaiaDR3_103999471976858496,59229,2021-01-15,16.720947,0.016769,1,periodic/transit,2021
GaiaDR3_103999471976858496,59230,2021-01-16,16.837301,0.017299,1,periodic/transit,2021
GaiaDR3_103999471976858496,59231,2021-01-17,16.879829,0.017509,1,periodic/transit,2021
GaiaDR3_103999471976858496,59232,2021-01-18,16.787816,0.012067,2,periodic/transit,2021
GaiaDR3_103999471976858496,59233,2021-01-19,16.747068,0.016883,1,periodic/transit,2021
GaiaDR3_103999471976858496,59248,2021-02-03,16.898733,0.017605,1,periodic/transit,2021
