source_id,wdj_name,wd_class,frequency_per_day,period_days,period_seconds,directed_search,source,source_url,source_location,independent_period_source
1510467090935595008,WDJ135309.97+484021.17,V777 Her,176.58,0.005663155510250311,489.29663608562686,True,Jestin et al. 2026,https://arxiv.org/abs/2509.15133,"draft Table 2 continuation, line 613",none found in exact-name/Gaia-ID SIMBAD-VizieR searches
3446909137068558464,WDJ052038.32+304823.92,ZZ Ceti,320.01,0.0031249023468016626,269.99156276366364,True,Jestin et al. 2026,https://arxiv.org/abs/2509.15133,"draft Table 2 continuation, line 614",none found in exact-name/Gaia-ID SIMBAD-VizieR searches
3984115430179696128,WDJ111026.19+191229.75,Old DAVs,5.38,0.1858736059479554,16059.479553903346,True,Jestin et al. 2026,https://arxiv.org/abs/2509.15133,"draft Table 2 continuation, line 615",none found in exact-name/Gaia-ID SIMBAD-VizieR searches
1893101535448502400,WDJ220247.69+275010.67,GW Vir,1.23,0.8130081300813008,70243.90243902439,True,Jestin et al. 2026,https://arxiv.org/abs/2509.15133,"draft Table 2 continuation, line 617",none found in exact-name/Gaia-ID SIMBAD-VizieR searches
2833849800205759360,,unclassified,6.1464,0.16269686320447743,14057.008980866849,False,Jestin et al. 2026,https://arxiv.org/abs/2509.15133,"draft Figure 3 caption, lines 390-394",not queried; paper reference only
